"";"x";"y"
"1";85,7373631163562;113,584368007498
"2";84,2280534248587;112,211168122009
"3";78,9640479970745;113,893499562854
"4";86,8491022248072;109,165346857176
"5";82,775539513629;113,352970269473
"6";79,7555124458343;117,400103329969
"7";78,7322822710917;116,282922138989
"8";77,9276746515407;116,759864474189
"9";81,4287836878207;115,08157789135
"10";78,3959858925059;118,658456463189
"11";81,8784201613885;116,266505124844
"12";84,4302794395076;110,000129695374
"13";85,4816961755611;117,004321923424
"14";84,3245425825896;114,613785710971
"15";86,8844517433724;118,750532030605
"16";83,5815411488645;117,059946599497
"17";84,8354896207821;118,594703495542
"18";86,425536053638;112,744058301242
"19";86,6698370058032;115,839662902982
"20";88,0995212592297;117,05916465172
"21";82,3959954422009;112,015080655873
"22";83,5114383241296;115,754338326153
"23";83,4985103974764;107,898985506552
"24";88,7170229724988;116,301959669977
"25";89,3896602391026;114,996627056033
"26";88,6054390415705;113,381390690809
"27";88,8916659382633;111,330061771324
"28";86,9986998951978;111,213481100601
"29";87,3156393714288;114,742934291143
"30";84,2632261745461;106,328690369203
"31";85,7524870263559;107,501543072562
"32";84,8879188410097;108,470516567893
"33";86,0847429739314;105,507807334507
"34";84,0302201759753;113,224881729364
"35";82,9417632634805;111,302875432081
