"ctry_code";"nace2_code";"RCA_Gen";"RCA_AI";"Period"
"AL";"20.42";0;NA;"1974-1988"
"AL";"20.5";0;NA;"1974-1988"
"AL";"20.51";0;NA;"1974-1988"
"AL";"20.6";0;NA;"1974-1988"
"AL";"21";9,36878655219602;NA;"1974-1988"
"AL";"22";0;NA;"1974-1988"
"AL";"22.1";0;NA;"1974-1988"
"AL";"22.2";0;NA;"1974-1988"
"AL";"23";0;NA;"1974-1988"
"AL";"23.1";0;NA;"1974-1988"
"AL";"23.3";0;NA;"1974-1988"
"AL";"23.42";0;NA;"1974-1988"
"AL";"23.5";0;NA;"1974-1988"
"AL";"24";0;NA;"1974-1988"
"AL";"24.46";0;NA;"1974-1988"
"AL";"25.1";0;NA;"1974-1988"
"AL";"25.2";0;NA;"1974-1988"
"AL";"25.3";0;NA;"1974-1988"
"AL";"25.4";60,2802698440512;NA;"1974-1988"
"AL";"25.5";0;NA;"1974-1988"
"AL";"25.6";0;NA;"1974-1988"
"AL";"25.7";0;NA;"1974-1988"
"AL";"25.9";0;NA;"1974-1988"
"AL";"25.94";0;NA;"1974-1988"
"AL";"26.1";0;NA;"1974-1988"
"AL";"26.11";0;NA;"1974-1988"
"AL";"26.2";0;NA;"1974-1988"
"AL";"26.3";0;NA;"1974-1988"
"AL";"26.4";0;NA;"1974-1988"
"AL";"26.5";0;NA;"1974-1988"
"AL";"26.51";0;NA;"1974-1988"
"AL";"26.52";0;NA;"1974-1988"
"AL";"26.6";0;NA;"1974-1988"
"AL";"26.7";0;NA;"1974-1988"
"AL";"26.8";0;NA;"1974-1988"
"AL";"27.1";0;NA;"1974-1988"
"AL";"27.12";0;NA;"1974-1988"
"AL";"27.2";0;NA;"1974-1988"
"AL";"27.3";0;NA;"1974-1988"
"AL";"27.33";0;NA;"1974-1988"
"AL";"27.4";0;NA;"1974-1988"
"AL";"27.5";6,13433248337226;NA;"1974-1988"
"AL";"27.9";0;NA;"1974-1988"
"AL";"28.1";0;NA;"1974-1988"
"AL";"28.11";0;NA;"1974-1988"
"AL";"28.14";0;NA;"1974-1988"
"AL";"28.21";0;NA;"1974-1988"
"AL";"28.22";0;NA;"1974-1988"
"AL";"28.23";0;NA;"1974-1988"
"AL";"28.25";0;NA;"1974-1988"
"AL";"28.29";0;NA;"1974-1988"
"AL";"28.3";0;NA;"1974-1988"
"AL";"28.4";0;NA;"1974-1988"
"AL";"28.9";0;NA;"1974-1988"
"AL";"28.92";0;NA;"1974-1988"
"AL";"28.94";0;NA;"1974-1988"
"AL";"28.95";0;NA;"1974-1988"
"AL";"28.99";0;NA;"1974-1988"
"AL";"29.1";0;NA;"1974-1988"
"AL";"29.3";0;NA;"1974-1988"
"AL";"30";0;NA;"1974-1988"
"AL";"31";0;NA;"1974-1988"
"AL";"32";0;NA;"1974-1988"
"AL";"32.5";0;NA;"1974-1988"
"AL";"32.9";0;NA;"1974-1988"
"AL";"42.2";0;NA;"1974-1988"
"AL";"42.91";0;NA;"1974-1988"
"AL";"43";9,17887111621019;NA;"1974-1988"
"AL";"62";0;NA;"1974-1988"
"AM";"10";0;NA;"1974-1988"
"AM";"10.5";0;NA;"1974-1988"
"AM";"11";0;NA;"1974-1988"
"AM";"12";0;NA;"1974-1988"
"AM";"13";0;NA;"1974-1988"
"AM";"14";0;NA;"1974-1988"
"AM";"15";0;NA;"1974-1988"
"AM";"16";0;NA;"1974-1988"
"AM";"17";0;NA;"1974-1988"
"AM";"18.1";0;NA;"1974-1988"
"AM";"19";0;NA;"1974-1988"
"AM";"20.1";0;NA;"1974-1988"
"AM";"20.2";0;NA;"1974-1988"
"AM";"20.3";0;NA;"1974-1988"
"AM";"20.4";0;NA;"1974-1988"
"AM";"20.42";0;NA;"1974-1988"
"AM";"20.5";0;NA;"1974-1988"
"AM";"20.51";0;NA;"1974-1988"
"AM";"20.6";0;NA;"1974-1988"
"AM";"21";0;NA;"1974-1988"
"AM";"22";0;NA;"1974-1988"
"AM";"22.1";0;NA;"1974-1988"
"AM";"22.2";0;NA;"1974-1988"
"AM";"23";0;NA;"1974-1988"
"AM";"23.1";0;NA;"1974-1988"
"AM";"23.3";0;NA;"1974-1988"
"AM";"23.42";0;NA;"1974-1988"
"AM";"23.5";0;NA;"1974-1988"
"AM";"24";0;NA;"1974-1988"
"AM";"24.46";0;NA;"1974-1988"
"AM";"25.1";0;NA;"1974-1988"
"AM";"25.2";0;NA;"1974-1988"
"AM";"25.3";0;NA;"1974-1988"
"AM";"25.4";0;NA;"1974-1988"
"AM";"25.5";0;NA;"1974-1988"
"AM";"25.6";0;NA;"1974-1988"
"AM";"25.7";0;NA;"1974-1988"
"AM";"25.9";0;NA;"1974-1988"
"AM";"25.94";0;NA;"1974-1988"
"AM";"26.1";0;NA;"1974-1988"
"AM";"26.11";0;NA;"1974-1988"
"AM";"26.2";0;NA;"1974-1988"
"AM";"26.3";0;NA;"1974-1988"
"AM";"26.4";0;NA;"1974-1988"
"AM";"26.5";0;NA;"1974-1988"
"AM";"26.51";0;NA;"1974-1988"
"AM";"26.52";0;NA;"1974-1988"
"AM";"26.6";0;NA;"1974-1988"
"AM";"26.7";0;NA;"1974-1988"
"AM";"26.8";0;NA;"1974-1988"
"AM";"27.1";0;NA;"1974-1988"
"AM";"27.12";0;NA;"1974-1988"
"AM";"27.2";0;NA;"1974-1988"
"AM";"27.3";0;NA;"1974-1988"
"AM";"27.33";0;NA;"1974-1988"
"AM";"27.4";0;NA;"1974-1988"
"AM";"27.5";0;NA;"1974-1988"
"AM";"27.9";88,2570046361621;NA;"1974-1988"
"AM";"28.1";0;NA;"1974-1988"
"AM";"28.11";0;NA;"1974-1988"
"AM";"28.14";0;NA;"1974-1988"
"AM";"28.21";0;NA;"1974-1988"
"AM";"28.22";0;NA;"1974-1988"
"AM";"28.23";0;NA;"1974-1988"
"AM";"28.25";0;NA;"1974-1988"
"AM";"28.29";0;NA;"1974-1988"
"AM";"28.3";0;NA;"1974-1988"
"AM";"28.4";0;NA;"1974-1988"
"AM";"28.9";0;NA;"1974-1988"
"AM";"28.92";0;NA;"1974-1988"
"AM";"28.94";0;NA;"1974-1988"
"AM";"28.95";0;NA;"1974-1988"
"AM";"28.99";0;NA;"1974-1988"
"AM";"29.1";0;NA;"1974-1988"
"AM";"29.3";0;NA;"1974-1988"
"AM";"30";0;NA;"1974-1988"
"AM";"31";0;NA;"1974-1988"
"AM";"32";0;NA;"1974-1988"
"AM";"32.5";0;NA;"1974-1988"
"AM";"32.9";0;NA;"1974-1988"
"AM";"42.2";0;NA;"1974-1988"
"AM";"42.91";0;NA;"1974-1988"
"AM";"43";0;NA;"1974-1988"
"AM";"62";0;NA;"1974-1988"
"AN";"10";0;NA;"1974-1988"
"AN";"10.5";0;NA;"1974-1988"
"AN";"11";0;NA;"1974-1988"
"AN";"12";0;NA;"1974-1988"
"AN";"13";0;NA;"1974-1988"
"AN";"14";0;NA;"1974-1988"
"AN";"15";0;NA;"1974-1988"
"AN";"16";0;NA;"1974-1988"
"AN";"17";0;NA;"1974-1988"
"AN";"18.1";0;NA;"1974-1988"
"AN";"19";0;NA;"1974-1988"
"AN";"20.1";0;NA;"1974-1988"
"AN";"20.2";0;NA;"1974-1988"
"AN";"20.3";0;NA;"1974-1988"
"AN";"20.4";0;NA;"1974-1988"
"AN";"20.42";0;NA;"1974-1988"
"AN";"20.5";0;NA;"1974-1988"
"AN";"20.51";0;NA;"1974-1988"
"AN";"20.6";0;NA;"1974-1988"
"AN";"21";10,930250977562;NA;"1974-1988"
"AN";"22";0;NA;"1974-1988"
"AN";"22.1";0;NA;"1974-1988"
"AN";"22.2";0;NA;"1974-1988"
"AN";"23";0;NA;"1974-1988"
"AN";"23.1";0;NA;"1974-1988"
"AN";"23.3";0;NA;"1974-1988"
"AN";"23.42";0;NA;"1974-1988"
"AN";"23.5";0;NA;"1974-1988"
"AN";"24";0;NA;"1974-1988"
"AN";"24.46";0;NA;"1974-1988"
"AN";"25.1";0;NA;"1974-1988"
"AN";"25.2";0;NA;"1974-1988"
"AN";"25.3";0;NA;"1974-1988"
"AN";"25.4";0;NA;"1974-1988"
"AN";"25.5";0;NA;"1974-1988"
"AN";"25.6";0;NA;"1974-1988"
"AN";"25.7";0;NA;"1974-1988"
"AN";"25.9";0;NA;"1974-1988"
"AN";"25.94";0;NA;"1974-1988"
"AN";"26.1";0;NA;"1974-1988"
"AN";"26.11";0;NA;"1974-1988"
"AN";"26.2";0;NA;"1974-1988"
"AN";"26.3";0;NA;"1974-1988"
"AN";"26.4";0;NA;"1974-1988"
"AN";"26.5";0;NA;"1974-1988"
"AN";"26.51";0;NA;"1974-1988"
"AN";"26.52";0;NA;"1974-1988"
"AN";"26.6";0;NA;"1974-1988"
"AN";"26.7";0;NA;"1974-1988"
"AN";"26.8";0;NA;"1974-1988"
"AN";"27.1";0;NA;"1974-1988"
"AN";"27.12";0;NA;"1974-1988"
"AN";"27.2";0;NA;"1974-1988"
"AN";"27.3";0;NA;"1974-1988"
"AN";"27.33";0;NA;"1974-1988"
"AN";"27.4";0;NA;"1974-1988"
"AN";"27.5";0;NA;"1974-1988"
"AN";"27.9";0;NA;"1974-1988"
"AN";"28.1";0;NA;"1974-1988"
"AN";"28.11";0;NA;"1974-1988"
"AN";"28.14";0;NA;"1974-1988"
"AN";"28.21";0;NA;"1974-1988"
"AN";"28.22";0;NA;"1974-1988"
"AN";"28.23";0;NA;"1974-1988"
"AN";"28.25";0;NA;"1974-1988"
"AN";"28.29";8,91669582571958;NA;"1974-1988"
"AN";"28.3";0;NA;"1974-1988"
"AN";"28.4";0;NA;"1974-1988"
"AN";"28.9";0;NA;"1974-1988"
"AN";"28.92";0;NA;"1974-1988"
"AN";"28.94";0;NA;"1974-1988"
"AN";"28.95";0;NA;"1974-1988"
"AN";"28.99";0;NA;"1974-1988"
"AN";"29.1";0;NA;"1974-1988"
"AN";"29.3";0;NA;"1974-1988"
"AN";"30";28,5662692763938;NA;"1974-1988"
"AN";"31";0;NA;"1974-1988"
"AN";"32";0;NA;"1974-1988"
"AN";"32.5";0;NA;"1974-1988"
"AN";"32.9";0;NA;"1974-1988"
"AN";"42.2";0;NA;"1974-1988"
"AN";"42.91";0;NA;"1974-1988"
"AN";"43";0;NA;"1974-1988"
"AN";"62";0;NA;"1974-1988"
"AR";"10";1,73525620239665;NA;"1974-1988"
"AR";"10.5";12,4524862192713;NA;"1974-1988"
"AR";"11";3,52825520966875;NA;"1974-1988"
"AR";"12";0;NA;"1974-1988"
"AR";"13";1,31443225394614;NA;"1974-1988"
"AR";"14";2,77520766780527;NA;"1974-1988"
"AR";"15";4,80425755186279;NA;"1974-1988"
"AR";"16";0;NA;"1974-1988"
"AR";"17";0;NA;"1974-1988"
"AR";"18.1";1,38274718721927;NA;"1974-1988"
"AR";"19";0;NA;"1974-1988"
"AR";"20.1";0,4913764864488;NA;"1974-1988"
"AR";"20.2";1,39363864327014;NA;"1974-1988"
"AR";"20.3";0;NA;"1974-1988"
"AR";"20.4";0;NA;"1974-1988"
"AR";"20.42";0;NA;"1974-1988"
"AR";"20.5";0,954680991884284;NA;"1974-1988"
"AR";"20.51";6,10240331862724;NA;"1974-1988"
"AR";"20.6";0;NA;"1974-1988"
"AR";"21";2,55257358158634;NA;"1974-1988"
"AR";"22";1,59499809660882;NA;"1974-1988"
"AR";"22.1";0;NA;"1974-1988"
"AR";"22.2";0;NA;"1974-1988"
"AR";"23";1,62661918126522;NA;"1974-1988"
"AR";"23.1";0;NA;"1974-1988"
"AR";"23.3";0;NA;"1974-1988"
"AR";"23.42";7,12097730464996;NA;"1974-1988"
"AR";"23.5";0;NA;"1974-1988"
"AR";"24";0,739054042350429;NA;"1974-1988"
"AR";"24.46";0;NA;"1974-1988"
"AR";"25.1";2,63426727108443;NA;"1974-1988"
"AR";"25.2";2,42271153258;NA;"1974-1988"
"AR";"25.3";0;NA;"1974-1988"
"AR";"25.4";1,26335894882742;NA;"1974-1988"
"AR";"25.5";0;NA;"1974-1988"
"AR";"25.6";0;NA;"1974-1988"
"AR";"25.7";2,48884947362129;NA;"1974-1988"
"AR";"25.9";0,982153592284169;NA;"1974-1988"
"AR";"25.94";0;NA;"1974-1988"
"AR";"26.1";0,0437300350020202;NA;"1974-1988"
"AR";"26.11";0;NA;"1974-1988"
"AR";"26.2";0;NA;"1974-1988"
"AR";"26.3";0,629570750558877;NA;"1974-1988"
"AR";"26.4";0,327458875509042;NA;"1974-1988"
