"name";"nace2_descr";"dgr";"RCA";"n_neighbors";"weighted_degree";"triangles";"centrality_authority";"centrality_betweenness";"centrality_closeness";"centrality_eigen";"centrality_hub";"centrality_subgraph";"centrality_degree";"centrality_closeness_harmonic";"centrality_closeness_residual";"centrality_betweenness_network";"Country";"Period"
"20.3";"Manufacture of Paints, Varnishes and Similar Coatings, Printing Ink and Mastics";0,37614060184221;1;9;0,870967741935484;19;0,477894548622827;12,3964710126475;0,0126582278481013;0,477894548622828;0,477894548622827;796,86510784564;9;952,885068592857;28,3560893091845;192;"JP";"1st"
"20.6";"Manufacture of Man-Made Fibres";0,206856181471611;1;2;0,266666666666667;0;0,0713465865160603;0,2;0,00961538461538462;0,0713465865160603;0,0713465865160603;21,7424207212896;2;877,001340831357;28,2328707134867;62;"JP";"1st"
"22.2";"Manufacture of Plastics Products";0,187839444019176;1;2;0,166666666666667;1;0,115349583548507;0;0,0104166666666667;0,115349583548507;0,115349583548507;50,1371274065745;2;924,818931264609;28,3375707762798;20;"JP";"1st"
"23";"Manufacture of Other Non-Metallic Mineral Products";0,429596909943628;1;13;1,39669421487603;32;0,62367060013353;43,381903064256;0,0136986301369863;0,62367060013353;0,62367060013353;1353,92688552691;13;1310,59280409328;28,5077993075001;332;"JP";"1st"
"23.5";"Manufacture of Cement, Lime and Plaster";0,348164509422107;1;8;0,8;17;0,384286971560754;15,7846574993634;0,0123456790123457;0,384286971560753;0,384286971560754;537,141438468663;8;925,218780178903;28,3026147224388;210;"JP";"1st"
"24";"Manufacture of Basic Metals";0,434682537640039;1;9;1,0125;18;0,395052823313892;17,7642857142857;0,0125;0,395052823313892;0,395052823313892;565,888153809559;9;1013,33106296614;28,3937753331983;254;"JP";"1st"
"25.3";"Manufacture of Steam Generators, Except Central Heating Hot Water Boilers";0,133864058575144;1;2;0,2;0;0,0969621305288219;0,416666666666667;0,0106382978723404;0,0969621305288219;0,0969621305288219;34,3208059475007;2;737,967176884462;28,160296441099;40;"JP";"1st"
"25.5";"Forging, Pressing, Stamping and Roll-Forming of Metal; Powder Metallurgy";0,235836636405395;1;6;0,553846153846154;13;0,307560007234192;0,566666666666667;0,0119047619047619;0,307560007234192;0,307560007234192;348,479766245334;6;833,37498600858;28,2595009946074;124;"JP";"1st"
"25.6";"Treatment and Coating of Metals; Machining";0,179038827418867;1;6;0,529411764705882;10;0,326329192221593;1,58174603174603;0,0120481927710843;0,326329192221593;0,326329192221593;383,3999455472;6;965,815957051346;28,3517198219644;104;"JP";"1st"
"26.1";"Manufacture of Electronic Components and Boards";0,796676491848097;1;21;2,35828877005348;72;1;99,1773745861981;0,0153846153846154;1;1;3421,07051460447;21;1116,59696468902;28,4084229478461;432;"JP";"1st"
