"ctry_code";"nace2_code";"RCA_Gen";"RCA_AI";"Period"
"AE";"25.9";0;NA;"1989-2003"
"AE";"25.94";0;NA;"1989-2003"
"AE";"26.1";0,166172164220107;NA;"1989-2003"
"AE";"26.11";0;NA;"1989-2003"
"AE";"26.2";0,211148888715177;NA;"1989-2003"
"AE";"26.3";0,85977857071686;NA;"1989-2003"
"AE";"26.4";0;NA;"1989-2003"
"AE";"26.5";2,11979783519419;NA;"1989-2003"
"AE";"26.51";1,4015767686775;NA;"1989-2003"
"AE";"26.52";0;NA;"1989-2003"
"AE";"26.6";0;NA;"1989-2003"
"AE";"26.7";0;NA;"1989-2003"
"AE";"26.8";0;NA;"1989-2003"
"AE";"27.1";0;NA;"1989-2003"
"AE";"27.12";0;NA;"1989-2003"
"AE";"27.2";0;NA;"1989-2003"
"AE";"27.3";0;NA;"1989-2003"
"AE";"27.33";0;NA;"1989-2003"
"AE";"27.4";0;NA;"1989-2003"
"AE";"27.5";0;NA;"1989-2003"
"AE";"27.9";0;NA;"1989-2003"
"AE";"28.1";2,72048904343332;NA;"1989-2003"
"AE";"28.11";0;NA;"1989-2003"
"AE";"28.14";0;NA;"1989-2003"
"AE";"28.21";0;NA;"1989-2003"
"AE";"28.22";2,08083467428369;NA;"1989-2003"
"AE";"28.23";1,93656172917197;NA;"1989-2003"
"AE";"28.25";0;NA;"1989-2003"
"AE";"28.29";1,34190590011875;NA;"1989-2003"
"AE";"28.3";2,59692955502848;NA;"1989-2003"
"AE";"28.4";0,445241952676516;NA;"1989-2003"
"AE";"28.9";2,54619213423348;NA;"1989-2003"
"AE";"28.92";0;NA;"1989-2003"
"AE";"28.94";0;NA;"1989-2003"
"AE";"28.95";0;NA;"1989-2003"
"AE";"28.99";0;NA;"1989-2003"
"AE";"29.1";1,05801532348948;NA;"1989-2003"
"AE";"29.3";0;NA;"1989-2003"
"AE";"30";2,55746377241974;NA;"1989-2003"
"AE";"31";1,88732467062691;NA;"1989-2003"
"AE";"32";1,37223482196371;NA;"1989-2003"
"AE";"32.5";1,60310950689976;NA;"1989-2003"
"AE";"32.9";1,64352046869649;NA;"1989-2003"
"AE";"42.2";0;NA;"1989-2003"
"AE";"42.91";0;NA;"1989-2003"
"AE";"43";0;NA;"1989-2003"
"AE";"62";2,93604690419038;NA;"1989-2003"
"AF";"10";0;NA;"1989-2003"
"AF";"10.5";0;NA;"1989-2003"
"AF";"11";0;NA;"1989-2003"
"AF";"12";0;NA;"1989-2003"
"AF";"13";0;NA;"1989-2003"
"AF";"14";0;NA;"1989-2003"
"AF";"15";0;NA;"1989-2003"
"AF";"16";0;NA;"1989-2003"
"AF";"17";0;NA;"1989-2003"
"AF";"18.1";0;NA;"1989-2003"
"AF";"19";0;NA;"1989-2003"
"AF";"20.1";0;NA;"1989-2003"
"AF";"20.2";0;NA;"1989-2003"
"AF";"20.3";0;NA;"1989-2003"
"AF";"20.4";0;NA;"1989-2003"
"AF";"20.42";0;NA;"1989-2003"
"AF";"20.5";0;NA;"1989-2003"
"AF";"20.51";0;NA;"1989-2003"
"AF";"20.6";0;NA;"1989-2003"
"AF";"21";0;NA;"1989-2003"
"AF";"22";0;NA;"1989-2003"
"AF";"22.1";0;NA;"1989-2003"
"AF";"22.2";0;NA;"1989-2003"
"AF";"23";0;NA;"1989-2003"
"AF";"23.1";0;NA;"1989-2003"
"AF";"23.3";0;NA;"1989-2003"
"AF";"23.42";0;NA;"1989-2003"
"AF";"23.5";0;NA;"1989-2003"
"AF";"24";0;NA;"1989-2003"
"AF";"24.46";0;NA;"1989-2003"
"AF";"25.1";0;NA;"1989-2003"
"AF";"25.2";0;NA;"1989-2003"
"AF";"25.3";0;NA;"1989-2003"
"AF";"25.4";0;NA;"1989-2003"
"AF";"25.5";0;NA;"1989-2003"
"AF";"25.6";0;NA;"1989-2003"
"AF";"25.7";0;NA;"1989-2003"
"AF";"25.9";0;NA;"1989-2003"
"AF";"25.94";0;NA;"1989-2003"
"AF";"26.1";0;NA;"1989-2003"
"AF";"26.11";0;NA;"1989-2003"
"AF";"26.2";0;NA;"1989-2003"
"AF";"26.3";0;NA;"1989-2003"
"AF";"26.4";0;NA;"1989-2003"
"AF";"26.5";0;NA;"1989-2003"
"AF";"26.51";0;NA;"1989-2003"
"AF";"26.52";0;NA;"1989-2003"
"AF";"26.6";0;NA;"1989-2003"
"AF";"26.7";0;NA;"1989-2003"
"AF";"26.8";0;NA;"1989-2003"
"AF";"27.1";0;NA;"1989-2003"
"AF";"27.12";0;NA;"1989-2003"
"AF";"27.2";0;NA;"1989-2003"
"AF";"27.3";0;NA;"1989-2003"
"AF";"27.33";0;NA;"1989-2003"
"AF";"27.4";0;NA;"1989-2003"
"AF";"27.5";0;NA;"1989-2003"
"AF";"27.9";0;NA;"1989-2003"
"AF";"28.1";0;NA;"1989-2003"
"AF";"28.11";0;NA;"1989-2003"
"AF";"28.14";0;NA;"1989-2003"
"AF";"28.21";0;NA;"1989-2003"
"AF";"28.22";0;NA;"1989-2003"
"AF";"28.23";0;NA;"1989-2003"
"AF";"28.25";0;NA;"1989-2003"
"AF";"28.29";0;NA;"1989-2003"
"AF";"28.3";0;NA;"1989-2003"
"AF";"28.4";0;NA;"1989-2003"
"AF";"28.9";0;NA;"1989-2003"
"AF";"28.92";0;NA;"1989-2003"
"AF";"28.94";0;NA;"1989-2003"
"AF";"28.95";0;NA;"1989-2003"
"AF";"28.99";0;NA;"1989-2003"
"AF";"29.1";0;NA;"1989-2003"
"AF";"29.3";0;NA;"1989-2003"
"AF";"30";0;NA;"1989-2003"
"AF";"31";0;NA;"1989-2003"
"AF";"32";0;NA;"1989-2003"
"AF";"32.5";0;NA;"1989-2003"
"AF";"32.9";0;NA;"1989-2003"
"AF";"42.2";0;NA;"1989-2003"
"AF";"42.91";0;NA;"1989-2003"
"AF";"43";0;NA;"1989-2003"
"AF";"62";0;NA;"1989-2003"
"AG";"10";0;NA;"1989-2003"
"AG";"10.5";0;NA;"1989-2003"
"AG";"11";0;NA;"1989-2003"
"AG";"12";0;NA;"1989-2003"
"AG";"13";0;NA;"1989-2003"
"AG";"14";0;NA;"1989-2003"
"AG";"15";0;NA;"1989-2003"
"AG";"16";0;NA;"1989-2003"
"AG";"17";0;NA;"1989-2003"
"AG";"18.1";0;NA;"1989-2003"
"AG";"19";0;NA;"1989-2003"
"AG";"20.1";0;NA;"1989-2003"
"AG";"20.2";0;NA;"1989-2003"
"AG";"20.3";0;NA;"1989-2003"
"AG";"20.4";0;NA;"1989-2003"
"AG";"20.42";0;NA;"1989-2003"
"AG";"20.5";0;NA;"1989-2003"
"AG";"20.51";0;NA;"1989-2003"
"AG";"20.6";0;NA;"1989-2003"
"AG";"21";0;NA;"1989-2003"
"AG";"22";0;NA;"1989-2003"
"AG";"22.1";0;NA;"1989-2003"
"AG";"22.2";0;NA;"1989-2003"
"AG";"23";0;NA;"1989-2003"
"AG";"23.1";0;NA;"1989-2003"
"AG";"23.3";0;NA;"1989-2003"
"AG";"23.42";0;NA;"1989-2003"
"AG";"23.5";0;NA;"1989-2003"
"AG";"24";0;NA;"1989-2003"
"AG";"24.46";0;NA;"1989-2003"
"AG";"25.1";0;NA;"1989-2003"
"AG";"25.2";0;NA;"1989-2003"
"AG";"25.3";0;NA;"1989-2003"
"AG";"25.4";0;NA;"1989-2003"
"AG";"25.5";0;NA;"1989-2003"
"AG";"25.6";0;NA;"1989-2003"
"AG";"25.7";0;NA;"1989-2003"
"AG";"25.9";0;NA;"1989-2003"
"AG";"25.94";0;NA;"1989-2003"
"AG";"26.1";2,44726278215066;NA;"1989-2003"
"AG";"26.11";0;NA;"1989-2003"
"AG";"26.2";0;NA;"1989-2003"
"AG";"26.3";0;NA;"1989-2003"
"AG";"26.4";0;NA;"1989-2003"
"AG";"26.5";0;NA;"1989-2003"
"AG";"26.51";0;NA;"1989-2003"
"AG";"26.52";0;NA;"1989-2003"
"AG";"26.6";0;NA;"1989-2003"
"AG";"26.7";0;NA;"1989-2003"
"AG";"26.8";0;NA;"1989-2003"
"AG";"27.1";0;NA;"1989-2003"
"AG";"27.12";0;NA;"1989-2003"
"AG";"27.2";0;NA;"1989-2003"
"AG";"27.3";0;NA;"1989-2003"
"AG";"27.33";0;NA;"1989-2003"
"AG";"27.4";0;NA;"1989-2003"
"AG";"27.5";0;NA;"1989-2003"
"AG";"27.9";8,97099530409817;NA;"1989-2003"
"AG";"28.1";0;NA;"1989-2003"
"AG";"28.11";0;NA;"1989-2003"
"AG";"28.14";0;NA;"1989-2003"
"AG";"28.21";0;NA;"1989-2003"
"AG";"28.22";0;NA;"1989-2003"
"AG";"28.23";5,70405454774289;NA;"1989-2003"
"AG";"28.25";0;NA;"1989-2003"
"AG";"28.29";0;NA;"1989-2003"
"AG";"28.3";0;NA;"1989-2003"
"AG";"28.4";0;NA;"1989-2003"
"AG";"28.9";0;NA;"1989-2003"
"AG";"28.92";0;NA;"1989-2003"
"AG";"28.94";0;NA;"1989-2003"
"AG";"28.95";0;NA;"1989-2003"
"AG";"28.99";0;NA;"1989-2003"
"AG";"29.1";0;NA;"1989-2003"
"AG";"29.3";0;NA;"1989-2003"
"AG";"30";0;NA;"1989-2003"
"AG";"31";13,8975725746163;NA;"1989-2003"
"AG";"32";6,73642548964005;NA;"1989-2003"
"AG";"32.5";0;NA;"1989-2003"
"AG";"32.9";4,03409569589138;NA;"1989-2003"
"AG";"42.2";0;NA;"1989-2003"
"AG";"42.91";0;NA;"1989-2003"
"AG";"43";0;NA;"1989-2003"
"AG";"62";0;NA;"1989-2003"
"AI";"10";0;NA;"1989-2003"
"AI";"10.5";0;NA;"1989-2003"
"AI";"11";0;NA;"1989-2003"
"AI";"12";0;NA;"1989-2003"
"AI";"13";0;NA;"1989-2003"
"AI";"14";0;NA;"1989-2003"
"AI";"15";0;NA;"1989-2003"
"AI";"16";0;NA;"1989-2003"
"AI";"17";0;NA;"1989-2003"
"AI";"18.1";0;NA;"1989-2003"
"AI";"19";0;NA;"1989-2003"
"AI";"20.1";0;NA;"1989-2003"
"AI";"20.2";0;NA;"1989-2003"
"AI";"20.3";0;NA;"1989-2003"
"AI";"20.4";0;NA;"1989-2003"
"AI";"20.42";0;NA;"1989-2003"
"AI";"20.5";0;NA;"1989-2003"
"AI";"20.51";0;NA;"1989-2003"
"AI";"20.6";0;NA;"1989-2003"
"AI";"21";0;NA;"1989-2003"
"AI";"22";0;NA;"1989-2003"
"AI";"22.1";0;NA;"1989-2003"
"AI";"22.2";0;NA;"1989-2003"
"AI";"23";0;NA;"1989-2003"
"AI";"23.1";0;NA;"1989-2003"
"AI";"23.3";0;NA;"1989-2003"
"AI";"23.42";0;NA;"1989-2003"
"AI";"23.5";0;NA;"1989-2003"
"AI";"24";0;NA;"1989-2003"
"AI";"24.46";0;NA;"1989-2003"
"AI";"25.1";0;NA;"1989-2003"
"AI";"25.2";0;NA;"1989-2003"
"AI";"25.3";0;NA;"1989-2003"
"AI";"25.4";0;NA;"1989-2003"
"AI";"25.5";0;NA;"1989-2003"
"AI";"25.6";0;NA;"1989-2003"
"AI";"25.7";0;NA;"1989-2003"
"AI";"25.9";0;NA;"1989-2003"
"AI";"25.94";0;NA;"1989-2003"
"AI";"26.1";0;NA;"1989-2003"
"AI";"26.11";0;NA;"1989-2003"
"AI";"26.2";0;NA;"1989-2003"
"AI";"26.3";0;NA;"1989-2003"
"AI";"26.4";0;NA;"1989-2003"
"AI";"26.5";0;NA;"1989-2003"
"AI";"26.51";0;NA;"1989-2003"
"AI";"26.52";0;NA;"1989-2003"
"AI";"26.6";0;NA;"1989-2003"
"AI";"26.7";0;NA;"1989-2003"
"AI";"26.8";0;NA;"1989-2003"
"AI";"27.1";0;NA;"1989-2003"
"AI";"27.12";0;NA;"1989-2003"
"AI";"27.2";0;NA;"1989-2003"
"AI";"27.3";0;NA;"1989-2003"
"AI";"27.33";0;NA;"1989-2003"
"AI";"27.4";0;NA;"1989-2003"
"AI";"27.5";0;NA;"1989-2003"
"AI";"27.9";0;NA;"1989-2003"
"AI";"28.1";0;NA;"1989-2003"
"AI";"28.11";0;NA;"1989-2003"
"AI";"28.14";0;NA;"1989-2003"
"AI";"28.21";0;NA;"1989-2003"
"AI";"28.22";0;NA;"1989-2003"
"AI";"28.23";0;NA;"1989-2003"
"AI";"28.25";0;NA;"1989-2003"
"AI";"28.29";0;NA;"1989-2003"
"AI";"28.3";0;NA;"1989-2003"
"AI";"28.4";0;NA;"1989-2003"
"AI";"28.9";0;NA;"1989-2003"
"AI";"28.92";0;NA;"1989-2003"
"AI";"28.94";0;NA;"1989-2003"
"AI";"28.95";0;NA;"1989-2003"
"AI";"28.99";0;NA;"1989-2003"
"AI";"29.1";0;NA;"1989-2003"
"AI";"29.3";0;NA;"1989-2003"
"AI";"30";25,8943206957499;NA;"1989-2003"
"AI";"31";0;NA;"1989-2003"
"AI";"32";0;NA;"1989-2003"
"AI";"32.5";16,2314837573601;NA;"1989-2003"
"AI";"32.9";0;NA;"1989-2003"
"AI";"42.2";0;NA;"1989-2003"
"AI";"42.91";0;NA;"1989-2003"
"AI";"43";0;NA;"1989-2003"
"AI";"62";29,7274749049276;NA;"1989-2003"
"AL";"10";0;NA;"1989-2003"
"AL";"10.5";0;NA;"1989-2003"
"AL";"11";0;NA;"1989-2003"
"AL";"12";0;NA;"1989-2003"
"AL";"13";0;NA;"1989-2003"
"AL";"14";0;NA;"1989-2003"
"AL";"15";0;NA;"1989-2003"
"AL";"16";0;NA;"1989-2003"
"AL";"17";0;NA;"1989-2003"
"AL";"18.1";0;NA;"1989-2003"
"AL";"19";0;NA;"1989-2003"
"AL";"20.1";0;NA;"1989-2003"
"AL";"20.2";0;NA;"1989-2003"
"AL";"20.3";0;NA;"1989-2003"
"AL";"20.4";0;NA;"1989-2003"
"AL";"20.42";0;NA;"1989-2003"
"AL";"20.5";0;NA;"1989-2003"
"AL";"20.51";0;NA;"1989-2003"
"AL";"20.6";0;NA;"1989-2003"
"AL";"21";2,36237748840825;NA;"1989-2003"
"AL";"22";0;NA;"1989-2003"
"AL";"22.1";0;NA;"1989-2003"
"AL";"22.2";0;NA;"1989-2003"
"AL";"23";0;NA;"1989-2003"
"AL";"23.1";0;NA;"1989-2003"
"AL";"23.3";0;NA;"1989-2003"
"AL";"23.42";0;NA;"1989-2003"
"AL";"23.5";0;NA;"1989-2003"
"AL";"24";0;NA;"1989-2003"
"AL";"24.46";0;NA;"1989-2003"
"AL";"25.1";0;NA;"1989-2003"
"AL";"25.2";0;NA;"1989-2003"
"AL";"25.3";0;NA;"1989-2003"
"AL";"25.4";0;NA;"1989-2003"
"AL";"25.5";0;NA;"1989-2003"
"AL";"25.6";0;NA;"1989-2003"
"AL";"25.7";0;NA;"1989-2003"
"AL";"25.9";0;NA;"1989-2003"
"AL";"25.94";0;NA;"1989-2003"
"AL";"26.1";0;NA;"1989-2003"
"AL";"26.11";0;NA;"1989-2003"
"AL";"26.2";0;NA;"1989-2003"
"AL";"26.3";0;NA;"1989-2003"
"AL";"26.4";0;NA;"1989-2003"
"AL";"26.5";0;NA;"1989-2003"
"AL";"26.51";0;NA;"1989-2003"
"AL";"26.52";0;NA;"1989-2003"
"AL";"26.6";0;NA;"1989-2003"
"AL";"26.7";0;NA;"1989-2003"
"AL";"26.8";0;NA;"1989-2003"
"AL";"27.1";0;NA;"1989-2003"
"AL";"27.12";0;NA;"1989-2003"
"AL";"27.2";0;NA;"1989-2003"
"AL";"27.3";0;NA;"1989-2003"
"AL";"27.33";0;NA;"1989-2003"
"AL";"27.4";0;NA;"1989-2003"
"AL";"27.5";3,27479601262412;NA;"1989-2003"
"AL";"27.9";0;NA;"1989-2003"
"AL";"28.1";2,42153420349559;NA;"1989-2003"
"AL";"28.11";0;NA;"1989-2003"
"AL";"28.14";0;NA;"1989-2003"
"AL";"28.21";0;NA;"1989-2003"
"AL";"28.22";0;NA;"1989-2003"
"AL";"28.23";1,206626923561;NA;"1989-2003"
"AL";"28.25";0;NA;"1989-2003"
"AL";"28.29";5,57407066203175;NA;"1989-2003"
"AL";"28.3";0;NA;"1989-2003"
"AL";"28.4";0;NA;"1989-2003"
"AL";"28.9";0;NA;"1989-2003"
"AL";"28.92";0;NA;"1989-2003"
"AL";"28.94";0;NA;"1989-2003"
"AL";"28.95";0;NA;"1989-2003"
"AL";"28.99";0;NA;"1989-2003"
"AL";"29.1";1,64806233082015;NA;"1989-2003"
"AL";"29.3";0;NA;"1989-2003"
"AL";"30";15,9349665819999;NA;"1989-2003"
"AL";"31";0;NA;"1989-2003"
"AL";"32";8,5500785060816;NA;"1989-2003"
"AL";"32.5";0;NA;"1989-2003"
"AL";"32.9";3,41346558883116;NA;"1989-2003"
"AL";"42.2";0;NA;"1989-2003"
"AL";"42.91";0;NA;"1989-2003"
"AL";"43";0;NA;"1989-2003"
"AL";"62";0;NA;"1989-2003"
"AM";"10";5,25375035994075;NA;"1989-2003"
"AM";"10.5";0;NA;"1989-2003"
"AM";"11";17,2178036346655;NA;"1989-2003"
"AM";"12";0;NA;"1989-2003"
"AM";"13";0;NA;"1989-2003"
"AM";"14";0;NA;"1989-2003"
"AM";"15";0;NA;"1989-2003"
"AM";"16";0;NA;"1989-2003"
"AM";"17";0;NA;"1989-2003"
"AM";"18.1";0;NA;"1989-2003"
"AM";"19";0;NA;"1989-2003"
"AM";"20.1";0,727261355653536;NA;"1989-2003"
"AM";"20.2";0;NA;"1989-2003"
"AM";"20.3";0;NA;"1989-2003"
"AM";"20.4";0;NA;"1989-2003"
"AM";"20.42";0;NA;"1989-2003"
"AM";"20.5";1,6605337626854;NA;"1989-2003"
"AM";"20.51";0;NA;"1989-2003"
"AM";"20.6";0;NA;"1989-2003"
"AM";"21";4,0947876465743;NA;"1989-2003"
"AM";"22";0;NA;"1989-2003"
"AM";"22.1";0;NA;"1989-2003"
"AM";"22.2";0;NA;"1989-2003"
"AM";"23";0;NA;"1989-2003"
"AM";"23.1";0;NA;"1989-2003"
"AM";"23.3";10,8483503280955;NA;"1989-2003"
"AM";"23.42";0;NA;"1989-2003"
"AM";"23.5";1,65378852653721;NA;"1989-2003"
"AM";"24";0;NA;"1989-2003"
"AM";"24.46";0;NA;"1989-2003"
"AM";"25.1";0;NA;"1989-2003"
"AM";"25.2";0;NA;"1989-2003"
"AM";"25.3";0;NA;"1989-2003"
"AM";"25.4";0;NA;"1989-2003"
"AM";"25.5";0;NA;"1989-2003"
"AM";"25.6";0;NA;"1989-2003"
"AM";"25.7";4,77426974415418;NA;"1989-2003"
"AM";"25.9";0;NA;"1989-2003"
"AM";"25.94";0;NA;"1989-2003"
"AM";"26.1";0,640949776277555;NA;"1989-2003"
"AM";"26.11";0;NA;"1989-2003"
"AM";"26.2";0,488658856740838;NA;"1989-2003"
"AM";"26.3";0,331628877276503;NA;"1989-2003"
"AM";"26.4";0;NA;"1989-2003"
"AM";"26.5";1,63527261572123;NA;"1989-2003"
"AM";"26.51";2,16243272881672;NA;"1989-2003"
"AM";"26.52";0;NA;"1989-2003"
"AM";"26.6";0;NA;"1989-2003"
"AM";"26.7";0,475358792043509;NA;"1989-2003"
"AM";"26.8";0;NA;"1989-2003"
"AM";"27.1";1,10224449402037;NA;"1989-2003"
"AM";"27.12";0;NA;"1989-2003"
"AM";"27.2";0;NA;"1989-2003"
"AM";"27.3";0;NA;"1989-2003"
"AM";"27.33";0;NA;"1989-2003"
"AM";"27.4";0;NA;"1989-2003"
"AM";"27.5";0,40545093489632;NA;"1989-2003"
"AM";"27.9";0;NA;"1989-2003"
"AM";"28.1";0,599617993246527;NA;"1989-2003"
"AM";"28.11";0;NA;"1989-2003"
"AM";"28.14";0;NA;"1989-2003"
"AM";"28.21";0;NA;"1989-2003"
"AM";"28.22";0;NA;"1989-2003"
"AM";"28.23";0;NA;"1989-2003"
"AM";"28.25";1,16590912834013;NA;"1989-2003"
"AM";"28.29";0,345061517173394;NA;"1989-2003"
"AM";"28.3";0;NA;"1989-2003"
"AM";"28.4";2,06083418095987;NA;"1989-2003"
"AM";"28.9";0,589261608208319;NA;"1989-2003"
"AM";"28.92";4,55272051881635;NA;"1989-2003"
"AM";"28.94";0;NA;"1989-2003"
"AM";"28.95";0;NA;"1989-2003"
"AM";"28.99";0;NA;"1989-2003"
"AM";"29.1";0,204045812387257;NA;"1989-2003"
"AM";"29.3";0;NA;"1989-2003"
"AM";"30";0;NA;"1989-2003"
"AM";"31";1,45593617448361;NA;"1989-2003"
"AM";"32";1,41144153116268;NA;"1989-2003"
"AM";"32.5";3,71005343025373;NA;"1989-2003"
"AM";"32.9";0,422619549093382;NA;"1989-2003"
"AM";"42.2";0;NA;"1989-2003"
"AM";"42.91";0;NA;"1989-2003"
"AM";"43";7,23709115147203;NA;"1989-2003"
"AM";"62";0;NA;"1989-2003"
"AN";"10";0;NA;"1989-2003"
"AN";"10.5";0;NA;"1989-2003"
"AN";"11";0;NA;"1989-2003"
"AN";"12";0;NA;"1989-2003"
"AN";"13";0;NA;"1989-2003"
"AN";"14";12,2918710932074;NA;"1989-2003"
"AN";"15";0;NA;"1989-2003"
"AN";"16";0;NA;"1989-2003"
"AN";"17";4,80967553277067;NA;"1989-2003"
"AN";"18.1";0;NA;"1989-2003"
"AN";"19";0;NA;"1989-2003"
"AN";"20.1";1,03753318401659;NA;"1989-2003"
"AN";"20.2";0;NA;"1989-2003"
"AN";"20.3";0;NA;"1989-2003"
"AN";"20.4";0;NA;"1989-2003"
"AN";"20.42";0;NA;"1989-2003"
"AN";"20.5";3,79034880612972;NA;"1989-2003"
"AN";"20.51";0;NA;"1989-2003"
"AN";"20.6";0;NA;"1989-2003"
"AN";"21";2,3366994722299;NA;"1989-2003"
"AN";"22";0;NA;"1989-2003"
"AN";"22.1";0;NA;"1989-2003"
"AN";"22.2";0;NA;"1989-2003"
"AN";"23";0;NA;"1989-2003"
"AN";"23.1";0;NA;"1989-2003"
"AN";"23.3";0;NA;"1989-2003"
"AN";"23.42";0;NA;"1989-2003"
"AN";"23.5";0;NA;"1989-2003"
"AN";"24";0,862744123067899;NA;"1989-2003"
"AN";"24.46";0;NA;"1989-2003"
"AN";"25.1";0;NA;"1989-2003"
