"";"10";"10.5";"11";"12";"13";"14";"15";"16";"17";"18.1";"19";"20.1";"20.2";"20.3";"20.4";"20.42";"20.5";"20.51";"20.6";"21";"22";"22.1";"22.2";"23";"23.1";"23.3";"23.42";"23.5";"24";"24.46";"25.1";"25.2";"25.3";"25.4";"25.5";"25.6";"25.7";"25.9";"25.94";"26.1";"26.11";"26.2";"26.3";"26.4";"26.5";"26.51";"26.52";"26.6";"26.7";"26.8";"27.1";"27.12";"27.2";"27.3";"27.33";"27.4";"27.5";"27.9";"28.1";"28.11";"28.14";"28.21";"28.22";"28.23";"28.25";"28.29";"28.3";"28.4";"28.9";"28.92";"28.94";"28.95";"28.99";"29.1";"29.3";"30";"31";"32";"32.5";"32.9";"42.2";"42.91";"43";"62";"Step"
"AB";0;0;0;0;0;0;0;0;0;0;0;71,571881166113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NoStep"
"AD";238,04384788903;0;81,964217670935;0;82,2702790817945;0;32,2138635978353;0;0;0;0;141,809436071212;0;0;67,8535730948918;79,9324420275841;0;0;71,3090972886111;352,752623647672;0;0;0;72,9636919204507;0;222,098895064311;0;50,6896360593762;0;0;0;0;0;0;0;0;0;0;0;70,9047180356061;0;268,647637867425;135,707146189784;0;66,234725566075;73,2321792486931;0;0;37,4252406381384;0;0;0;0;0;223,12149432165;0;178,532885916772;82,5478425474192;245,892653012805;0;0;0;0;311,898714724865;0;318,47634233801;154,131308390493;0;85,8956892180463;0;33,9267865474459;0;66,234725566075;292,928716994772;0;176,376311823836;37,4252406381384;106,911945163365;392,279912411934;729,636919204507;0;0;371,869157202749;202,758544237505;"NoStep"
"AE";2741,87366675291;0;215,200859955527;276,721790632192;33,1558430042717;251,186681059838;290,470370690331;30,5384974681664;200,912157687835;151,206102814509;1190,45058442299;8227,20290860064;176,340531383274;189,986448019445;3174,2625224517;791,262053677896;434,927154256247;0;335,047469480874;8786,66263324664;1521,74566684917;0;126,625005697529;1335,30308168842;627,374102855882;109,794307629095;213,601844038695;322,178489820771;5940,72627796463;0;43,0401719911055;461,202984386987;0;602,84803454361;48,4117284483885;30,5384974681664;401,824315375671;100,804068543006;0;2550,79216816876;122,081906342267;30492,824907121;23662,6842582763;678,224617438197;6475,5820744819;3139,87431484374;469,066457273223;976,295848138516;672,399248142658;0;2215,93759970676;1971,16169201623;564,636692570294;548,971538145473;747,606454135434;161,089244910386;5026,768389047;3387,03288599517;3228,01289933291;1014,64656565137;99,4675290128151;100,474672423935;193,646913793554;4000,5431683298;954,332749017218;2696,50883352541;1007,30434066561;1005,94620716514;2441,63812684533;284,979672029168;649,280970501483;0;434,927154256247;2201,98977924106;0;3304,38594754575;495,452077578801;4901,49234115846;8230,6253703394;3370,05063473743;376,424461713529;494,074384330926;2136,01844038695;4607,15240443703;"NoStep"
"AF";100;0;50,5881491778542;0;0;0;0;0;0;0;54,6499182729871;20,5304144293222;0;0;0;0;0;0;0;84,2788816643459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46,3042691947045;0;0;0;70,3467362426362;71,571881166113;0;0;0;0;0;22,825355260763;0;0;41,7309688150743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,02926016490214;0;0;0;0;0;"NoStep"
"AG";74,0329650214371;0;0;0;0;0;0;0;0;0;0;0;79,6190855845025;0;0;0;0;0;0;198,704176698225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;462,39392517148;0;0;67,1619094668564;67,8535730948918;0;132,46945113215;146,464358497386;0;0;0;0;0;145,927383840901;0;74,0329650214371;0;0;0;0;0;0;0;0;0;0;0;0;77,0656541952467;0;0;0;0;0;0;0;142,618194577222;176,376311823836;37,4252406381384;0;0;0;145,818607561478;"NoStep"
"AI";0;0;0;0;66,4124095293171;0;92,2405968773973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;284,979672029168;0;0;48,3252393618052;0;0;0;0;0;0;127,171722065563;62,7374102855882;0;0;32,2178489820771;0;0;0;0;0;0;0;0;0;0;0;35,926650255898;0;0;72,1423300557204;0;0;40,7775885044641;67,0094938961748;0;0;0;0;0;0;"NoStep"
"AL";0;0;0;0;0;0;0;0;0;0;0;144,885274390685;0;0;0;0;0;0;0;231,735262234055;42,668268981227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54,6499182729871;41,0608288586444;0;0;0;0;0;0;0;0;0;0;0;0;0;97,8767000204619;65,3980922707755;255,174294377795;0;0;0;0;87,8264093381934;50,2288425505564;77,7631097911589;182,137636794811;0;0;0;0;0;0;429,431286996678;0;46,3470524468109;0;82,2453631431757;0;22,825355260763;84,5812606539014;0;83,4619376301486;23,5446513637912;"NoStep"
"AM";2824,41536936592;0;1020,73025293034;74,0329650214371;0;0;0;0;0;0;82,2702790817945;1299,22915435222;0;0;0;79,6190855845025;77,0656541952467;70,9047180356061;0;3290,93356387596;0;0;0;146,464358497386;71,3090972886111;0;0;374,191808071776;784,559824823868;0;0;0;0;101,379272118752;59,5109619722574;0;204,910544177337;0;0;3118,14997044532;257,710908782682;12787,8473037195;0;39,8095427922513;1233,05046712395;212,714154106818;0;1477,56200827084;271,414292379567;0;66,234725566075;146,464358497386;71,3090972886111;0;74,8504812762768;53,4559725816823;470,735894894321;291,854767681803;583,27443024591;74,0329650214371;0;0;59,5109619722574;495,287055284515;40,9821088354675;494,430069746961;329,081116327178;259,845830870443;418,780226771858;0;0;0;0;141,809436071212;0;0;0;79,9324420275841;1192,22506018935;1318,17922647647;71,3090972886111;0;187,126203190692;267,279862908411;"NoStep"
"AN";0;0;0;0;0;0;0;0;0;0;132,623372017087;301,424017271805;0;0;0;0;45,7865609393458;0;0;474,966120048614;72,1423300557204;0;0;0;0;0;0;0;63,3125028487646;0;0;0;53,4004610096738;0;0;0;0;46,1202984386987;0;351,661353483773;0;0;602,736473063506;126,005085678758;137,359682818037;107,779950767694;0;94,9932240097227;144,284660111441;0;0;0;0;0;0;0;569,812525638882;63,5858610327817;0;274,485769072737;0;0;0;132,824819058634;0;230,601492193493;0;50,2373362119675;145,235185345165;0;50,2280394219589;0;0;71,853300511796;0;94,9932240097227;72,1423300557204;0;144,975718085416;366,998296540177;0;0;0;0;"NoStep"
