"";"Jaccard";"Association";"Cosine";"Jaccard_top4";"Association_top4";"Cosine_top4";"Jaccard_Top7";"Association_Top7";"Cosine_Top7";"Jaccard_Top8";"Association_Top8";"Cosine_Top8";"Jaccard_Top3";"Association_Top3";"Cosine_Top3";"Period"
"US";0,00330365990882767;1,41107499237218;0,008183619007279;0,149101700690665;0,969002152527251;0,237534310719691;0,0551808240300449;1,82188222706363;0,108510115277115;0,0580458612819028;1,06195598917121;0,112305970892324;0,222222222222222;0,894458238738032;0,306347111009159;"2nd"
"CN";0,00336419513338661;1,30744081542027;0,00820083179688416;0,141172360250804;0,946438783562792;0,229410268971068;0,0516175380776341;0,613395787450904;0,0908213588347176;0,0564285729093859;0,971586791010978;0,109982361335918;0;0;0;"2nd"
"KR";0,00308403298287135;2,49171021326055;0,00753451196102667;0,148313187522417;0,957144490789566;0,235258581926361;0,0639852279913813;3,79119038486284;0,113302510330939;0,0555629268996481;0,980702600965731;0,106098882059709;0;0;0;"2nd"
"JP";0,00335569171620011;1,34131924733637;0,00821256184723249;0,152305007871972;0,979227464739072;0,243294386748671;0,0528076381441329;1,14691243575469;0,110161308876269;0,0556845619237196;1,03568743477189;0,108394264073131;0,222222222222222;0,888888888888889;0,308467874662253;"2nd"
"AI";0,00220246070950316;1,64786694124299;0,00629095251226277;0,137587584454013;0,907226685317375;0,234352111403637;0,0509656714753678;0,747755257493528;0,0981621158967052;0,0454357060496001;2,72845217970348;0,0909373602043099;0,222222222222222;0,888888888888889;0,308073827212828;"2nd"
