"";"Jaccard";"Association";"Cosine";"Jaccard_top4";"Association_top4";"Cosine_top4";"Jaccard_Top7";"Association_Top7";"Cosine_Top7";"Jaccard_Top8";"Association_Top8";"Cosine_Top8";"Jaccard_Top3";"Association_Top3";"Cosine_Top3";"Period"
"US";0,00326882523948283;1,46649772787336;0,00813323136039084;0,14507559997684;0,965269485123448;0,233476837029654;0,0547669014906983;1,19947157359441;0,110811207146146;0,0715380236361824;0,978832383686922;0,134111001007405;0,222222222222222;0,888888888888889;0,257735017482282;"3rd"
"CN";0,00355464088133559;1,27248649603672;0,00842433130319777;0,178210984667103;0,993644966406416;0,246486950699099;0,0473961697672269;1,23876056240257;0,090940399731325;0,07645859706757;1,01028675855595;0,13738640515624;0,222222222222222;0,888888888888889;0,256774692934574;"3rd"
"KR";0,00341265318993782;1,66133088216676;0,0082110191752482;0,160515962581208;1,00490435444291;0,24417158448153;0,0581253505456943;1,42780563088277;0,112695768275917;0,0690955554905012;0,95016765201271;0,130089471034335;0,222222222222222;0,888888888888889;0,247139935743899;"3rd"
"JP";0,00338125439312886;1,55061867251324;0,0081746368952919;0,151721338160633;0,989692191805071;0,242548671684037;0,0540113151616711;1,50828847625151;0,1119884303047;0,0676465611705872;0,932148796691082;0,126660509334746;0,222222222222222;0,888888888888889;0,280143017522291;"3rd"
"AI";0,0015713672199261;3,93853829712707;0,00473712230670984;0,134792774580885;0,937117976285816;0,215888435950473;0,0426415219745594;0,468986955895949;0,0770961410225641;0,0530855396723947;0,649154831497697;0,104051929546673;0,222222222222222;0,444444444444444;0,222222222222222;"3rd"
