"country_code";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"info"
"BZ";0;0;0;1;0;4;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;4;1;0;2;0;0;0;0;4;1;"general"
"CA";4254;3535;4941;8563;1181;14607;3067;834;1846;3547;489;2200;3854;1107;1572;2164;651;924;1571;721;1136;109;1876;1304;2835;2009;2514;652;3881;1432;2381;4379;4483;2746;6971;"general"
"CG";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;"general"
"CH";3286;1373;566;1088;430;2632;580;734;809;5980;371;961;3988;984;715;1402;479;566;799;627;690;122;1256;511;2593;1851;1398;1117;1353;828;1465;1543;1845;1746;2273;"general"
"CL";69;24;16;13;3;84;25;6;7;104;28;56;98;46;127;182;23;106;137;137;111;19;142;80;129;54;85;11;149;63;57;82;64;34;197;"general"
"CM";0;0;4;0;0;1;2;0;0;0;0;0;0;1;1;7;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;0;2;0;"general"
"CN";462475;147830;126769;317554;26981;468327;93536;106690;97104;432587;32358;176940;171985;154143;124797;299257;141972;298683;297220;278027;118721;14836;249460;187834;215001;334176;107095;126811;334645;150376;161217;190446;155267;137172;294156;"general"
"CO";20;11;2;6;2;18;10;3;2;20;5;11;112;8;19;39;9;37;37;17;14;1;22;12;21;9;17;10;42;10;14;32;33;18;50;"general"
"CR";4;3;6;32;4;32;11;0;2;5;1;4;22;2;2;2;0;5;8;1;2;0;1;6;5;4;3;0;10;4;14;9;4;1;5;"general"
"CS";2;0;0;1;1;7;2;0;0;0;0;1;0;2;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"general"
"CU";1;0;0;1;0;1;0;0;0;2;0;2;4;2;3;9;0;0;1;0;0;0;1;1;1;0;0;0;1;1;1;1;0;1;3;"general"
"CY";8;3;6;15;1;19;7;3;3;7;0;8;12;4;6;24;4;3;3;2;3;0;7;7;9;1;10;4;11;5;4;6;15;4;26;"general"
"CZ";680;139;125;245;61;687;121;58;115;825;98;311;478;477;273;397;125;203;309;380;154;121;298;308;319;358;529;309;499;387;414;849;207;192;756;"general"
"DD";4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;1;1;1;2;0;1;1;0;0;0;"general"
"DE";53358;11682;9148;13564;4319;23751;3789;14712;10928;40453;2744;13573;24441;10083;5782;6499;5306;2390;9785;9661;9363;1470;13816;10489;22488;25912;41037;12001;22406;13044;49205;81780;13255;13710;24709;"general"
"DK";908;938;453;567;130;689;141;75;157;679;135;248;1105;262;628;679;55;344;240;162;134;16;480;264;641;253;1646;168;795;505;602;451;483;242;1171;"general"
"DO";6;1;1;1;0;4;2;0;0;1;0;1;7;1;1;3;0;2;0;0;1;0;0;0;3;0;1;0;0;0;0;6;9;5;2;"general"
"DZ";5;1;1;0;0;3;1;0;0;3;0;0;7;0;0;2;0;2;1;0;0;0;1;3;0;0;1;0;0;0;0;0;1;0;1;"general"
"EC";5;0;0;2;0;2;0;1;0;2;1;1;5;0;1;4;0;9;3;1;1;0;1;1;4;1;2;0;1;0;4;2;4;3;11;"general"
"EE";25;22;26;76;4;90;31;3;11;52;15;32;35;12;35;16;6;12;26;21;15;4;32;22;25;16;18;5;38;16;9;30;24;11;50;"general"
"EG";13;8;19;38;17;143;18;4;9;30;3;15;42;7;8;23;4;4;8;5;6;4;9;4;5;2;5;3;7;4;4;8;2;2;19;"general"
"ES";2201;583;741;1213;184;1681;435;264;423;1749;486;1164;2107;1214;1387;2010;334;1191;936;867;497;128;1049;931;2142;918;1517;871;2356;1535;1147;2901;1593;1353;3561;"general"
"ET";0;0;1;3;0;3;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;"general"
"FI";1563;1399;2166;5114;335;3828;558;315;418;1361;126;576;1157;216;421;205;395;217;507;482;539;71;887;602;1855;756;739;1502;1090;781;736;1034;656;373;1922;"general"
"FL";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;"general"
"FO";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;2;0;7;0;0;3;1;2;0;"general"
"FR";13408;5181;5000;8482;1706;12571;1996;4485;3431;10793;1448;3701;8366;8530;2770;4828;1886;1667;2982;3088;2452;550;4586;3992;7392;4339;10774;1605;8184;4192;10545;27718;6087;6542;11819;"general"
"GA";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;1;"general"
"GB";5631;3555;3405;7193;1408;12963;2479;1477;1670;5502;630;2659;5517;1476;1273;1973;361;650;1760;707;993;127;1967;1504;3565;1884;4085;815;3406;1707;3801;6176;5748;4169;7814;"general"
"GD";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;"general"
"GE";3;1;1;4;0;6;2;5;1;1;0;1;4;0;2;4;0;2;1;4;1;0;1;1;1;2;2;0;3;0;0;0;1;2;2;"general"
"GH";0;1;0;2;0;1;2;0;0;0;0;1;0;1;0;3;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;"general"
"GI";2;0;0;0;0;4;8;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;2;0;0;0;10;3;0;"general"
"GL";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"general"
"GR";286;133;152;171;55;246;93;56;39;191;48;210;351;119;105;388;28;392;135;78;71;7;137;197;284;233;416;45;560;358;161;374;401;329;781;"general"
"GT";0;1;1;0;0;1;2;0;0;0;0;0;6;0;1;1;1;1;2;0;0;0;0;0;2;0;4;0;3;0;4;1;2;2;0;"general"
"HK";983;436;221;277;91;489;114;246;218;234;33;171;241;98;92;195;27;26;113;57;117;10;124;48;184;162;89;77;189;59;95;188;549;398;198;"general"
"HN";0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;2;0;3;0;"general"
"HR";150;34;34;39;4;62;39;11;19;69;12;76;123;54;15;106;2;79;29;25;10;0;40;57;83;69;130;16;167;70;78;193;188;121;236;"general"
"HU";496;129;103;455;25;328;97;30;99;274;39;165;420;323;150;429;54;245;209;120;53;9;163;203;196;158;342;43;351;187;250;521;246;129;498;"general"
"ID";7;11;11;13;1;26;13;19;3;7;1;4;8;5;7;6;5;9;12;4;6;1;4;6;12;3;3;12;7;1;0;6;11;18;18;"general"
"IE";291;274;405;818;256;1448;441;166;102;326;60;236;995;73;138;236;44;75;83;44;89;17;115;77;162;95;120;94;234;156;94;226;184;101;300;"general"
"IL";939;1273;2022;4081;659;11072;1166;456;870;1571;187;768;3923;441;563;1143;97;169;277;104;209;37;287;246;438;429;235;358;782;223;279;539;546;439;413;"general"
"IM";1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;"general"
"IN";1586;1263;1644;5985;1097;14595;2719;348;210;1392;154;1203;1116;3208;750;3034;400;286;865;468;283;60;599;379;365;361;1473;241;400;404;584;1224;336;345;497;"general"
"IQ";2;0;0;2;0;1;0;0;0;0;0;0;6;2;1;0;1;0;0;0;1;0;1;0;0;0;3;0;1;3;2;1;0;3;0;"general"
"IR";53;9;10;11;6;39;17;11;10;43;16;28;95;24;32;67;19;11;41;36;17;12;49;25;15;26;45;11;29;18;20;36;20;22;44;"general"
"IS";13;9;5;11;4;33;11;1;1;13;3;8;144;6;26;30;1;6;5;3;1;0;12;3;15;2;8;9;44;3;3;6;7;10;10;"general"
"IT";2746;579;891;1346;463;2361;657;812;579;1853;247;1012;2787;866;644;1717;521;726;680;584;580;56;1209;740;3497;1743;2326;1117;2468;1409;2129;3195;2365;2855;3094;"general"
"JE";2;2;0;1;0;4;0;6;5;1;0;1;1;0;0;0;0;0;0;0;2;0;0;0;1;2;0;1;0;1;1;2;0;1;0;"general"
"JM";4;1;2;2;0;6;2;0;0;0;0;2;2;4;1;9;0;2;2;2;0;0;1;1;1;0;2;1;3;1;1;2;2;3;2;"general"
"JO";4;4;10;14;0;17;3;3;3;6;13;1;18;4;7;33;1;4;4;1;3;0;5;5;2;4;12;1;4;3;2;10;3;3;4;"general"
"JP";327013;223728;118528;71230;32937;231409;49861;195160;261058;163620;8813;72439;100132;36127;20897;20590;58223;29052;57315;65931;71083;4195;51482;50632;123642;81341;112064;115874;100755;73559;114411;184696;191246;67689;122837;"general"
"KE";4;3;3;10;0;15;20;1;2;4;2;11;2;1;2;8;0;0;6;0;2;0;1;0;14;1;4;2;5;0;0;5;3;1;2;"general"
"KG";3;0;0;0;0;1;0;1;1;8;0;0;1;0;0;2;0;0;0;1;0;0;0;4;0;0;1;0;2;2;0;3;0;0;2;"general"
"KH";0;0;0;1;0;1;0;0;1;0;0;6;0;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;"general"
"KP";1;3;1;1;0;8;1;4;3;2;0;1;2;0;0;0;0;0;1;1;1;0;1;0;0;1;2;0;1;0;1;5;0;0;0;"general"
"KR";130661;86565;66786;69089;9114;111148;57257;120920;65135;54438;6151;25776;44075;20700;19556;22496;15254;35947;26243;32076;21707;4249;35074;32388;36541;39126;32268;18497;52385;39188;35672;89521;50037;51895;88970;"general"
"KW";22;15;13;11;1;27;11;1;3;32;5;39;78;1;4;21;1;3;6;7;2;0;25;21;16;12;19;4;22;16;12;42;44;31;38;"general"
"KY";38;24;14;308;7;485;76;24;0;10;0;9;3;0;0;8;0;0;2;1;1;0;1;0;2;1;1;0;2;1;0;0;5;4;5;"general"
"KZ";45;2;2;3;1;11;2;3;1;20;5;5;39;1;1;15;3;10;11;66;6;2;12;6;7;8;34;0;14;9;9;14;11;5;25;"general"
"LA";0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;"general"
"LB";6;5;14;18;2;19;11;1;1;6;3;5;14;2;2;8;2;1;2;1;1;0;3;5;4;1;6;1;4;3;3;3;7;26;7;"general"
"LI";20;2;1;5;0;2;1;6;8;28;1;4;49;3;3;30;5;3;5;12;14;0;11;4;18;65;17;2;18;12;57;76;17;12;18;"general"
"LK";9;6;5;6;1;20;13;1;2;5;0;1;12;2;3;9;6;5;8;4;6;2;3;3;3;0;6;7;9;4;3;10;5;16;4;"general"
"LR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;"general"
"LT";52;20;12;11;10;17;20;28;66;75;9;26;107;31;42;26;18;85;38;35;40;1;38;49;41;25;50;9;49;78;25;34;39;31;103;"general"
"LU";76;23;13;40;8;52;34;18;6;59;5;20;63;14;13;26;50;9;19;88;42;2;23;20;34;22;95;10;76;78;56;218;34;40;76;"general"
"LV";107;20;18;15;16;39;14;21;31;110;41;27;101;108;62;116;14;80;60;75;39;6;69;44;28;28;88;15;92;69;19;90;57;36;100;"general"
"LY";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;2;0;0;0;"general"
"MA";6;2;2;5;2;8;5;2;2;3;1;1;5;9;6;15;1;2;6;5;2;0;5;3;2;1;3;0;5;2;2;5;4;2;8;"general"
"MC";7;6;1;10;0;15;16;2;0;14;1;6;19;41;2;26;1;10;5;1;1;0;5;4;14;4;8;1;5;2;6;34;6;9;19;"general"
"MD";3;3;0;3;0;4;2;5;1;1;1;4;2;0;0;1;0;2;4;8;2;1;2;1;1;2;7;0;3;3;1;5;0;1;6;"general"
"ME";3;0;0;2;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;2;0;1;2;0;2;0;0;2;"general"
"MG";1;0;0;0;0;0;0;0;0;1;0;0;2;0;0;2;0;1;0;1;0;0;0;0;1;0;5;0;1;0;0;1;0;0;2;"general"
"MK";2;2;3;3;1;3;0;0;0;2;0;1;4;0;1;2;0;0;0;0;0;0;0;0;1;1;1;0;0;1;2;4;3;2;7;"general"
"ML";1;1;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"general"
"MN";3;2;3;2;0;3;1;0;0;2;0;2;4;2;4;6;0;1;3;1;1;0;3;1;1;0;0;2;2;3;0;1;0;2;1;"general"
"MO";5;3;2;10;1;18;2;2;6;6;2;7;1;3;3;19;0;2;2;1;1;0;0;0;1;1;0;0;3;0;2;2;4;2;7;"general"
"MT";20;2;1;8;0;10;10;6;3;10;0;6;5;6;1;3;1;1;2;2;3;3;7;2;7;6;2;3;7;6;4;9;11;17;13;"general"
"MU";4;0;0;1;0;1;2;0;0;0;0;0;3;0;0;0;0;0;1;1;0;0;0;0;2;0;5;1;3;0;0;2;0;3;8;"general"
"MX";658;184;143;121;56;454;179;79;129;566;100;357;758;295;432;983;257;707;752;494;244;58;404;390;473;261;315;144;677;430;363;702;473;374;977;"general"
"MY";248;210;100;112;144;484;23;790;38;210;4;43;81;18;25;40;18;50;48;13;45;11;30;9;40;110;19;20;79;15;25;37;44;46;67;"general"
"NC";1;0;0;1;0;1;1;0;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"general"
"NE";1;1;1;2;0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;"general"
"NG";8;1;1;4;0;6;10;0;1;2;0;5;9;1;1;4;0;0;1;1;0;0;1;2;1;0;3;0;0;0;1;2;4;6;4;"general"
"NI";0;0;2;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"general"
"NL";2387;1326;908;1445;456;2137;475;939;2048;2269;350;758;2931;633;1140;857;632;1219;844;398;564;61;1258;886;2623;737;924;539;3535;1047;1427;2449;1727;1045;3674;"general"
"NO";562;296;165;314;104;818;100;91;85;1157;64;286;423;113;120;203;63;105;173;186;115;12;405;257;451;190;547;29;636;189;746;916;513;209;2375;"general"
"NP";1;1;2;1;0;4;1;2;2;3;2;1;2;2;8;7;0;3;1;3;1;5;1;1;0;0;0;3;1;0;0;2;0;0;0;"general"
"NY";0;0;0;0;0;2;2;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;"general"
"NZ";248;101;92;137;20;394;173;18;48;271;73;118;596;171;327;548;29;171;190;43;49;6;145;75;286;162;108;45;471;79;247;361;300;175;649;"general"
"OA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"general"
"OM";2;0;0;1;0;0;0;0;0;2;0;2;2;1;0;3;0;1;1;0;0;0;0;1;5;0;2;0;0;0;0;1;3;0;16;"general"
"PA";10;4;7;7;0;14;8;1;5;6;1;14;16;0;2;3;0;2;9;1;1;0;9;3;11;10;8;1;24;12;3;17;31;29;13;"general"
"PE";3;0;0;1;0;4;2;0;0;2;1;2;9;2;1;5;2;2;3;5;5;0;2;0;4;1;2;4;3;0;0;6;9;7;2;"general"
"PH";99;41;13;24;5;99;40;168;13;22;1;28;19;7;12;7;3;9;6;5;10;2;10;9;34;19;11;10;10;5;7;12;9;8;6;"general"
"PK";18;14;19;41;3;52;15;7;2;17;3;7;21;21;10;34;3;6;15;11;8;2;13;7;1;0;3;14;6;3;4;3;13;5;5;"general"
"PL";2302;547;426;544;203;1034;253;233;358;2816;488;665;1623;2465;989;1229;1105;1028;2157;1716;815;174;1605;1475;1476;1790;1543;585;2328;1609;1543;2145;1143;774;4074;"general"
"PR";1;0;0;2;0;2;1;0;0;0;1;0;4;1;3;1;0;0;2;0;0;0;1;0;0;1;1;2;0;2;0;1;2;0;0;"general"
"PT";135;58;106;205;37;163;82;33;57;186;43;117;232;112;117;152;51;86;114;92;58;13;124;88;151;83;151;64;174;167;85;222;210;117;311;"general"
"QA";5;5;4;20;2;60;7;4;0;11;0;8;15;3;2;2;4;0;9;6;1;0;11;14;0;0;3;0;3;3;2;1;6;4;21;"general"
"RO";774;130;111;168;67;460;91;97;107;871;97;267;518;202;130;550;143;254;449;403;239;45;300;251;183;406;778;117;490;283;391;586;260;141;539;"general"
"RS";131;41;27;34;11;123;17;7;6;67;3;38;100;30;14;55;10;76;36;26;15;1;54;31;57;33;147;4;116;53;45;79;78;46;129;"general"
"RU";11924;2363;4438;1781;2872;6755;1005;2574;2715;25341;6857;5536;26593;5240;5205;12760;2768;43439;9840;19609;5145;2062;12136;7665;4022;11111;15895;1726;19917;6047;10908;14964;3388;5923;23030;"general"
"SA";95;25;72;138;48;362;47;65;27;367;57;96;173;173;43;132;92;8;301;139;67;20;265;139;26;25;72;10;60;90;49;57;22;31;345;"general"
"SB";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"general"
"SC";1;0;1;0;0;1;1;0;0;0;0;1;4;0;0;3;0;0;0;0;0;0;2;1;0;0;1;2;0;0;1;3;1;1;0;"general"
"SE";2078;1442;2832;6924;554;3101;492;298;434;1864;282;1098;2746;405;396;748;217;126;301;510;461;51;1042;903;1499;1528;1682;649;1368;878;1899;3984;1533;700;2268;"general"
"SG";513;811;254;264;253;1030;198;2263;194;387;39;211;200;85;106;97;47;22;75;40;112;26;97;34;101;108;78;164;88;29;48;78;73;58;205;"general"
"SI";398;67;69;50;28;124;45;26;44;215;11;116;204;119;74;161;22;63;65;87;42;28;104;99;192;147;117;38;198;164;170;296;518;230;389;"general"
"SK";167;40;40;44;13;90;52;27;18;130;11;69;56;92;47;78;43;45;79;84;42;7;51;86;100;106;164;28;125;91;201;258;101;34;166;"general"
"SL";8;1;0;0;0;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;9;1;4;"general"
"SM";2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;5;2;1;1;2;2;0;0;4;2;10;"general"
"SN";1;1;0;0;0;1;0;0;0;0;1;1;1;2;0;1;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;"general"
"SR";0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"general"
"SV";1;0;1;0;0;0;1;0;0;0;0;1;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;"general"
"SY";2;0;1;1;0;2;0;0;0;0;1;1;4;0;1;4;0;1;2;0;0;0;1;0;0;1;2;0;0;0;1;1;1;1;0;"general"
"TC";1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;"general"
"TH";58;96;16;21;4;83;17;71;31;35;2;13;54;24;16;25;30;24;16;14;23;1;32;22;36;30;21;17;46;20;21;81;48;60;32;"general"
"TJ";0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;"general"
"TN";6;2;6;7;2;13;4;2;0;4;3;3;4;2;12;11;1;2;1;0;1;0;1;2;3;0;0;3;2;3;1;3;0;4;4;"general"
"TR";734;407;304;467;62;604;375;66;108;449;45;388;848;170;109;927;96;557;328;312;186;17;324;144;551;510;623;392;769;833;642;1190;997;1316;1004;"general"
"TT";0;0;0;0;0;5;1;2;0;3;0;0;15;1;0;2;3;0;3;1;0;0;1;0;1;3;1;0;2;0;1;3;2;2;5;"general"
"TW";14729;9490;4064;3681;2348;14277;460;20454;5711;3541;296;2114;3140;641;768;1220;398;205;573;554;2329;294;1568;518;2386;5590;1748;1053;2430;1525;3923;3804;6113;3111;2913;"general"
"TX";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"general"
"TZ";0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;"general"
"UA";134;66;30;70;27;298;25;16;36;135;13;47;231;44;23;108;14;21;63;168;55;5;121;71;99;117;197;10;176;54;141;240;24;42;184;"general"
"UK";2;2;0;5;0;6;2;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;"general"
"US";80165;66413;63321;108334;22840;287101;66966;57856;34038;71564;10269;43400;129255;26514;33000;44862;12014;12854;22609;11484;26510;2417;29198;16701;39880;32571;38832;14213;48525;15509;36287;61412;63864;41428;53489;"general"
"UY";3;3;1;2;2;8;3;0;0;3;2;1;29;3;3;6;0;1;1;1;1;0;5;6;3;0;4;4;9;4;1;4;9;6;9;"general"
"UZ";3;1;1;7;1;8;2;4;2;1;2;1;10;3;2;7;1;3;6;13;2;0;4;4;0;1;6;3;6;1;3;2;0;2;5;"general"
"VE";10;2;0;4;0;6;12;1;0;11;2;6;26;5;2;18;4;2;47;12;2;0;17;6;8;3;19;1;3;2;9;3;12;3;38;"general"
"VG";17;8;3;32;1;57;60;10;10;12;0;2;5;8;7;5;0;1;7;2;3;0;3;0;3;5;4;0;8;18;1;3;13;7;17;"general"
"VN";37;19;25;41;10;60;10;16;10;24;6;7;15;10;20;26;10;9;12;18;8;9;22;7;5;6;18;13;15;2;8;11;12;5;8;"general"
"WS";5;0;4;2;0;2;2;0;1;0;0;0;2;0;0;0;0;0;0;0;2;0;2;1;1;1;0;9;1;3;0;3;9;3;0;"general"
"YE";1;0;0;0;0;2;0;0;0;1;0;0;1;2;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;"general"
"YU";2;0;1;0;0;9;0;0;0;3;0;0;5;0;0;2;0;0;1;0;0;0;0;0;0;0;4;0;0;4;0;0;0;1;2;"general"
"ZA";392;186;175;182;18;462;228;13;33;178;11;289;532;212;198;229;47;134;239;176;88;4;272;153;600;196;169;90;406;227;376;505;668;334;1211;"general"
"ZM";1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"general"
"ZW";1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;3;0;0;0;1;0;2;0;0;0;0;2;2;"general"
