"name";"sector";"field_name";"dgr";"RCA";"n_neighbors";"weighted_degree";"triangles";"centrality_authority";"centrality_betweenness";"centrality_closeness";"centrality_eigen";"centrality_hub";"centrality_subgraph";"centrality_degree";"centrality_closeness_harmonic";"centrality_closeness_residual";"centrality_betweenness_network";"Country";"Period"
"10";"Instruments";"Measurement";0,911855932738176;1;9;1,03846153846154;25;0,858298684775158;3,43333333333333;0,0476190476190476;0,858298684775158;0,858298684775158;379,308349977503;9;255,859716045695;15,3068263994264;90;"JP";"2nd"
"12";"Instruments";"Control";0,708290218704312;1;7;0,844827586206896;13;0,632490897169085;4,10833333333333;0,0434782608695652;0,632490897169085;0,632490897169085;208,365251832298;7;214,710593906915;15,21609382295;82;"JP";"2nd"
"17";"Chemistry";"Macromolecular chemistry, polymers";0,819515870744441;1;6;0,705882352941177;11;0,533895365241089;1,36666666666667;0,04;0,533895365241089;0,533895365241089;150,827600376704;6;235,821584825126;15,2720258079173;74;"JP";"2nd"
"2";"Electrical engineering";"Audio-visual technology";0,900540792337974;1;10;1,14942528735632;30;0,951379396961874;3,79166666666667;0,05;0,951379396961876;0,951379396961874;464,638291561647;10;222,057153291429;15,1897965826415;92;"JP";"2nd"
"20";"Chemistry";"Materials, metallurgy";0,822063644870517;1;5;0,675675675675676;7;0,385409340011483;1,95;0,0384615384615385;0,385409340011483;0,385409340011483;81,2859904287843;5;193,140761465098;15,0863124534124;76;"JP";"2nd"
"21";"Chemistry";"Surface technology, coating";0,790197913922247;1;8;1;17;0,683807529765269;4,41666666666667;0,0434782608695652;0,68380752976527;0,683807529765269;244,169399041555;8;223,094277548042;15,2339383637055;104;"JP";"2nd"
"25";"Mechanical engineering";"Handling";0,600757933378444;1;5;0,609756097560976;5;0,447326845126166;1,23333333333333;0,0384615384615385;0,447326845126166;0,447326845126166;104,965514547924;5;227,277567187491;15,2009817727235;66;"JP";"2nd"
"28";"Mechanical engineering";"Textile and paper machines";0,631293660296679;1;7;0,844827586206896;12;0,631978346466152;2,68333333333333;0,0416666666666667;0,631978346466152;0,631978346466152;207,114700272556;7;222,225654831129;15,2399592479742;82;"JP";"2nd"
"3";"Electrical engineering";"Telecommunications";0,782200686442446;1;9;1,09459459459459;23;0,8198801480035;5,4;0,0476190476190476;0,819880148003501;0,8198801480035;347,345526336816;9;243,780506110972;15,2886161873926;98;"JP";"2nd"
"30";"Mechanical engineering";"Thermal processes and apparatus";0,508365159125903;1;2;0,235294117647059;1;0,166312218038619;0;0,032258064516129;0,166312218038619;0,166312218038619;16,5139461473305;2;159,448800423374;14,9886395683236;26;"JP";"2nd"
"5";"Electrical engineering";"Basic communication processes";0,375745962273333;1;6;0,610169491525424;14;0,643988403522011;0,166666666666667;0,0416666666666667;0,643988403522011;0,643988403522011;214,676579361763;6;241,812400235698;15,2943356869176;40;"JP";"2nd"
"6";"Electrical engineering";"Computer technology";1;1;10;1,21951219512195;28;0,90846489272033;7,475;0,05;0,908464892720331;0,90846489272033;425,027955910439;10;243,43060298456;15,3010050640244;106;"JP";"2nd"
"7";"Electrical engineering";"IT methods for management";0,56611153069172;1;3;0,346153846153846;3;0,283407834721975;0;0,032258064516129;0,283407834721975;0,283407834721975;44,2000619999385;3;171,731485045345;15,0020251798082;36;"JP";"2nd"
"8";"Electrical engineering";"Semiconductors";0,804458877711261;1;9;1,06578947368421;23;0,8265108824389;4,725;0,0476190476190476;0,826510882438901;0,8265108824389;352,299352414212;9;222,366358784407;15,1920858761978;96;"JP";"2nd"
"9";"Instruments";"Optics";0,839329872543788;1;10;1,17647058823529;28;0,919733989105911;4,85833333333333;0,05;0,919733989105912;0,919733989105911;434,817859027891;10;215,428221199209;15,2283235270464;102;"JP";"2nd"
"18";"Chemistry";"Food chemistry";0,491254405676304;1;0;NA;0;3,81252025547071e-17;0;0,00549450549450549;0;3,81252025547071e-17;1;0;0;1;0;"KR";"2nd"
"2";"Electrical engineering";"Audio-visual technology";0,900540792337974;1;6;1,2;9;0,910860349349309;7,8;0,0294117647058824;0,910860349349309;0,910860349349309;25,379529019247;6;152,99616899029;12,2242512436494;36;"KR";"2nd"
"20";"Chemistry";"Materials, metallurgy";0,822063644870517;1;4;1,23076923076923;2;0,202197522300795;10,7;0,027027027027027;0,202197522300795;0,202197522300795;5,88225136134375;4;136,904007704781;12,1528482694921;94;"KR";"2nd"
"22";"Chemistry";"Micro-structural and nano-technology";0,345557333422115;1;2;0,444444444444444;1;0,166618914613701;0;0,024390243902439;0,166618914613701;0,166618914613701;3,42308148081972;2;112,170219479347;11,976109974649;32;"KR";"2nd"
"24";"Chemistry";"Environmental technology";0,670437107790336;1;2;0,5;1;0,0694055651488617;0;0,0222222222222222;0,0694055651488615;0,0694055651488617;3,09012337374942;2;87,7006376475758;11,7649181758172;18;"KR";"2nd"
