"name";"sector";"field_name";"dgr";"RCA";"n_neighbors";"weighted_degree";"triangles";"centrality_authority";"centrality_betweenness";"centrality_closeness";"centrality_eigen";"centrality_hub";"centrality_subgraph";"centrality_degree";"centrality_closeness_harmonic";"centrality_closeness_residual";"centrality_betweenness_network";"Country";"Period"
"3";"Electrical engineering";"Telecommunications";0,782200686442446;1;5;0,961538461538461;8;0,826041316174705;0,666666666666667;0,025;0,826041316174705;0,826041316174705;21,3589855436645;5;112,222415827626;11,8964073892273;28;"KR";"2nd"
"30";"Mechanical engineering";"Thermal processes and apparatus";0,508365159125903;1;4;1,6;1;0,143262285022796;15,6333333333333;0,0263157894736842;0,143262285022796;0,143262285022796;4,94030202165982;4;143,812698395292;12,1248295783906;82;"KR";"2nd"
"32";"Mechanical engineering";"Transport";0,687760661798897;1;1;0,25;0;0,0287825085458081;0;0,0204081632653061;0,028782508545808;0,0287825085458081;1,72650378427054;1;115,616383604851;11,915324341769;0;"KR";"2nd"
"34";"Other fields";"Other consumer goods";0,499188367155627;1;3;0,529411764705882;1;0,412689231283343;13,6333333333333;0,0277777777777778;0,412689231283343;0,412689231283343;6,90786721093062;3;173,080304130541;12,273317809058;42;"KR";"2nd"
"4";"Electrical engineering";"Digital communication";0,719342947355325;1;5;0,961538461538461;8;0,826041316174705;0,666666666666667;0,025;0,826041316174705;0,826041316174705;21,3589855436645;5;103,232134933925;11,9632559485819;28;"KR";"2nd"
"5";"Electrical engineering";"Basic communication processes";0,375745962273333;1;5;0,892857142857143;8;0,841818845216612;2,4;0,027027027027027;0,841818845216612;0,841818845216612;21,8343697747067;5;145,801903872131;12,2295990377501;20;"KR";"2nd"
"6";"Electrical engineering";"Computer technology";1;1;7;1,53125;11;1;15,4666666666667;0,0303030303030303;1;1;30,3016809509745;7;158,917650953631;12,2259386028361;50;"KR";"2nd"
"7";"Electrical engineering";"IT methods for management";0,56611153069172;1;3;0,529411764705882;3;0,532824050779587;0;0,0238095238095238;0,532824050779588;0,532824050779587;9,9383054081069;3;100,130316886052;11,7225951837598;14;"KR";"2nd"
"8";"Electrical engineering";"Semiconductors";0,804458877711261;1;5;1,04166666666667;4;0,62713277730068;17,0333333333333;0,0294117647058824;0,627132777300679;0,62713277730068;14,0706983570581;5;169,90016339418;12,2705422347213;114;"KR";"2nd"
"10";"Instruments";"Measurement";0,911855932738176;1;6;1,2;3;0,334005324627309;25,4444444444444;0,0357142857142857;0,334005324627308;0,334005324627309;24,6684447487008;6;285,596417692975;17,1369348030263;176;"CN";"3rd"
"12";"Instruments";"Control";0,708290218704312;1;3;0,642857142857143;2;0,130278799986763;1,5;0,0256410256410256;0,130278799986763;0,130278799986763;7,14369164152412;3;170,9272558787;16,7047753119763;74;"CN";"3rd"
"14";"Chemistry";"Organic fine chemistry";0,913055192352813;1;6;0,818181818181818;10;0,58769433240106;2,0968253968254;0,032258064516129;0,58769433240106;0,58769433240106;64,3833237537512;6;150,347398528486;16,5631939308842;72;"CN";"3rd"
"15";"Chemistry";"Biotechnology";0,73804073496023;1;6;0,972972972972973;7;0,472014944785733;11,9634920634921;0,0344827586206897;0,472014944785732;0,472014944785733;44,3406929447295;6;229,6229787192;17,0259405852632;100;"CN";"3rd"
"16";"Chemistry";"Pharmaceuticals";0,825184952224349;1;5;0,735294117647059;8;0,46338907894294;0,583333333333333;0,0285714285714286;0,46338907894294;0,46338907894294;42,8986422273666;5;221,067781928292;16,9220642315618;66;"CN";"3rd"
"17";"Chemistry";"Macromolecular chemistry, polymers";0,819515870744441;1;7;0,875;14;0,776360998708726;4,13571428571429;0,0344827586206897;0,776360998708725;0,776360998708726;105,127330454827;7;248,252852651385;17,0692981433224;58;"CN";"3rd"
"18";"Chemistry";"Food chemistry";0,491254405676304;1;5;0,714285714285714;7;0,471157210289199;1,39444444444444;0,0303030303030303;0,471157210289199;0,471157210289199;43,1939820768363;5;188,144445076084;16,787004688633;62;"CN";"3rd"
"19";"Chemistry";"Basic materials chemistry ";0,937783415668036;1;10;1,44927536231884;23;0,957215252528077;11,9404761904762;0,0384615384615385;0,957215252528077;0,957215252528077;160,074582108037;10;248,163359424617;17,0581460187427;112;"CN";"3rd"
"20";"Chemistry";"Materials, metallurgy";0,822063644870517;1;9;1,39655172413793;17;0,841801759549478;14,7380952380952;0,037037037037037;0,841801759549477;0,841801759549478;124,529903211921;9;212,250775873173;16,9592251916957;146;"CN";"3rd"
"21";"Chemistry";"Surface technology, coating";0,790197913922247;1;7;0,875;16;0,780286063963811;2,55555555555556;0,0357142857142857;0,780286063963811;0,780286063963811;107,311005491837;7;226,41545406805;17,0533228297382;58;"CN";"3rd"
"22";"Chemistry";"Micro-structural and nano-technology";0,345557333422115;1;2;0,266666666666667;0;0,166906331451263;1,16666666666667;0,0285714285714286;0,166906331451263;0,166906331451263;6,80952240209267;2;188,513467580355;16,8133438964052;30;"CN";"3rd"
"23";"Chemistry";"Chemical engineering";0,905932653162935;1;11;1,68055555555556;23;1;27,8571428571429;0,0434782608695652;1;1;173,602857798501;11;296,128716573264;17,2145854936471;140;"CN";"3rd"
"24";"Chemistry";"Environmental technology";0,670437107790336;1;5;0,641025641025641;6;0,511748283024516;2,8547619047619;0,032258064516129;0,511748283024516;0,511748283024516;47,5542124022866;5;198,826063124707;16,8834611767322;50;"CN";"3rd"
"25";"Mechanical engineering";"Handling";0,600757933378444;1;6;0,9;8;0,517866003369287;10,7833333333333;0,0344827586206897;0,517866003369287;0,517866003369287;51,3038531385154;6;280,42710687019;17,141182602226;114;"CN";"3rd"
"26";"Mechanical engineering";"Machine tools";0,602418318453271;1;5;0,609756097560976;9;0,564793428664843;0,416666666666667;0,03125;0,564793428664843;0,564793428664843;58,638828284673;5;219,871746578227;16,9552929131561;36;"CN";"3rd"
"29";"Mechanical engineering";"Other special machines";0,855824533780656;1;8;1,06666666666667;17;0,838853380407431;7,56904761904762;0,037037037037037;0,838853380407431;0,838853380407431;122,855416520174;8;221,416182902201;17,0152654111145;80;"CN";"3rd"
"30";"Mechanical engineering";"Thermal processes and apparatus";0,508365159125903;1;3;0,36;3;0,334087461097425;0;0,0285714285714286;0,334087461097425;0,334087461097425;21,689847568178;3;188,83794116135;16,8642717857451;30;"CN";"3rd"
"4";"Electrical engineering";"Digital communication";0,719342947355325;1;2;0,444444444444444;1;0,0659053351806005;0;0,0232558139534884;0,0659053351806004;0,0659053351806005;3,79468048975129;2;200,259128543514;16,842106639603;30;"CN";"3rd"
"11";"Instruments";"Analysis of biological materials";0,509565551367599;1;1;1;0;1,83744571075342e-17;0;0,00694444444444444;0;1,83744571075342e-17;1,54308063481524;1;4,80772685712494;1,86573746248552;0;"US";"3rd"
"12";"Instruments";"Control";0,708290218704312;1;6;0,972972972972973;10;0,73688819548994;2,08333333333333;0,025;0,73688819548994;0,73688819548994;41,7015281389248;6;147,814880391893;10,4888423865017;38;"US";"3rd"
"13";"Instruments";"Medical technology";0,61134409234727;1;3;0,5;3;0,316192933255773;0;0,0232558139534884;0,316192933255773;0,316192933255773;10,3319459243339;3;118,501038512544;10,2976435509456;30;"US";"3rd"
"15";"Chemistry";"Biotechnology";0,73804073496023;1;1;1;0;1,83744571075342e-17;0;0,00694444444444444;3,41117585399037e-18;1,83744571075342e-17;1,54308063481524;1;4,80772685712494;1,86573746248552;0;"US";"3rd"
"2";"Electrical engineering";"Audio-visual technology";0,900540792337974;1;7;1,225;12;0,811362424103293;3,75;0,0256410256410256;0,811362424103292;0,811362424103293;50,1602639953995;7;159,254258181614;10,5045625866488;52;"US";"3rd"
"3";"Electrical engineering";"Telecommunications";0,782200686442446;1;6;0,947368421052632;12;0,768545326397873;0,833333333333333;0,025;0,768545326397873;0,768545326397873;45,3430266944548;6;123,362068399852;10,3299273401851;34;"US";"3rd"
"33";"Other fields";"Furniture, games";0,426650313894679;1;4;0,695652173913043;4;0,423378794197825;0,833333333333333;0,0238095238095238;0,423378794197825;0,423378794197825;16,2147937335035;4;148,479739561534;10,463546571728;40;"US";"3rd"
"34";"Other fields";"Other consumer goods";0,499188367155627;1;4;0,666666666666667;4;0,434211623873716;0,833333333333333;0,0238095238095238;0,434211623873716;0,434211623873716;16,8013597847631;4;169,597487587902;10,4827010833025;34;"US";"3rd"
"4";"Electrical engineering";"Digital communication";0,719342947355325;1;6;0,947368421052632;12;0,768545326397873;0,833333333333333;0,025;0,768545326397873;0,768545326397873;45,3430266944548;6;107,72853325154;10,3256453981669;34;"US";"3rd"
"5";"Electrical engineering";"Basic communication processes";0,375745962273333;1;5;0,78125;8;0,641017257555854;0,666666666666667;0,024390243902439;0,641017257555854;0,641017257555854;32,243158213747;5;130,022261231066;10,4281000566321;34;"US";"3rd"
"6";"Electrical engineering";"Computer technology";1;1;10;2,08333333333333;19;1;16,1666666666667;0,0277777777777778;1;1;75,4891078834179;10;173,187022964106;10,4740835726381;114;"US";"3rd"
"7";"Electrical engineering";"IT methods for management";0,56611153069172;1;4;0,571428571428571;6;0,557285914798974;0;0,0238095238095238;0,557285914798975;0,557285914798974;24,7372478719056;4;102,693903633213;10,1768442042772;18;"US";"3rd"
"8";"Electrical engineering";"Semiconductors";0,804458877711261;1;3;0,409090909090909;3;0,417436006052223;0;0,0232558139534884;0,417436006052223;0,417436006052223;14,6591869763453;3;125,889314761974;10,3698777828666;12;"US";"3rd"
"1";"Electrical engineering";"Electrical machinery, apparatus, energy";0,954564005525016;1;11;1,95161290322581;20;1;32,6195887445887;0,0588235294117647;1;1;110,256372442226;11;247,238837932678;14,3919766935317;234;"JP";"3rd"
"17";"Chemistry";"Macromolecular chemistry, polymers";0,819515870744441;1;5;0,657894736842105;8;0,626513865204676;0,717857142857143;0,0416666666666667;0,626513865204676;0,626513865204676;44,660655661808;5;198,248093324785;14,2425657523689;34;"JP";"3rd"
"2";"Electrical engineering";"Audio-visual technology";0,900540792337974;1;7;1,04255319148936;14;0,791686590322381;2,57391774891775;0,0454545454545455;0,791686590322381;0,791686590322381;70,6890839233392;7;175,820632901118;14,1115933185224;72;"JP";"3rd"
"21";"Chemistry";"Surface technology, coating";0,790197913922247;1;7;1;14;0,80332387811836;3,25725108225108;0,0476190476190476;0,80332387811836;0,80332387811836;72,0346646352829;7;208,612875959289;14,2832848371025;56;"JP";"3rd"
"25";"Mechanical engineering";"Handling";0,600757933378444;1;6;1,02857142857143;5;0,527503459994723;10,1940476190476;0,0434782608695652;0,527503459994723;0,527503459994723;33,7394779864595;6;197,117390053068;14,2088375634464;108;"JP";"3rd"
"27";"Mechanical engineering";"Engines, pumps, turbines";0,544629309279954;1;4;0,592592592592593;6;0,345917156409765;0;0,04;0,345917156409765;0,345917156409765;19,918910743164;4;136,981841188828;13,9819263345381;56;"JP";"3rd"
"28";"Mechanical engineering";"Textile and paper machines";0,631293660296679;1;6;0,947368421052632;9;0,653183625497162;2,78181818181818;0,0416666666666667;0,653183625497162;0,653183625497162;49,1964631335578;6;184,76716594013;14,1583636113326;62;"JP";"3rd"
"3";"Electrical engineering";"Telecommunications";0,782200686442446;1;5;0,694444444444444;7;0,588967791391435;1,39967532467532;0,0416666666666667;0,588967791391435;0,588967791391435;39,9273233522337;5;185,975206497613;14,2019546970996;46;"JP";"3rd"
"30";"Mechanical engineering";"Thermal processes and apparatus";0,508365159125903;1;5;0,862068965517241;7;0,373836232801146;2,73333333333333;0,0416666666666667;0,373836232801146;0,373836232801146;23,8165643773652;5;207,266283101142;14,1925025546432;84;"JP";"3rd"
"31";"Mechanical engineering";"Mechanical elements";0,614661171514656;1;5;0,78125;7;0,416618033475401;1,44209956709957;0,0434782608695652;0,416618033475401;0,416618033475401;26,6081984679319;5;195,095119921242;14,2209020862045;70;"JP";"3rd"
"32";"Mechanical engineering";"Transport";0,687760661798897;1;6;1,05882352941176;9;0,444537109866782;4,1754329004329;0,0454545454545455;0,444537109866782;0,444537109866782;31,2246924838466;6;188,80096153661;14,1318196395435;100;"JP";"3rd"
"33";"Other fields";"Furniture, games";0,426650313894679;1;3;0,529411764705882;2;0,208305893894901;0,458333333333333;0,0333333333333333;0,208305893894901;0,208305893894901;9,33936114955705;3;174,103869376996;14,0746904941358;48;"JP";"3rd"
"5";"Electrical engineering";"Basic communication processes";0,375745962273333;1;4;0,551724137931034;5;0,478223035578896;0,25;0,0384615384615385;0,478223035578896;0,478223035578896;27,2633811272712;4;187,756917432286;14,200540285832;42;"JP";"3rd"
"8";"Electrical engineering";"Semiconductors";0,804458877711261;1;6;0,857142857142857;11;0,709173169729786;1,46515151515152;0,0434782608695652;0,709173169729786;0,709173169729786;56,9292812561699;6;156,939936371892;14,0036035526323;56;"JP";"3rd"
"9";"Instruments";"Optics";0,839329872543788;1;8;1,20754716981132;17;0,88226277155273;4,93149350649351;0,05;0,88226277155273;0,88226277155273;86,5497078817883;8;174,113348214964;14,1804060305215;74;"JP";"3rd"
"1";"Electrical engineering";"Electrical machinery, apparatus, energy";0,954564005525016;1;8;2,06451612903226;9;1;25,0833333333333;0,0714285714285714;1;1;23,473422147409;8;193,636823101243;11,470297442164;138;"KR";"3rd"
"2";"Electrical engineering";"Audio-visual technology";0,900540792337974;1;6;1,38461538461538;6;0,82013758978891;11,3333333333333;0,0625;0,82013758978891;0,82013758978891;16,5712526710423;6;133,813874940809;11,2829932135842;66;"KR";"3rd"
"22";"Chemistry";"Micro-structural and nano-technology";0,345557333422115;1;2;0,333333333333333;1;0,362369025693624;0;0,0434782608695652;0,362369025693624;0,362369025693624;4,46665929214197;2;133,474274001677;11,2535338687499;12;"KR";"3rd"
"3";"Electrical engineering";"Telecommunications";0,782200686442446;1;5;1,08695652173913;5;0,696442860546509;10,4166666666667;0,0588235294117647;0,69644286054651;0,696442860546509;12,9840705605393;5;165,984901321702;11,387781281305;64;"KR";"3rd"
"30";"Mechanical engineering";"Thermal processes and apparatus";0,508365159125903;1;4;1;3;0,469254690007863;2,83333333333333;0,05;0,469254690007863;0,469254690007863;8,08246532096776;4;168,639123004334;11,3706279209724;48;"KR";"3rd"
"32";"Mechanical engineering";"Transport";0,687760661798897;1;3;0,6;3;0,417550422520148;0;0,0476190476190476;0,417550422520148;0,417550422520148;6,73292580485652;3;124,907685572886;11,176697028946;24;"KR";"3rd"
"34";"Other fields";"Other consumer goods";0,499188367155627;1;2;0,4;0;0,285342819800827;0,833333333333333;0,0454545454545455;0,285342819800827;0,285342819800827;3,40101689231005;2;132,016618926456;11,2245885111258;12;"KR";"3rd"
"35";"Other fields";"Civil engineering";0,60675944110578;1;3;0,6;3;0,417550422520148;0;0,0476190476190476;0,417550422520148;0,417550422520148;6,73292580485652;3;164,14401545128;11,3641490513019;24;"KR";"3rd"
"4";"Electrical engineering";"Digital communication";0,719342947355325;1;3;0,692307692307692;2;0,38876643470922;1,25;0,0434782608695652;0,38876643470922;0,38876643470922;5,95553401870269;3;78,4385356779927;10,889049285081;32;"KR";"3rd"
"7";"Electrical engineering";"IT methods for management";0,56611153069172;1;2;0,5;1;0,240157076503626;0;0,0384615384615385;0,240157076503626;0,240157076503626;3,54432440557242;2;125,819844884018;11,2249206948015;16;"KR";"3rd"
"8";"Electrical engineering";"Semiconductors";0,804458877711261;1;4;0,8;4;0,637454289170387;1,66666666666667;0,0526315789473684;0,637454289170387;0,637454289170387;10,6635709035303;4;105,313385122032;11,1206848420903;32;"KR";"3rd"
"9";"Instruments";"Optics";0,839329872543788;1;4;0,695652173913043;5;0,69798864195325;0,583333333333333;0,0555555555555556;0,69798864195325;0,69798864195325;12,1903722296616;4;99,3553755114472;11,1041331068483;18;"KR";"3rd"
