"ctry_code";"Subclass";"RCA"
"AI_pat";"G07D";0
"AI_pat";"G07F";0
"AI_pat";"G07G";0
"AI_pat";"G08B";0,899189940486185
"AI_pat";"G08C";0
"AI_pat";"G08G";0
"AI_pat";"G09B";6,83991768963315
"AI_pat";"G09C";0
"AI_pat";"G09D";0
"AI_pat";"G09F";0
"AI_pat";"G09G";0
"AI_pat";"G10B";0
"AI_pat";"G10C";0
"AI_pat";"G10D";0
"AI_pat";"G10F";0
"AI_pat";"G10G";0
"AI_pat";"G10H";0
"AI_pat";"G10K";0
"AI_pat";"G10L";11,6343508893683
"AI_pat";"G11B";0
"AI_pat";"G11C";2,0413254485486
"AI_pat";"G12B";0
"AI_pat";"G21B";0
"AI_pat";"G21C";1,81895586977306
"AI_pat";"G21D";0
"AI_pat";"G21F";0
"AI_pat";"G21G";0
"AI_pat";"G21H";0
"AI_pat";"G21J";0
"AI_pat";"G21K";0
"AI_pat";"H01B";0
"AI_pat";"H01C";0
"AI_pat";"H01F";0
"AI_pat";"H01G";0
"AI_pat";"H01H";0
"AI_pat";"H01J";0
"AI_pat";"H01K";0
"AI_pat";"H01L";0,726262153660696
"AI_pat";"H01M";0
"AI_pat";"H01P";0
"AI_pat";"H01Q";0
"AI_pat";"H01R";0
"AI_pat";"H01S";0
"AI_pat";"H01T";0
"AI_pat";"H02B";0
"AI_pat";"H02G";0
"AI_pat";"H02H";0
"AI_pat";"H02J";0
"AI_pat";"H02K";0
"AI_pat";"H02M";0
"AI_pat";"H02N";0
"AI_pat";"H02P";0
"AI_pat";"H02S";0
"AI_pat";"H03B";0
"AI_pat";"H03C";0
"AI_pat";"H03D";0
"AI_pat";"H03F";0
"AI_pat";"H03G";0
"AI_pat";"H03H";0
"AI_pat";"H03J";0
"AI_pat";"H03K";3,42753884628605
"AI_pat";"H03L";0
"AI_pat";"H03M";0,94058086832643
"AI_pat";"H04B";0,406924666454188
"AI_pat";"H04H";0
"AI_pat";"H04J";0
"AI_pat";"H04K";0
"AI_pat";"H04L";0,806728332165162
"AI_pat";"H04M";0,364391219375739
"AI_pat";"H04N";0,267763405884158
"AI_pat";"H04Q";0,67854864652736
"AI_pat";"H04R";0
"AI_pat";"H04S";0
"AI_pat";"H04W";0
"AI_pat";"H05B";0
"AI_pat";"H05C";0
"AI_pat";"H05F";0
"AI_pat";"H05G";0
"AI_pat";"H05H";0
"AI_pat";"H05K";0
