"ctry_code";"nace2_code";"n_tech_reg"
"AB";20,1;0,2
"AD";15;0,5
"AD";20,1;0,333333333333333
"AD";20,4;0,5
"AD";20,42;0,5
"AD";21;1,5
"AD";23;1
"AD";23,3;1
"AD";25,7;1
"AD";26,2;1,58333333333333
"AD";26,3;0,333333333333333
"AD";26,5;0,5
"AD";27,33;0,25
"AD";28,1;2,58333333333333
"AD";28,23;0,833333333333333
"AD";28,25;0,25
"AD";28,29;1,5
"AD";28,9;1
"AD";28,99;0,5
"AD";29,1;0,5
"AD";32;0,5
"AD";32,5;1,33333333333333
"AD";32,9;2,58333333333333
"AD";43;1,5
"AE";10;0,666666666666667
"AE";12;2,66666666666667
"AE";15;1
"AE";18,1;0,333333333333333
"AE";19;1,25
"AE";20,1;16,2333333333333
"AE";20,2;0,983333333333333
"AE";20,4;1,91111111111111
"AE";20,42;0,522222222222222
"AE";21;9,19285714285714
"AE";22;3,35
"AE";22,2;0,166666666666667
"AE";23;2,4375
"AE";23,1;2,33333333333333
"AE";23,3;0,5
"AE";23,42;2
"AE";23,5;0,5
"AE";24;4,16666666666667
"AE";25,1;0,333333333333333
"AE";25,2;0,125
"AE";25,4;0,375
"AE";25,7;1
"AE";26,1;5,38888888888889
"AE";26,2;29,9019841269841
"AE";26,3;34,4833333333333
"AE";26,4;1,08333333333333
"AE";26,5;19,9686507936508
"AE";26,51;7,03333333333333
"AE";26,52;1
"AE";26,6;0,722222222222222
"AE";26,7;2,53472222222222
"AE";27,1;1,33333333333333
"AE";27,12;2,33333333333333
"AE";27,2;1
"AE";27,33;0,916666666666667
"AE";27,4;0,916666666666667
"AE";27,5;11,2986111111111
"AE";27,9;4,78888888888889
"AE";28,1;9,45833333333333
"AE";28,11;0,375
"AE";28,14;0,5
"AE";28,21;0,833333333333333
"AE";28,22;0,2
"AE";28,23;8,55
"AE";28,25;2,11111111111111
"AE";28,29;12,7815476190476
"AE";28,3;1
"AE";28,4;2,91666666666667
"AE";28,9;18,0650793650794
"AE";28,94;0,333333333333333
"AE";28,99;0,75
"AE";29,1;12,4166666666667
"AE";30;6,61111111111111
"AE";31;3,3
"AE";32;12,25
"AE";32,5;15,3555555555556
"AE";32,9;6,51666666666667
"AE";42,91;1,45833333333333
"AE";43;6,83333333333333
"AE";62;17,6666666666667
"AF";10;0,125
"AF";11;0,125
"AF";19;0,125
"AF";21;0,125
"AF";26,7;0,166666666666667
"AF";27,12;0,166666666666667
"AG";26,6;0,5
"AG";26,7;0,5
"AG";27,33;1
"AG";27,5;0,25
"AG";32;0,25
"AG";32,9;0,25
"AG";62;0,25
