"ctry_code";"nace2_code";"n_tech_reg"
"AD";20,2;0,0625
"AD";20,4;0,5
"AD";20,42;0,5
"AD";21;0,0625
"AD";26,2;0,5
"AD";26,51;0,5
"AD";26,6;0,5
"AD";28,23;0,5
"AD";28,9;0,5
"AD";29,1;1
"AE";20,1;0,1
"AE";20,2;0,2
"AE";20,4;0,5
"AE";20,42;0,5
"AE";26,1;0,45
"AE";26,2;0,5
"AE";26,3;0,833333333333333
"AE";26,5;0,583333333333333
"AE";27,33;0,5
"AE";27,5;0,2
"AE";28,1;0,366666666666667
"AE";28,23;1
"AE";28,25;0,5
"AE";28,29;0,2
"AE";28,9;3,46666666666667
"AE";32;1
"AE";62;0,5
"AF";20,1;1
"AG";10;0,5
"AG";28,23;1
"AG";30;1
"AI";22;0,5
"AI";23,5;0,5
"AI";28,92;0,25
"AI";43;0,25
"AI";62;1
"AL";20,1;0,5
"AL";21;0,5
"AL";26,5;1
"AL";27,5;2
"AL";32;2
"AM";10;0,375
"AM";21;2,575
"AM";26,1;1
"AM";26,2;0,166666666666667
"AM";26,5;0,166666666666667
"AM";26,7;1
"AM";28,1;0,0833333333333333
"AM";28,29;0,0833333333333333
"AM";28,4;0,666666666666667
"AM";43;3,33333333333333
"AN";20,1;1
"AN";23,1;0,2
"AN";25,1;0,5
"AN";26,1;0,5
"AN";26,3;2,5
"AN";26,51;1,5
"AN";27,33;1,5
"AN";28,1;1,33333333333333
"AN";28,21;0,5
"AN";28,23;1
"AN";28,3;1,5
"AN";28,9;0,5
"AN";32,5;1
"AN";43;1
"AO";27,12;1
"AR";10;4,04
"AR";11;0,4
"AR";12;1
"AR";13;0,5
"AR";14;0,5
"AR";16;1,5
"AR";18,1;0,333333333333333
"AR";20,1;4,59722222222222
"AR";20,2;0,430555555555556
"AR";20,4;0,25
"AR";20,42;0,25
"AR";21;24,4189136260565
"AR";22;3,14285714285714
"AR";23;0,04
"AR";23,1;0,2
"AR";24;1
"AR";25,1;1,33333333333333
"AR";25,2;1
"AR";25,4;1
"AR";25,7;2
"AR";25,9;1,54
"AR";25,94;1
"AR";26,1;2,15
"AR";26,2;0,75
"AR";26,3;7,33333333333333
"AR";26,4;0,5
"AR";26,5;6
"AR";26,51;1,91666666666667
"AR";26,6;2
"AR";26,7;0,5
"AR";27,2;1
"AR";27,33;2,83333333333333
"AR";27,5;6,5
"AR";27,9;1
"AR";28,1;10
"AR";28,14;1,5
"AR";28,21;1,33333333333333
"AR";28,22;1
"AR";28,23;3
"AR";28,25;1,5
"AR";28,29;7
"AR";28,3;7,5
"AR";28,4;3
"AR";28,9;14,6233333333333
"AR";28,92;0,5
"AR";28,94;1,5
"AR";29,1;5,33333333333333
"AR";30;3,75
"AR";31;2
"AR";32;5,25
"AR";32,5;15,5968614718615
"AR";32,9;10,8495238095238
"AR";42,91;1
"AR";43;3,5
"AR";62;1
"AS";28,4;1
"AT";10;31,9166666666667
"AT";10,5;2
"AT";11;5,66666666666667
"AT";12;6,5
"AT";13;21,0333333333333
"AT";14;8,08888888888889
"AT";15;28,25
"AT";16;7,53333333333333
"AT";17;20,1055555555556
"AT";18,1;11,25
"AT";19;8,08333333333333
"AT";20,1;271,590264550265
"AT";20,2;15,5505952380952
"AT";20,3;36,6555555555556
"AT";20,4;4,55833333333333
"AT";20,42;2,08333333333333
"AT";20,5;25,6013888888889
"AT";20,51;10,25
"AT";20,6;8,47777777777778
"AT";21;240,27135040885
"AT";22;106,523333333333
"AT";22,1;0,333333333333333
"AT";22,2;12,1055555555556
"AT";23;12,6722222222222
"AT";23,1;7,16458333333333
"AT";23,3;24,4125
"AT";23,42;3,5
"AT";23,5;55,1427777777778
"AT";24;184,654861111111
"AT";25,1;24,0416666666667
"AT";25,2;14,8333333333333
"AT";25,3;3,75
"AT";25,4;26,8666666666667
"AT";25,5;5,44444444444444
"AT";25,6;10,1388888888889
"AT";25,7;122,052777777778
"AT";25,9;31,6753968253968
"AT";25,94;10,5
"AT";26,1;120,992658730159
"AT";26,11;0,5625
"AT";26,2;35,6666666666667
"AT";26,3;207,025
"AT";26,4;31,5416666666667
"AT";26,5;175,650234025234
"AT";26,51;50,325
"AT";26,52;11,5
"AT";26,6;17,0694444444444
"AT";26,7;88,3964285714286
"AT";26,8;0,5
"AT";27,1;50,8833333333333
"AT";27,12;20,3666666666667
"AT";27,2;20,6916666666667
"AT";27,3;12,6166666666667
"AT";27,33;78,5833333333333
"AT";27,4;30,6944444444444
"AT";27,5;123,558333333333
"AT";27,9;72,6388888888889
"AT";28,1;183,756666666667
"AT";28,11;28
"AT";28,14;12,9166666666667
"AT";28,21;18,66875
"AT";28,22;39,3666666666667
"AT";28,23;79,1
"AT";28,25;30,0611111111111
"AT";28,29;202,942992424242
"AT";28,3;137,516666666667
"AT";28,4;235,144047619048
"AT";28,9;292,849801587302
"AT";28,92;40,3333333333333
"AT";28,94;34,1177777777778
"AT";28,95;24,5511904761905
"AT";28,99;27,6152777777778
"AT";29,1;292,736111111111
"AT";29,3;0,333333333333333
"AT";30;147,888461538462
"AT";31;78,0666666666667
"AT";32;238,916666666667
"AT";32,5;127,636111111111
"AT";32,9;66,5845238095238
"AT";42,2;3,83333333333333
"AT";42,91;7,83333333333333
"AT";43;167,529166666667
"AT";62;4,95833333333333
"AU";10;128,713311688312
"AU";10,5;12
"AU";11;10
"AU";12;14,3333333333333
"AU";13;38,35
"AU";14;31,8333333333333
"AU";15;23,3333333333333
"AU";16;10,2833333333333
"AU";17;26,2833333333333
"AU";18,1;30,4535714285714
"AU";19;39,25
"AU";20,1;435,883333333333
"AU";20,2;83,1694444444444
"AU";20,3;28,4678571428571
"AU";20,4;36,4833333333333
"AU";20,42;9,08333333333333
"AU";20,5;40,0305555555556
"AU";20,51;32,1166666666667
"AU";20,6;2
"AU";21;550,140043290043
"AU";22;142,664285714286
"AU";22,1;0,5
"AU";22,2;10,3666666666667
"AU";23;33,7595238095238
"AU";23,1;18,0833333333333
"AU";23,3;40,1428571428571
"AU";23,42;22,1666666666667
"AU";23,5;38,1928571428571
"AU";24;163,955555555556
"AU";25,1;35,3666666666667
"AU";25,2;34,0833333333333
"AU";25,3;3,58333333333333
"AU";25,4;29,25
"AU";25,5;6,25
"AU";25,6;8,03333333333333
"AU";25,7;244,394444444444
"AU";25,9;93,1166666666667
"AU";25,94;28,8611111111111
"AU";26,1;87,5666666666667
"AU";26,11;2
"AU";26,2;162,567857142857
"AU";26,3;341,110317460317
"AU";26,4;20,9761904761905
"AU";26,5;293,418001443001
"AU";26,51;62,6575396825397
"AU";26,52;7,97619047619048
"AU";26,6;31,5
"AU";26,7;91,8722222222222
"AU";26,8;9,45
"AU";27,1;45,5833333333333
"AU";27,12;22,0277777777778
"AU";27,2;12,25
"AU";27,3;15,9166666666667
"AU";27,33;141,111111111111
"AU";27,4;44
"AU";27,5;323,65
"AU";27,9;54,4833333333333
"AU";28,1;383,3
"AU";28,11;22,0833333333333
"AU";28,14;33,4166666666667
"AU";28,21;17,4305555555556
"AU";28,22;76,9166666666667
"AU";28,23;274,546428571429
"AU";28,25;69,5
"AU";28,29;400,86978021978
"AU";28,3;481,594444444444
"AU";28,4;304,311111111111
"AU";28,9;642,294841269841
"AU";28,92;28,95
"AU";28,94;42,2
"AU";28,95;3,58333333333333
"AU";28,99;76,3166666666667
"AU";29,1;501,058333333333
"AU";29,3;1
"AU";30;239,283333333333
"AU";31;197,7
"AU";32;505,552777777778
"AU";32,5;452,173809523809
"AU";32,9;386,422619047619
"AU";42,2;22,25
"AU";42,91;28,9166666666667
"AU";43;528,509523809524
"AU";62;17,3333333333333
"AW";30;1
"AZ";10;2
"AZ";16;2
"AZ";20,1;3,69285714285714
"AZ";21;0,154761904761905
"AZ";22;1
"AZ";23,5;3
"AZ";24;3,35714285714286
"AZ";25,1;1
"AZ";25,3;1,5
"AZ";25,5;1
"AZ";26,1;5
"AZ";26,3;1
"AZ";26,4;1
"AZ";26,5;3,33333333333333
"AZ";26,6;2,33333333333333
"AZ";27,2;1
"AZ";27,5;0,333333333333333
"AZ";27,9;1
"AZ";28,1;2,5
"AZ";28,11;1,5
"AZ";28,23;0,333333333333333
"AZ";28,29;1
"AZ";28,3;3,83333333333333
"AZ";28,9;4,70357142857143
"AZ";29,1;2,33333333333333
"AZ";30;1,33333333333333
"AZ";32;1
"AZ";32,5;5,58333333333333
"AZ";32,9;0,25
"AZ";43;1
"BA";20,1;0,75
"BA";25,2;0,5
"BA";28,1;1
"BA";28,25;0,5
"BA";28,9;0,5
"BB";20,1;1
"BB";21;1
"BB";28,3;1
"BD";20,1;0,5
"BD";23,5;0,5
"BD";28,3;0,5
"BD";30;1
"BD";31;0,166666666666667
"BD";32,5;0,166666666666667
"BE";10;40,0789682539683
"BE";10,5;1,66666666666667
"BE";11;3,83333333333333
"BE";12;1
"BE";13;14,7679776077098
"BE";14;1,69444444444444
"BE";15;0,5
"BE";16;3,63333333333333
"BE";17;14,2666666666667
"BE";18,1;28,0361111111111
"BE";19;15,2331065759637
"BE";20,1;344,146945861678
"BE";20,2;20,4194444444444
"BE";20,3;13,1027777777778
"BE";20,4;94,3657950680272
"BE";20,42;2,95555555555556
"BE";20,5;23,5027777777778
"BE";20,51;5,58333333333333
"BE";20,6;3,6
"BE";21;241,565644078144
"BE";22;61,2214285714286
"BE";22,1;1,75
"BE";22,2;2,16666666666667
"BE";23;20,2694444444444
"BE";23,1;41,225
"BE";23,3;11,25
"BE";23,42;3,42857142857143
"BE";23,5;21,2805555555556
"BE";24;72,6305555555556
"BE";25,1;12,2777777777778
"BE";25,2;0,875
"BE";25,3;12,2083333333333
"BE";25,4;8,08333333333333
"BE";25,5;3,53888888888889
"BE";25,6;10,0416666666667
"BE";25,7;29,7333333333333
"BE";25,9;9,35555555555556
"BE";25,94;2,3
"BE";26,1;61,6603174603175
"BE";26,11;0,85
"BE";26,2;34,5543650793651
"BE";26,3;144,39246031746
"BE";26,4;9,19047619047619
"BE";26,5;82,5073107448107
"BE";26,51;19,875
"BE";26,52;2,58333333333333
"BE";26,6;13,4388888888889
"BE";26,7;26,4277777777778
"BE";26,8;80,1
"BE";27,1;7,45
"BE";27,12;4,58333333333333
"BE";27,2;1,76944444444444
"BE";27,3;5,65
"BE";27,33;46,9333333333333
"BE";27,4;8,41666666666667
"BE";27,5;53,2823129251701
"BE";27,9;13,5833333333333
"BE";28,1;60,4744047619048
"BE";28,11;3,29166666666667
"BE";28,14;3,91666666666667
"BE";28,21;7,02777777777778
"BE";28,22;28,9005952380952
"BE";28,23;82,6099206349206
"BE";28,25;10,9166666666667
"BE";28,29;91,7128684807256
"BE";28,3;58,8833333333333
"BE";28,4;71,8111111111111
"BE";28,9;189,862074829932
"BE";28,92;4,25
"BE";28,94;38,1822916666667
"BE";28,95;1,6
"BE";28,99;8,1375
"BE";29,1;57,55
"BE";30;33,5
"BE";31;18,25
"BE";32;50,2694444444444
"BE";32,5;78,4456349206349
"BE";32,9;108,237301587302
"BE";42,2;1,83333333333333
"BE";42,91;4,33333333333333
"BE";43;64,2659090909091
"BE";62;4,45
"BF";20,1;0,142857142857143
"BF";21;0,142857142857143
"BG";10;111,638888888889
"BG";10,5;1,5
"BG";11;17,5833333333333
"BG";12;7
"BG";13;13,75
"BG";14;1
"BG";15;2
"BG";16;1,33333333333333
"BG";17;4
"BG";18,1;1,75
"BG";19;8,66666666666667
"BG";20,1;328,158333333333
"BG";20,2;33,3333333333333
"BG";20,3;11
"BG";20,4;10,5333333333333
"BG";20,42;0,533333333333333
"BG";20,5;41,2
"BG";20,51;14
"BG";20,6;12
"BG";21;206,683333333333
"BG";22;11,25
"BG";22,1;3
"BG";22,2;1,5
"BG";23;5,83333333333333
"BG";23,1;21,25
"BG";23,3;10,3333333333333
"BG";23,42;2,5
"BG";23,5;53,7
"BG";24;75,4
"BG";24,46;2
"BG";25,1;4
"BG";25,2;4,5
"BG";25,3;5
"BG";25,4;14,6
"BG";25,5;5,33333333333333
"BG";25,6;22,95
"BG";25,7;6
"BG";25,9;3,66666666666667
"BG";25,94;0,5
"BG";26,1;75,7416666666667
"BG";26,2;50,45
"BG";26,3;77,6666666666667
"BG";26,4;25
"BG";26,5;168,4
"BG";26,51;45,0833333333333
"BG";26,6;8,83333333333333
"BG";26,7;15,0666666666667
"BG";26,8;3,25
"BG";27,1;33,8333333333333
"BG";27,12;2,5
"BG";27,2;9,40476190476191
"BG";27,3;8,5
"BG";27,33;12,1666666666667
"BG";27,4;0,5
"BG";27,5;26,7833333333333
"BG";27,9;43,8666666666667
"BG";28,1;115
"BG";28,11;4,5
"BG";28,14;0,333333333333333
"BG";28,21;5,5
"BG";28,22;19,3333333333333
"BG";28,23;48,0833333333333
"BG";28,25;8,75
"BG";28,29;91,3333333333333
"BG";28,3;74,6666666666667
"BG";28,4;187,333333333333
"BG";28,9;141,816666666667
"BG";28,92;7
"BG";28,94;12,3333333333333
"BG";28,99;22,8333333333333
"BG";29,1;48,5
"BG";30;29,8333333333333
"BG";31;6,5
"BG";32;23,5833333333333
"BG";32,5;86,15
"BG";32,9;14,5
"BG";42,2;4,08333333333333
"BG";42,91;5,83333333333333
"BG";43;44,25
"BG";62;1
"BH";20,1;1
"BH";21;1
"BH";26,3;1
"BM";20,1;3
"BM";21;1
"BM";28,25;0,5
"BM";28,9;0,5
"BM";42,91;0,5
"BM";43;2,5
"BO";20,2;0,333333333333333
"BO";24;0,5
"BO";26,7;0,333333333333333
"BO";28,3;1
"BO";42,91;1
"BR";10;126,511904761905
"BR";10,5;1,5
"BR";11;20,375
"BR";12;21,3333333333333
"BR";13;32,7777777777778
"BR";14;33,8333333333333
"BR";15;40,5
"BR";16;10,5
"BR";17;52,2857142857143
"BR";18,1;61,5333333333333
"BR";19;37,3333333333333
"BR";20,1;364,418055555556
"BR";20,2;27,7833333333333
"BR";20,3;24,9666666666667
"BR";20,4;16,7857142857143
"BR";20,42;3,42460317460317
"BR";20,5;42,7023809523809
"BR";20,51;9,66666666666667
"BR";20,6;1
"BR";21;181,011904761905
"BR";22;119,444444444444
"BR";22,1;1
"BR";22,2;8,33333333333333
"BR";23;38,6666666666667
"BR";23,1;19,8333333333333
"BR";23,3;37,9166666666667
"BR";23,42;43,25
"BR";23,5;37,0833333333333
"BR";24;138,916666666667
"BR";25,1;50,3333333333333
"BR";25,2;11,5
"BR";25,3;2,5
"BR";25,4;17,3541666666667
"BR";25,5;3,16666666666667
"BR";25,6;9,5
"BR";25,7;162,166666666667
"BR";25,9;53,6944444444444
"BR";25,94;3
"BR";26,1;68,6666666666667
"BR";26,11;1
"BR";26,2;57,6428571428571
"BR";26,3;313,105158730159
"BR";26,4;22,3333333333333
"BR";26,5;191,111111111111
"BR";26,51;64,625
"BR";26,52;17,5
"BR";26,6;29
"BR";26,7;62,75
"BR";26,8;4,7
"BR";27,1;75,5
"BR";27,12;23,3333333333333
"BR";27,2;16,25
"BR";27,3;24,5
"BR";27,33;165,75
"BR";27,4;36,8333333333333
"BR";27,5;454,583333333333
"BR";27,9;78,15
"BR";28,1;443,625
"BR";28,11;25,1875
"BR";28,14;64,5
"BR";28,21;29,0833333333333
"BR";28,22;70,5833333333333
"BR";28,23;168,301587301587
"BR";28,25;62
"BR";28,29;291,369047619048
"BR";28,3;355,333333333333
"BR";28,4;288,833333333333
"BR";28,9;591,866666666667
"BR";28,92;22,3333333333333
"BR";28,94;69,0833333333333
"BR";28,95;8,03333333333333
"BR";28,99;56,25
"BR";29,1;574,416666666667
"BR";30;191,020833333333
"BR";31;180,5
"BR";32;536,527777777778
"BR";32,5;403,72619047619
"BR";32,9;462,033333333333
"BR";42,2;39,6666666666667
"BR";42,91;23,6666666666667
"BR";43;360,166666666667
"BR";62;10,9166666666667
"BS";20,1;3,2
"BS";21;2,91666666666667
"BS";22;0,333333333333333
"BS";23;0,333333333333333
"BS";23,5;0,541666666666667
"BS";24;3,04166666666667
"BS";25,1;0,125
"BS";26,3;0,0833333333333333
"BS";26,5;0,75
"BS";26,51;0,583333333333333
"BS";28,1;0,5
"BS";28,23;1
"BS";28,29;2
"BS";28,9;0,458333333333333
"BS";30;3,75
"BS";32,5;1,48333333333333
"BS";32,9;0,25
"BS";42,2;1
"BU";24;0,0909090909090909
"BY";10;5,67857142857143
"BY";10,5;1
"BY";11;1
"BY";13;2,89583333333333
"BY";18,1;1
"BY";20,1;20,9166666666667
"BY";20,3;0,5
"BY";20,5;6,2
"BY";20,51;0,5
"BY";20,6;0,895833333333333
"BY";21;4,17857142857143
"BY";22;4,68181818181818
"BY";22,2;0,5
"BY";23;0,5
"BY";23,5;3,66666666666667
"BY";24;5,08712121212121
"BY";25,4;0,5
"BY";25,5;0,5
"BY";25,6;1,25
"BY";25,7;1
"BY";26,1;3,64285714285714
"BY";26,2;4,45
"BY";26,3;2,15
"BY";26,5;10,6666666666667
"BY";26,6;2
"BY";26,7;1,5
"BY";27,1;1
"BY";27,5;0,347222222222222
"BY";28,1;6,08333333333333
"BY";28,21;0,0833333333333333
"BY";28,22;1
"BY";28,23;1
"BY";28,25;1,125
"BY";28,29;1,1875
"BY";28,3;5,375
"BY";28,4;2,70833333333333
"BY";28,9;11,6666666666667
"BY";28,92;1,16666666666667
"BY";28,94;7,4047619047619
"BY";28,99;0,0625
"BY";29,1;8,8
"BY";30;1
"BY";32;2,33333333333333
"BY";32,5;3,375
"BY";32,9;2
"BY";43;2
"BY";62;0,2
"CA";10;160,700853328273
"CA";10,5;3,33333333333333
"CA";11;16,6666666666667
"CA";12;21,7833333333333
"CA";13;42,9190476190476
"CA";14;69,6166666666667
"CA";15;64,9166666666667
"CA";16;33,0666666666667
"CA";17;99,5511904761905
"CA";18,1;54,9666666666667
"CA";19;118,502777777778
"CA";20,1;1002,49206349206
"CA";20,2;73,7549663299663
"CA";20,3;58,0777777777778
"CA";20,4;42,35
"CA";20,42;9,85833333333333
"CA";20,5;76,3238095238095
"CA";20,51;47,1666666666667
"CA";20,6;6,95
"CA";21;981,744023106523
"CA";22;322,892658730159
"CA";22,1;5,57142857142857
"CA";22,2;11,902380952381
"CA";23;69,9174603174603
"CA";23,1;44,3595238095238
"CA";23,3;32,1166666666667
"CA";23,42;33
"CA";23,5;65,2984126984127
"CA";24;292,875
"CA";24,46;0,5
"CA";25,1;46,1555555555556
"CA";25,2;19,8333333333333
"CA";25,3;28,1666666666667
"CA";25,4;41,3333333333333
"CA";25,5;12,45
"CA";25,6;31,7294117647059
"CA";25,7;251,416666666667
"CA";25,9;76,1166666666667
"CA";25,94;33,1666666666667
"CA";26,1;324,679014939309
"CA";26,11;6,26111111111111
"CA";26,2;485,110515873016
"CA";26,3;1340,53591269841
"CA";26,4;89,5472222222222
"CA";26,5;684,318722943723
"CA";26,51;143,067857142857
"CA";26,52;16,125
"CA";26,6;46,1152777777778
"CA";26,7;246,611111111111
"CA";26,8;10,9166666666667
"CA";27,1;81,9159090909091
"CA";27,12;48,275
"CA";27,2;110,418849206349
"CA";27,3;59,3361111111111
"CA";27,33;272,255952380952
"CA";27,4;59,6638888888889
"CA";27,5;459,265361967781
"CA";27,9;140,450396825397
"CA";28,1;619,375
"CA";28,11;67,0888888888889
"CA";28,14;74,3916666666667
"CA";28,21;32,6888888888889
"CA";28,22;102,283333333333
"CA";28,23;387,097420634921
"CA";28,25;138,75
"CA";28,29;655,213293650794
"CA";28,3;623,977777777778
"CA";28,4;590,620634920635
"CA";28,9;1206,97925085667
"CA";28,92;57,7857142857143
"CA";28,94;66,4261904761905
"CA";28,95;29,8777777777778
"CA";28,99;167,775
"CA";29,1;758,521825396825
"CA";29,3;1,7
"CA";30;342,299206349206
"CA";31;263,026388888889
"CA";32;827,384920634921
"CA";32,5;607,86424963925
"CA";32,9;514,354166666667
"CA";42,2;21,3333333333333
"CA";42,91;39,1666666666667
"CA";43;497,594047619048
"CA";62;84,8587662337662
"CC";27,5;0,5
"CC";32;0,5
"CG";28,1;0,333333333333333
"CH";10;202,548412698413
"CH";10,5;23,25
"CH";11;24,0666666666667
"CH";12;45,1761904761905
"CH";13;144,141468253968
"CH";14;56,65
"CH";15;48,7333333333333
"CH";16;19,5833333333333
"CH";17;72,4111111111111
"CH";18,1;53,9470238095238
"CH";19;16,1039682539683
"CH";20,1;1331,10656084656
"CH";20,2;130,616534391534
"CH";20,3;40,7559523809524
"CH";20,4;73,1250252525252
"CH";20,42;31,9808333333333
"CH";20,5;74,7697883597884
"CH";20,51;44,7777777777778
"CH";20,6;22,9027777777778
"CH";21;1080,28923789174
"CH";22;263,117857142857
"CH";22,1;0,25
"CH";22,2;19,4
"CH";23;37,7704365079365
"CH";23,1;26,3520833333333
"CH";23,3;30,7166666666667
"CH";23,42;22,4166666666667
"CH";23,5;58,256746031746
"CH";24;211,59751984127
"CH";24,46;0,5
"CH";25,1;52,9416666666667
"CH";25,2;45,5902777777778
"CH";25,3;23,325
"CH";25,4;128,777777777778
"CH";25,5;8,76111111111111
"CH";25,6;25,5666666666667
"CH";25,7;268,677777777778
"CH";25,9;107,212301587302
"CH";25,94;23,25
"CH";26,1;316,942246642247
"CH";26,11;1,77777777777778
"CH";26,2;112,082936507937
"CH";26,3;484,280952380952
"CH";26,4;65,7952380952381
"CH";26,5;615,969444444444
"CH";26,51;149,400396825397
"CH";26,52;669,108333333333
"CH";26,6;39,122619047619
"CH";26,7;207,817261904762
"CH";26,8;29,4678571428571
"CH";27,1;173,459523809524
"CH";27,12;79,3666666666667
"CH";27,2;35,1305555555556
"CH";27,3;59,1333333333333
"CH";27,33;392,783333333333
"CH";27,4;57,875
"CH";27,5;583,683333333333
"CH";27,9;152,461111111111
"CH";28,1;709,994047619048
"CH";28,11;83,8714646464646
"CH";28,14;47,75
"CH";28,21;24,9157738095238
"CH";28,22;134,666666666667
"CH";28,23;310,096428571429
"CH";28,25;100,513888888889
"CH";28,29;667,661011904762
"CH";28,3;231,805555555556
"CH";28,4;934,915079365079
"CH";28,9;1127,80654761905
"CH";28,92;47,9611111111111
"CH";28,94;547,534523809524
"CH";28,95;10,8428571428571
"CH";28,99;107,067857142857
"CH";29,1;425,225
"CH";29,3;1,25
"CH";30;242,942857142857
"CH";31;320,45
"CH";32;645,866666666667
"CH";32,5;652,069032356532
"CH";32,9;528,849801587302
"CH";42,2;36,3333333333333
"CH";42,91;14,1666666666667
"CH";43;523,177777777778
"CH";62;17,9333333333333
"CI";20,2;1
"CI";26,7;1
"CI";32,5;1
"CL";10;2
"CL";16;0,444444444444444
"CL";20,1;3,22222222222222
"CL";20,2;0,5
"CL";20,3;1,11111111111111
"CL";20,5;2,55555555555556
"CL";21;4,1
"CL";24;2,66666666666667
"CL";25,1;1
"CL";26,2;1,75
"CL";26,3;1,58333333333333
"CL";26,5;2,5
"CL";28,1;4,5
"CL";28,11;0,5
"CL";28,23;0,333333333333333
"CL";28,29;1
"CL";28,9;2
"CL";28,94;1
"CL";28,99;3,16666666666667
"CL";29,1;1,5
"CL";32;4
"CL";32,5;1,36666666666667
"CL";43;1
"CM";28,9;1
"CM";29,1;0,5
"CN";10;1634,825
"CN";11;589,666666666667
"CN";12;89,7
"CN";13;141,283333333333
"CN";14;57,95
"CN";15;58,4166666666667
"CN";16;58,5333333333333
"CN";17;121,866666666667
"CN";18,1;76,5
"CN";19;386,916666666667
"CN";20,1;3057,87622465254
"CN";20,2;479,10641025641
"CN";20,3;365,494298245614
"CN";20,4;127,3
"CN";20,42;5,93333333333333
"CN";20,5;363,316666666667
"CN";20,51;44,5
"CN";20,6;48,0666666666667
"CN";21;3948,59728327228
"CN";22;266,829146730463
"CN";22,1;4,2
"CN";22,2;28,6666666666667
"CN";23;99,669298245614
"CN";23,1;118,125
"CN";23,3;100,916666666667
"CN";23,42;47,8333333333333
"CN";23,5;492,527777777778
"CN";24;667,060568086884
"CN";25,1;38
"CN";25,2;57,6666666666667
"CN";25,3;17
"CN";25,4;24,6666666666667
"CN";25,5;53
"CN";25,6;70,4333333333333
"CN";25,7;169,5
"CN";25,9;23,4833333333333
"CN";25,94;4,66666666666667
"CN";26,1;858,288345864662
"CN";26,11;63,2833333333333
"CN";26,2;1500,21825396825
"CN";26,3;1668,11111111111
"CN";26,4;77,5694444444444
"CN";26,5;968,197222222222
"CN";26,51;189,205555555556
"CN";26,52;21,2361111111111
"CN";26,6;236,361111111111
"CN";26,7;262,253968253968
"CN";26,8;17,8333333333333
"CN";27,1;283,252631578947
"CN";27,12;79,0484649122807
"CN";27,2;192,298464912281
"CN";27,3;53,125
"CN";27,33;190,8
"CN";27,4;60,6845238095238
"CN";27,5;641,175
"CN";27,9;212,969298245614
"CN";28,1;726,102631578947
"CN";28,11;49,4166666666667
"CN";28,14;40,5
"CN";28,21;65,25
"CN";28,22;76,6359649122807
"CN";28,23;497,835317460317
"CN";28,25;234,658333333333
"CN";28,29;698,654146730462
"CN";28,3;411,5
"CN";28,4;566,213345864662
"CN";28,9;1069,52207602339
"CN";28,92;42,5
"CN";28,94;151,533333333333
"CN";28,95;13,6666666666667
"CN";28,99;121,55
"CN";29,1;547,587155388471
"CN";29,3;1,0859649122807
"CN";30;310,952631578947
"CN";31;86,3333333333333
"CN";32;494,652380952381
"CN";32,5;795,316666666667
"CN";32,9;405,885964912281
"CN";42,2;30
"CN";42,91;38,6666666666667
