"ctry_code";"nace2_code";"n_tech_reg"
"AD";22;1,5
"AD";23,1;2
"AD";23,3;0,5
"AD";24;1
"AD";25,4;0,5
"AD";26,1;0,333333333333333
"AD";26,2;0,5
"AD";26,5;0,333333333333333
"AD";26,6;0,333333333333333
"AD";27,5;2
"AD";28,23;0,5
"AD";28,9;1,5
"AD";29,1;1
"AD";30;4,5
"AD";32;1,33333333333333
"AD";32,5;4,5
"AD";43;0,5
"AE";18,1;0,166666666666667
"AE";19;0,666666666666667
"AE";20,1;2,29166666666667
"AE";20,2;0,166666666666667
"AE";20,4;0,333333333333333
"AE";20,42;0,333333333333333
"AE";20,51;0,5
"AE";21;0,333333333333333
"AE";22;0,0833333333333333
"AE";22,2;0,5
"AE";23,1;1
"AE";23,5;0,125
"AE";25,1;0,5
"AE";26,1;1
"AE";26,2;0,5
"AE";26,3;4,39285714285714
"AE";26,5;4,375
"AE";26,51;1,1
"AE";26,7;0,5
"AE";28,1;5
"AE";28,23;6,5
"AE";28,29;0,833333333333333
"AE";28,3;1
"AE";28,4;0,666666666666667
"AE";28,9;9,15119047619048
"AE";29,1;3,5
"AE";30;0,0833333333333333
"AE";31;1
"AE";32;1,66666666666667
"AE";32,5;3,125
"AE";32,9;2
"AE";42,2;0,333333333333333
"AE";42,91;1
"AE";43;0,166666666666667
"AE";62;1,625
"AF";22;1
"AF";25,7;0,5
"AG";21;0,2
"AG";26,1;1,75
"AG";26,5;0,25
"AG";27,12;0,5
"AG";27,33;0,5
"AG";27,5;0,5
"AG";28,23;1,5
"AG";28,29;0,5
"AG";28,9;0,5
"AG";31;0,5
"AG";32;2
"AI";30;0,5
"AI";32,5;0,5
"AI";43;1
"AL";20,1;1,11111111111111
"AL";21;2
"AL";25,4;1,16666666666667
"AL";26,5;0,5
"AL";27,3;0,111111111111111
"AL";28,23;1
"AL";28,29;1,11111111111111
"AL";29,1;1
"AL";30;1,5
"AL";32;1
"AL";32,5;0,5
"AL";43;1
"AM";10;3,96666666666667
"AM";11;1,5
"AM";20,1;1
"AM";20,3;0,5
"AM";21;4,85378787878788
"AM";23,3;1,75
"AM";23,5;1,33333333333333
"AM";25,7;1
"AM";26,1;3,62916666666667
"AM";26,2;3,22916666666667
"AM";26,3;2,16666666666667
"AM";26,5;4,02462121212121
"AM";26,51;2,16666666666667
"AM";27,1;0,333333333333333
"AM";27,5;1
"AM";27,9;1
"AM";28,1;1,66666666666667
"AM";28,22;0,25
"AM";28,23;0,166666666666667
"AM";28,29;0,566666666666667
"AM";28,4;4,61666666666667
"AM";28,9;2,58333333333333
"AM";28,92;0,916666666666667
"AM";29,1;0,666666666666667
"AM";31;1
"AM";32;2,5
"AM";32,5;9
"AM";32,9;0,229166666666667
"AM";43;10,0595238095238
"AN";20,1;2,41666666666667
"AN";21;2,2
"AN";22;0,5
"AN";23,3;0,5
"AN";25,2;0,333333333333333
"AN";25,3;0,5
"AN";25,7;2
"AN";26,1;1
