"ctry_code";"nace2_code";"n_tech_reg"
"AD";10;0,5
"AD";11;0,333333333333333
"AD";13;0,5
"AD";20,1;0,5
"AD";20,4;0,142857142857143
"AD";20,6;0,5
"AD";21;0,666666666666667
"AD";23,3;0,5
"AD";26,1;0,833333333333333
"AD";26,2;0,5
"AD";26,3;1
"AD";26,7;1
"AD";27,33;0,666666666666667
"AD";27,5;1,5
"AD";27,9;0,5
"AD";28,1;0,75
"AD";28,23;1
"AD";28,25;0,5
"AD";28,29;2
"AD";28,94;1
"AD";29,1;0,5
"AD";30;1,5
"AD";31;0,5
"AD";32;0,5
"AD";32,5;1
"AD";32,9;0,916666666666667
"AD";43;0,5
"AD";62;1,5
"AE";10;5,3
"AE";11;0,5
"AE";12;1
"AE";14;1,33333333333333
"AE";15;1,08333333333333
"AE";18,1;0,75
"AE";19;2,99583333333333
"AE";20,1;14,3319444444444
"AE";20,2;0,666666666666667
"AE";20,3;0,266666666666667
"AE";20,4;4,94924242424242
"AE";20,42;1,00833333333333
"AE";20,5;0,2625
"AE";21;13,7678571428571
"AE";22;2,6
"AE";23;1,33333333333333
"AE";23,1;0,25
"AE";23,3;1
"AE";23,42;0,416666666666667
"AE";23,5;1,0625
"AE";24;7,16666666666667
"AE";25,2;0,5
"AE";25,4;1
"AE";25,6;0,125
"AE";25,9;0,5
"AE";26,1;5,78333333333333
"AE";26,11;0,75
"AE";26,2;25,2791666666667
"AE";26,3;41,9873015873016
"AE";26,4;2,29166666666667
"AE";26,5;11,3888888888889
"AE";26,51;6,83055555555556
"AE";26,52;2
"AE";26,6;1
"AE";26,7;0,5625
"AE";27,1;6,08333333333333
"AE";27,12;2,5
"AE";27,3;0,5
"AE";27,33;1,83333333333333
"AE";27,5;6,55555555555556
"AE";27,9;1,86666666666667
"AE";28,1;11,8555555555556
"AE";28,11;3,51666666666667
"AE";28,14;0,416666666666667
"AE";28,22;0,333333333333333
"AE";28,23;8,68888888888889
"AE";28,25;0,75
"AE";28,29;10,5690476190476
"AE";28,3;2
"AE";28,4;1,25
"AE";28,9;24,3805555555556
"AE";28,92;0,25
"AE";28,94;0,25
"AE";28,99;0,25
"AE";29,1;4,25
"AE";30;6,5
"AE";31;3,83333333333333
"AE";32;11,2166666666667
"AE";32,5;20,7833333333333
"AE";32,9;5,65555555555556
"AE";42,2;1,47222222222222
"AE";42,91;1
"AE";43;6,08333333333333
"AE";62;23,1593776106934
"AF";25,9;0,166666666666667
"AF";26,2;0,1
"AF";26,3;0,1
"AG";10;0,333333333333333
"AG";20,2;1,33333333333333
"AG";21;0,833333333333333
"AG";28,92;1
"AG";32,5;0,833333333333333
"AI";13;0,333333333333333
"AI";15;1
"AI";26,5;1
"AI";27,33;1,5
"AI";27,4;0,5
"AI";28,94;0,333333333333333
"AI";31;0,333333333333333
"AL";20,1;0,25
"AL";21;0,583333333333333
"AL";22;0,25
"AL";26,2;0,0625
"AL";26,3;0,229166666666667
"AL";27,5;1
"AL";28,1;1,25
"AL";29,1;0,75
"AL";30;0,333333333333333
"AL";32;1
"AL";32,9;0,25
"AM";10;4,23571428571429
"AM";11;1,45238095238095
"AM";12;0,0357142857142857
"AM";20,1;0,908333333333333
"AM";20,4;0,783333333333333
"AM";20,42;0,2
"AM";21;3,97738095238095
"AM";23;0,222222222222222
"AM";23,1;0,111111111111111
"AM";25,7;3
"AM";26,1;10,3829365079365
"AM";26,11;0,111111111111111
"AM";26,2;9,98690476190476
"AM";26,3;3,54166666666667
"AM";26,5;1,375
"AM";26,51;0,325
"AM";26,6;0,833333333333333
"AM";26,7;0,25
"AM";27,2;0,5
"AM";27,33;0,5
"AM";27,5;0,333333333333333
"AM";27,9;1
"AM";28,1;1,33333333333333
"AM";28,22;1
"AM";28,3;0,333333333333333
"AM";28,4;1,33333333333333
"AM";28,9;1,91666666666667
"AM";32,5;4,83333333333333
"AM";32,9;4,14285714285714
"AM";43;1,5
"AN";20,1;1
"AN";21;2
"AN";25,9;1
"AN";26,3;2,16666666666667
"AN";26,5;1
"AN";26,51;1
"AN";26,6;1
"AN";27,5;1,5
"AN";28,11;0,25
"AN";28,29;0,0833333333333333
"AN";28,9;1
"AN";29,1;0,142857142857143
"AN";30;1
"AN";32,5;1
"AN";32,9;0,5
