"";"10";"10.5";"11";"12";"13";"14";"15";"16";"17";"18.1";"19";"20.1";"20.2";"20.3";"20.4";"20.42";"20.5";"20.51";"20.6";"21";"22";"22.1";"22.2";"23";"23.1";"23.3";"23.42";"23.5";"24";"24.46";"25.1";"25.2";"25.3";"25.4";"25.5";"25.6";"25.7";"25.9";"25.94";"26.1";"26.11";"26.2";"26.3";"26.4";"26.5";"26.51";"26.52";"26.6";"26.7";"26.8";"27.1";"27.12";"27.2";"27.3";"27.33";"27.4";"27.5";"27.9";"28.1";"28.11";"28.14";"28.21";"28.22";"28.23";"28.25";"28.29";"28.3";"28.4";"28.9";"28.92";"28.94";"28.95";"28.99";"29.1";"29.3";"30";"31";"32";"32.5";"32.9";"42.2";"42.91";"43";"62"
"23.5";1924;17;417;256;14813;146;199;1974;8316;3823;6544;667460;6299;53946;5079;2451;29306;1265;20493;20117;24443;112;4468;71678;90408;169228;2854;3704135;139514;196;65436;2706;8069;2338;40329;6034;2650;1868;8;318979;18636;5748;13693;499;29200;6975;729;3455;7413;519;5186;1257;35496;150874;5794;1523;24236;18128;34096;15376;1846;35917;336;17188;3558;76020;17541;60854;291850;18407;6515;607;18737;13510;105;7915;708;12619;29335;5858;737;13280;144298;504
"24";925;7;117;40;3190;332;237;48;1663;3986;12746;351586;1624;12179;2223;434;92894;3258;3518;18649;55855;23;7168;60744;14645;9469;13;139514;8104296;100;197589;6973;32172;2845;364748;85408;1675;7140;18;362635;19494;19941;8064;391;88119;32447;2287;6425;6454;1745;16358;1692;90842;84139;47615;1818;44666;7924;153151;22784;73;129287;3459;37220;35335;132249;2782;566183;926307;3410;3985;655;58073;82339;135;14355;608;35393;28756;11919;944;718;10067;4355
"24.46";102;0;0;0;16;1;0;0;17;39;59;2463;2;229;25;0;102;1;2;1145;127;0;4;113;62;25;0;196;100;16361;16;17;443;5;8;208;0;1;0;2230;225;105;107;17;1957;174;25;1334;200;2;199;20;194;48;3;247;67;47;74;52;0;0;1;66;22;775;54;132;582;4;4;0;105;70;0;155;0;25;3186;99;0;1;2;9
"25.1";321;9;28;75;4641;5313;829;62;646;392;1504;47053;113;845;293;304;2110;161;1410;520;8015;0;328;4851;7519;3341;13;65436;197589;16;669736;11172;580;251;4604;456;8105;5031;280;14243;229;1557;2599;88;12713;6430;265;1620;1236;54;1999;670;1311;461;1650;1178;36336;545;10943;8427;954;154784;938;899;4731;69847;1316;11418;30558;62;4086;179;5437;8737;0;1382;2476;9893;10594;7635;100;33;4875;298
"25.2";687;36;212;1412;54;38;20;58;2487;135;1969;38040;1;1379;163;0;2768;128;4;816;773;0;102;4364;1744;288;20;2706;6973;17;11172;572302;10147;106;174;884;2094;844;2;17298;408;1795;1507;2;11161;7101;15;139;4431;4;19897;2362;1663;143;462;989;28251;369;36913;37256;284;16327;227;336;45213;132620;2175;6190;28819;449;205;180;1587;5719;4;2943;138;5036;5100;1663;1198;394;18361;519
"25.3";105;1;16;0;102;1;16;0;5;68;189;80157;95;200;44;0;4285;109;53;634;469;0;47;1764;467;458;0;8069;32172;443;580;10147;870142;953;2489;933;618;1614;29;8899;756;14050;9015;668;49411;16326;106;12387;2976;37;2263;2467;624;805;2332;169;2003;2492;17057;4192;10;747;1646;1266;5331;26233;143;31570;15408;39;144;0;2414;6729;9;2971;30;8857;17463;3552;105;1036;9960;4544
"25.4";75;0;4;3;3385;5115;202;114;56;332;1;6564;72;1107;200;58;3601;54279;1033;564;3405;0;286;14097;668;297;1;2338;2845;5;251;106;953;592193;388;170;1809;1076;247;3321;538;10660;14119;824;35040;7948;471;1339;9257;15;2285;1002;3588;288;2803;1827;929;3325;14705;2645;41;173;821;2757;411;5179;2879;8824;5094;787;2931;0;595;14403;255;51796;769;13090;3390;5905;40;855;2400;661
"25.5";661;0;77;34;1363;18;14;146;524;877;545;87662;1771;16770;672;377;10673;1877;993;7590;39963;0;1493;12158;3205;16122;1;40329;364748;8;4604;174;2489;388;1049928;8161;207;515;0;171205;74665;3146;1363;10;12403;1697;451;3042;1713;66;5723;77;26618;28168;11717;613;3660;1126;29161;3569;5;7371;96;14673;1837;15452;187;83540;186485;2441;777;19;5216;12643;11;1441;14;1995;11399;1086;79;9;595;268
"25.6";579;9;4;44;2697;37;24;38;288;1811;41;57641;968;20994;518;53;34344;225;684;4455;9442;3;399;29963;9104;515;172;6034;85408;208;456;884;933;170;8161;830245;297;711;2;115901;19379;3606;2842;83;14555;1338;1989;1284;6053;302;1264;179;19042;10796;9090;456;3738;1416;11682;1483;371;460;602;10836;2863;15107;169;27353;174239;79;753;130;1662;10944;0;856;83;3963;14243;9743;344;151;1075;132
"25.7";102;2;25;128;1298;78;28;3236;386;1780;194;10955;366;2203;53;13;2544;315;248;931;11175;25;593;17910;18191;902;833;2650;1675;0;8105;2094;618;1809;207;297;1377936;7883;68140;20135;304;24676;59828;1803;12641;17701;988;169;8961;39;20195;12783;1048;1191;12464;6551;36599;6696;34027;748;3662;96;14725;59705;13257;21033;6910;14413;27339;3161;1663;20;9043;187558;912;29122;22150;9426;8416;15416;954;2971;81280;8920
"25.9";157;13;53;9;197;326;318;850;1033;89;49;5146;69;1493;89;27;6672;1100;40;547;14058;0;288;4526;243;662;599;1868;7140;1;5031;844;1614;1076;515;711;7883;568444;1217;13691;157;2609;6404;80;8278;5740;382;397;3194;19;3852;2477;983;1665;21875;2830;9694;1402;57167;2649;1971;122;3500;3819;3201;11054;4122;65315;28665;2677;362;55;994;60350;15;19207;21950;31188;8564;9906;869;601;41657;94
"25.94";24;1;16;9;7;17;8;4;90;0;0;226;1;13;3;6;9;27;5;54;111;0;1;105;0;5;14;8;18;0;280;2;29;247;0;2;68140;1217;126063;2891;0;1222;1716;37;537;210;87;23;278;0;208;1658;202;1;831;165;3384;135;2026;44;229;2;576;2098;213;1036;603;908;3825;61;60;3;768;12721;1;3548;2847;850;834;1618;27;40;2182;5
"26.1";2321;140;224;842;14578;2546;926;695;6763;46662;2150;1694313;2054;131924;28684;998;334022;1628;12798;281864;148831;396;10565;303460;122907;19928;601;318979;362635;2230;14243;17298;8899;3321;171205;115901;20135;13691;2891;21779366;258631;1040570;955305;203204;986943;195958;11529;223396;371487;32044;256645;150554;225854;440317;307464;183800;527358;270120;156547;10610;1127;15046;9986;666841;66412;281373;7912;608256;1249554;3842;12236;574;25332;191359;1032;22617;13936;29514;161663;989150;817;437;58408;12997
"26.11";2451;1;162;683;8331;181;57;180;1528;5688;3682;511557;5712;22504;2936;1664;18894;1068;12752;84593;16943;80;808;21108;7800;1104;0;18636;19494;225;229;408;756;538;74665;19379;304;157;0;258631;1325082;15841;32481;1503;153853;22850;1436;7038;55514;655;14704;1200;116513;22037;13834;1765;4933;4333;14104;872;5;316;665;24237;2037;20880;1206;17233;65275;45;9502;17;9071;25656;0;1489;86;1875;45664;24207;18;43;309;156
"26.2";6458;685;322;1286;2034;3648;2731;308;2262;43086;5055;411288;1581;27421;2609;677;49413;2970;691;144390;57582;110;905;91778;38528;1511;451;5748;19941;105;1557;1795;14050;10660;3146;3606;24676;2609;1222;1040570;15841;24615210;4429663;139348;1070343;408063;33456;27585;919128;10244;19990;167185;22133;44880;78840;159326;99985;219876;167731;9471;1015;1125;9609;2831276;30905;84386;30351;106913;231599;9050;5928;411;4791;207315;37413;52319;17838;194666;417442;739108;1844;5493;21571;2018913
"26.3";1928;375;131;1232;3406;5682;4988;322;1959;45994;409;57693;994;7140;1317;307;7328;4274;768;15749;31922;62;734;23714;17679;1086;4920;13693;8064;107;2599;1507;9015;14119;1363;2842;59828;6404;1716;955305;32481;4429663;26909641;324035;1056539;554463;37570;44264;1175513;9540;36028;238381;23810;15254;104525;56484;98230;476247;131540;6452;5590;761;21455;2451573;43427;69650;32400;76624;183848;7729;3537;222;5538;300749;23515;72910;19564;129807;346100;246590;2004;2116;29492;856926
"26.4";143;15;0;72;128;20;19;1;77;1632;30;3208;151;141;70;3;209;420;30;890;481;0;43;262;66;36;241;499;391;17;88;2;668;824;10;83;1803;80;37;203204;1503;139348;324035;1419837;86063;54715;10767;4028;5948;86;8752;13902;635;640;27839;1290;11840;91822;5012;286;295;36;750;50122;491;1586;464;2593;3168;87;329;9;1062;14044;141;667;249;3154;7061;3094;225;8;128;602
"26.5";42441;2612;5698;9060;9803;3968;5152;784;6413;12002;8153;591606;21277;26692;13920;10843;91199;15532;4841;1683870;77617;332;4938;22531;18363;11225;10776;29200;88119;1957;12713;11161;49411;35040;12403;14555;12641;8278;537;986943;153853;1070343;1056539;86063;24656266;1018618;38154;80462;381766;6025;95580;207856;122915;26855;124238;29669;85974;526958;399535;47954;5116;12197;40690;494366;31953;328574;123868;218748;480478;20332;14398;2609;62597;620482;54030;180311;5647;81519;925031;316184;10907;17108;39395;156845
"26.51";4759;321;269;3000;1075;1926;2302;428;891;2863;3049;61121;377;4147;436;153;4799;4224;492;7129;36473;86;1058;3516;5417;2168;4076;6975;32447;174;6430;7101;16326;7948;1697;1338;17701;5740;210;195958;22850;408063;554463;54715;1018618;5712488;9282;10788;39110;369;62142;132490;13555;8872;51954;5936;79218;133080;256402;17944;4330;4462;15636;145606;34445;109972;46839;227363;185076;13544;10189;1198;9463;205349;12116;48450;7107;27398;106615;35517;5242;6239;17226;162170
"26.52";215;0;2;100;16;137;201;8;47;670;0;2839;94;479;18;17;728;189;2;1766;1799;6;21;669;824;18;171;729;2287;25;265;15;106;471;451;1989;988;382;87;11529;1436;33456;37570;10767;38154;9282;310310;518;4809;28;12633;4481;2557;75;9192;1237;5033;3547;5020;36;285;1;54;19072;770;1288;814;3353;5483;14;22;0;42;3502;18;1974;494;13644;9149;9655;34;3;133;3082
"26.6";2459;102;288;81;1688;4521;1789;88;295;434;688;69339;1608;1438;2628;1967;29835;492;720;75468;6347;64;243;5568;3506;137;65;3455;6425;1334;1620;139;12387;1339;3042;1284;169;397;23;223396;7038;27585;44264;4028;80462;10788;518;1409942;35164;4469;2509;6486;4534;4132;9041;5426;16666;14847;5498;3724;1222;1845;229;12441;1519;17990;2860;23463;97066;151;1300;41;1598;3797;7;5574;2658;7509;466790;29747;107;10;825;3204
"26.7";465;39;57;242;5532;1128;180;139;1151;35950;269;361222;1983;66695;4836;647;44103;747;4620;28431;137618;157;2266;142443;199890;1059;73;7413;6454;200;1236;4431;2976;9257;1713;6053;8961;3194;278;371487;55514;919128;1175513;5948;381766;39110;4809;35164;6191069;48931;46212;8347;5358;55126;72940;181103;60961;22252;49916;581;314;366;4649;475534;2273;16009;3210;79260;163862;3807;4772;23;2475;73097;1656;9884;4712;30486;340438;387261;324;478;7044;11161
"26.8";429;30;16;2;1536;11;0;86;5661;40299;285;92363;380;6710;1823;952;3859;69;326;33496;7520;51;646;10897;1614;106;0;519;1745;2;54;4;37;15;66;302;39;19;0;32044;655;10244;9540;86;6025;369;28;4469;48931;563292;26;68;350;2385;311;479;839;130;375;5;1;31;2;43338;56;3374;98;1079;21235;0;493;105;2283;367;21;82;30;568;5917;100043;10;0;70;102
"27.1";497;11;105;214;307;832;1882;9;168;158;350;23192;101;2893;21;4;5207;897;167;852;8269;47;377;5622;1005;538;492;5186;16358;199;1999;19897;2263;2285;5723;1264;20195;3852;208;256645;14704;19990;36028;8752;95580;62142;12633;2509;46212;26;3358765;163219;11648;16363;59458;8687;41372;139236;360614;31333;712;884;30643;66962;20162;43576;10505;64529;67648;5222;6002;121;3982;224440;14916;39946;2011;9429;15620;10747;4017;1954;27411;4104
"27.12";402;2;4;1376;219;1932;1376;8;38;672;193;14420;9;1810;15;12;865;229;47;300;3305;5;44;1287;112;52;589;1257;1692;20;670;2362;2467;1002;77;179;12783;2477;1658;150554;1200;167185;238381;13902;207856;132490;4481;6486;8347;68;163219;4098255;248307;10194;170158;12352;39790;398357;67137;8476;617;314;19160;44282;14486;27376;12235;18610;17897;2589;243;23;1739;240089;12091;24774;5854;12193;16032;11427;1621;1635;15527;172908
"27.2";2462;24;66;763;11965;604;97;60;3451;1383;7177;648684;369;7867;536;126;13465;879;9607;22684;21188;230;1505;32947;8653;1718;221;35496;90842;194;1311;1663;624;3588;26618;19042;1048;983;202;225854;116513;22133;23810;635;122915;13555;2557;4534;5358;350;11648;248307;4471532;90466;23462;2594;10908;25532;22094;11615;122;1523;4008;8728;18048;76110;1673;39285;83023;81;5544;320;7705;165666;6661;16466;343;5006;9850;12065;362;50;1580;4577
"27.3";251;18;1;38;8070;633;170;60;7582;3507;1097;512130;970;77504;868;495;46094;197;6466;9772;51164;301;15564;70527;24093;15018;32;150874;84139;48;461;143;805;288;28168;10796;1191;1665;1;440317;22037;44880;15254;640;26855;8872;75;4132;55126;2385;16363;10194;90466;1906278;161303;1468;18652;34467;4812;242;33;1037;895;15213;694;11119;1261;26874;111447;150;4139;153;2675;23298;1;1888;644;16293;6104;17232;69;59;3270;460
"27.33";289;12;3;249;944;1305;67;21;106;2525;88;30950;253;5500;340;214;16082;1755;323;1923;24633;5;1325;9280;1443;564;1137;5794;47615;3;1650;462;2332;2803;11717;9090;12464;21875;831;307464;13834;78840;104525;27839;124238;51954;9192;9041;72940;311;59458;170158;23462;161303;4349521;30750;45599;89703;49811;1578;800;685;21240;42054;7794;33888;21952;93695;73152;3207;1546;4;3308;161243;659;20173;8395;65079;16767;19693;1002;1276;45528;3993
"27.4";1141;29;7;235;490;1930;1155;140;556;1475;100;31039;480;3944;305;151;3009;667;69;1776;11237;128;334;13033;5941;109;420;1523;1818;247;1178;989;169;1827;613;456;6551;2830;165;183800;1765;159326;56484;1290;29669;5936;1237;5426;181103;479;8687;12352;2594;1468;30750;1459482;143715;9718;13338;371;4828;217;4372;15810;10607;10071;18737;11457;21204;10189;1058;25;918;65107;113;13288;15935;12840;23442;56996;1398;170;23251;1421
"27.5";86642;1521;6985;7484;37019;8157;2195;1386;5591;7372;3535;238658;6716;12535;43479;20335;17403;900;5545;35113;64753;7;3507;50167;23214;3926;2690;24236;44666;67;36336;28251;2003;929;3660;3738;36599;9694;3384;527358;4933;99985;98230;11840;85974;79218;5033;16666;60961;839;41372;39790;10908;18652;45599;143715;6209524;82203;160782;18139;24792;26444;12978;170035;212240;322335;29247;80705;243561;3233;20932;497;27792;76378;303;17253;97342;99017;104459;213401;9385;690;56199;16107
