"";"10";"10.5";"11";"12";"13";"14";"15";"16";"17";"18.1";"19";"20.1";"20.2";"20.3";"20.4";"20.42";"20.5";"20.51";"20.6";"21";"22";"22.1";"22.2";"23";"23.1";"23.3";"23.42";"23.5";"24";"24.46";"25.1";"25.2";"25.3";"25.4";"25.5";"25.6";"25.7";"25.9";"25.94";"26.1";"26.11";"26.2";"26.3";"26.4";"26.5";"26.51";"26.52";"26.6";"26.7";"26.8";"27.1";"27.12";"27.2";"27.3";"27.33";"27.4";"27.5";"27.9";"28.1";"28.11";"28.14";"28.21";"28.22";"28.23";"28.25";"28.29";"28.3";"28.4";"28.9";"28.92";"28.94";"28.95";"28.99";"29.1";"29.3";"30";"31";"32";"32.5";"32.9";"42.2";"42.91";"43";"62"
"27.9";678;102;8;139;5032;262;164;246;461;1196;225;23387;122;1822;148;62;2281;625;712;1642;8551;7;851;17380;2527;671;599;18128;7924;47;545;369;2492;3325;1126;1416;6696;1402;135;270120;4333;219876;476247;91822;526958;133080;3547;14847;22252;130;139236;398357;25532;34467;89703;9718;82203;4660981;81571;17079;891;286;16630;195297;19862;35208;6044;22719;31863;24459;782;52;7031;351485;102027;75213;1562;28248;37019;129634;328;588;33343;106068
"28.1";5533;680;1125;1698;4937;1492;1921;465;2036;782;4172;208796;835;9866;1215;240;43612;5741;1671;9597;106345;303;5904;43794;4363;7198;9828;34096;153151;74;10943;36913;17057;14705;29161;11682;34027;57167;2026;156547;14104;167731;131540;5012;399535;256402;5020;5498;49916;375;360614;67137;22094;4812;49811;13338;160782;81571;10753416;387400;8312;8129;86924;198724;113861;365619;102135;390983;482406;29485;13107;6521;35759;1270239;170192;268749;32561;103148;116062;52455;40312;26001;135054;18966
"28.11";270;13;67;12;1176;50;1;15;389;34;9166;167019;62;1141;191;14;8002;9432;435;673;7545;17;331;6901;919;2718;11;15376;22784;52;8427;37256;4192;2645;3569;1483;748;2649;44;10610;872;9471;6452;286;47954;17944;36;3724;581;5;31333;8476;11615;242;1578;371;18139;17079;387400;2097398;46;10806;1480;1861;34672;384050;7964;32299;52249;702;723;94;9301;507811;12668;63929;219;22837;3977;3007;436;270;2754;2173
"28.14";230;10;20;35;5479;630;58;126;9247;259;23;23352;2438;1048;7292;4939;374;0;774;2375;7132;0;156;5795;361;259;38792;1846;73;0;954;284;10;41;5;371;3662;1971;229;1127;5;1015;5590;295;5116;4330;285;1222;314;1;712;617;122;33;800;4828;24792;891;8312;46;401439;193;413;1555;22765;33382;1195;1514;18085;31;1822;1374;5181;1993;0;1082;12999;6148;60081;16943;31446;35;21112;633
"28.21";757;0;82;8;377;0;0;22;3067;10;11142;144105;158;167;47;2;5759;630;1321;1577;1285;0;2307;499;7243;1440;42;35917;129287;0;154784;16327;747;173;7371;460;96;122;2;15046;316;1125;761;36;12197;4462;1;1845;366;31;884;314;1523;1037;685;217;26444;286;8129;10806;193;810440;167;373;4356;205604;310;7026;32771;37;406;26;5059;3620;0;1424;39;3019;3801;1095;233;111;1098;692
"28.22";271;1;55;794;301;21;69;34;19;221;180;13953;88;1850;1234;36;1474;28;23;244;11312;9;263;2694;2751;1369;61;336;3459;1;938;227;1646;821;96;602;14725;3500;576;9986;665;9609;21455;750;40690;15636;54;229;4649;2;30643;19160;4008;895;21240;4372;12978;16630;86924;1480;413;167;1569991;9228;3141;118662;8060;29269;59752;10720;733;26;2144;120673;2313;70533;3254;22885;12845;6974;711;5422;37521;8979
"28.23";4563;572;581;1506;20120;1408;517;485;23984;576253;263;400851;810;311159;5751;2421;58328;997;2332;50267;114063;173;4465;70379;21882;2692;909;17188;37220;66;899;336;1266;2757;14673;10836;59705;3819;2098;666841;24237;2831276;2451573;50122;494366;145606;19072;12441;475534;43338;66962;44282;8728;15213;42054;15810;170035;195297;198724;1861;1555;373;9228;16801130;8355;111554;22071;91422;883099;4658;9515;384;15872;135489;16168;21154;24002;175303;138892;331794;758;472;11054;790231
"28.25";4147;133;383;1534;1555;749;142;491;837;112;3373;84695;1612;6605;232;85;8210;62;431;1573;10102;4;531;12137;1237;1121;5961;3558;35335;22;4731;45213;5331;411;1837;2863;13257;3201;213;66412;2037;30905;43427;491;31953;34445;770;1519;2273;56;20162;14486;18048;694;7794;10607;212240;19862;113861;34672;22765;4356;3141;8355;3064192;813054;15972;73736;63461;448;898;1001;19973;86196;145;15013;9267;30491;76115;8340;7018;553;45925;8702
"28.29";57638;1416;17702;19676;50180;5989;1706;3194;24354;3569;141899;2280037;16683;24363;27194;6068;104235;6368;33359;163317;89378;1545;14757;54667;28410;21225;4943;76020;132249;775;69847;132620;26233;5179;15452;15107;21033;11054;1036;281373;20880;84386;69650;1586;328574;109972;1288;17990;16009;3374;43576;27376;76110;11119;33888;10071;322335;35208;365619;384050;33382;205604;118662;111554;813054;11997529;101195;277327;761331;19465;40094;5808;177575;327304;2676;100258;26544;91134;301065;147133;25632;20506;97913;91101
"28.3";277184;3625;3010;2601;7627;1813;961;13252;3257;1611;1750;478877;203223;13420;3950;2929;8138;2690;4821;269616;15487;78;1137;21820;1046;1997;488;17541;2782;54;1316;2175;143;2879;187;169;6910;4122;603;7912;1206;30351;32400;464;123868;46839;814;2860;3210;98;10505;12235;1673;1261;21952;18737;29247;6044;102135;7964;1195;310;8060;22071;15972;101195;5963242;42238;162279;6808;7157;327;25314;118699;3404;27119;5508;20188;77031;26682;18612;45434;57260;28057
"28.4";7057;1062;1168;2799;7016;1595;838;25230;3781;10302;4945;157214;1105;15244;5938;1694;73970;10806;1289;8753;122851;111;9473;81726;44333;23416;286;60854;566183;132;11418;6190;31570;8824;83540;27353;14413;65315;908;608256;17233;106913;76624;2593;218748;227363;3353;23463;79260;1079;64529;18610;39285;26874;93695;11457;80705;22719;390983;32299;1514;7026;29269;91422;73736;277327;42238;10402731;692545;14170;8766;2687;24504;205464;740;78148;13814;112472;123236;71349;2210;2729;66935;25359
"28.9";151341;2011;7087;36875;67191;12216;12604;16608;90730;140535;28723;1120153;12877;292411;50079;6472;289573;29586;12536;60421;405658;592;53088;406176;97336;80996;2842;291850;926307;582;30558;28819;15408;5094;186485;174239;27339;28665;3825;1249554;65275;231599;183848;3168;480478;185076;5483;97066;163862;21235;67648;17897;83023;111447;73152;21204;243561;31863;482406;52249;18085;32771;59752;883099;63461;761331;162279;692545;20349994;201143;98214;44770;172280;212623;4622;118114;14856;196858;255434;398428;35682;145032;316522;55651
"28.92";130;0;0;20;921;44;6;255;6;141;459;13291;70;6420;77;36;3570;10821;42;211;3920;4;310;5852;436;7021;31;18407;3410;4;62;449;39;787;2441;79;3161;2677;61;3842;45;9050;7729;87;20332;13544;14;151;3807;0;5222;2589;81;150;3207;10189;3233;24459;29485;702;31;37;10720;4658;448;19465;6808;14170;201143;1444067;666;25;4955;7874;396;32652;513;7136;1577;11317;1822;16207;135834;3156
"28.94";1074;35;61;3746;293586;41851;2791;679;7757;3439;415;94125;2187;3251;22478;1566;13473;2740;320347;9808;39164;30;7095;42437;8159;1220;2;6515;3985;4;4086;205;144;2931;777;753;1663;362;60;12236;9502;5928;3537;329;14398;10189;22;1300;4772;493;6002;243;5544;4139;1546;1058;20932;782;13107;723;1822;406;733;9515;898;40094;7157;8766;98214;666;1744049;6139;3047;14677;5;3222;3917;19412;38078;5240;23;980;7095;940
"28.95";30;9;18;976;5910;4;49;248;45927;2167;34;5720;168;137;384;76;579;6;2010;92;2928;0;299;5605;59;389;0;607;655;0;179;180;0;0;19;130;20;55;3;574;17;411;222;9;2609;1198;0;41;23;105;121;23;320;153;4;25;497;52;6521;94;1374;26;26;384;1001;5808;327;2687;44770;25;6139;166560;2257;305;1;22;5;390;1408;1061;1;1;567;30
"28.99";21274;764;8131;1416;11649;690;251;832;9631;2016;30331;383289;9164;23195;45206;21658;32298;3126;1638;50557;24359;1052;27679;4323;2783;14891;644;18737;58073;105;5437;1587;2414;595;5216;1662;9043;994;768;25332;9071;4791;5538;1062;62597;9463;42;1598;2475;2283;3982;1739;7705;2675;3308;918;27792;7031;35759;9301;5181;5059;2144;15872;19973;177575;25314;24504;172280;4955;3047;2257;1711384;19231;2016;9858;1441;8126;73698;13826;3133;2176;8668;1881
"29.1";1542;98;152;1386;15472;1467;791;997;1232;2211;15377;167878;1555;12633;1452;158;32711;13646;3603;6797;161765;235;5762;83981;18936;4496;717;13510;82339;70;8737;5719;6729;14403;12643;10944;187558;60350;12721;191359;25656;207315;300749;14044;620482;205349;3502;3797;73097;367;224440;240089;165666;23298;161243;65107;76378;351485;1270239;507811;1993;3620;120673;135489;86196;327304;118699;205464;212623;7874;14677;305;19231;11966743;480819;328571;105139;125978;89236;85557;2041;2007;33624;33759
"29.3";0;0;0;0;1;5;0;0;25;0;86;263;0;241;3;1;90;1;0;132;2126;16;0;148;36;10;4;105;135;0;0;4;9;255;11;0;912;15;1;1032;0;37413;23515;141;54030;12116;18;7;1656;21;14916;12091;6661;1;659;113;303;102027;170192;12668;0;0;2313;16168;145;2676;3404;740;4622;396;5;1;2016;480819;743671;6411;232;783;6375;3507;0;0;233;4315
"30";1128;9;62;88;2295;6680;753;791;175;226;2352;104173;941;5501;196;12;8034;19211;374;2248;34590;13;1593;29981;1109;4192;2248;7915;14355;155;1382;2943;2971;51796;1441;856;29122;19207;3548;22617;1489;52319;72910;667;180311;48450;1974;5574;9884;82;39946;24774;16466;1888;20173;13288;17253;75213;268749;63929;1082;1424;70533;21154;15013;100258;27119;78148;118114;32652;3222;22;9858;328571;6411;3809591;12893;51393;28412;43110;2034;47898;44934;16461
"31";1169;62;46;200;9335;2109;677;1846;2777;2287;64;7636;666;979;4546;150;657;46;1067;1931;13772;18;586;10024;874;153;497;708;608;0;2476;138;30;769;14;83;22150;21950;2847;13936;86;17838;19564;249;5647;7107;494;2658;4712;30;2011;5854;343;644;8395;15935;97342;1562;32561;219;12999;39;3254;24002;9267;26544;5508;13814;14856;513;3917;5;1441;105139;232;12893;1053615;50807;89484;34419;7584;34;32943;7886
"32";2158;180;212;3339;17282;22613;8857;1781;4000;13021;1444;135125;3029;24814;3253;1988;15077;2898;10667;5648;147319;305;7381;78821;3541;5998;1714;12619;35393;25;9893;5036;8857;13090;1995;3963;9426;31188;850;29514;1875;194666;129807;3154;81519;27398;13644;7509;30486;568;9429;12193;5006;16293;65079;12840;99017;28248;103148;22837;6148;3019;22885;175303;30491;91134;20188;112472;196858;7136;19412;390;8126;125978;783;51393;50807;5177298;159291;115620;25290;14073;68216;49078
"32.5";56577;1205;6611;14433;72960;55296;15568;1440;11841;4046;5950;537627;77255;20283;64750;43847;79129;1328;28050;950791;110734;673;4527;84417;16587;3605;14350;29335;28756;3186;10594;5100;17463;3390;11399;14243;8416;8564;834;161663;45664;417442;346100;7061;925031;106615;9149;466790;340438;5917;15620;16032;9850;6104;16767;23442;104459;37019;116062;3977;60081;3801;12845;138892;76115;301065;77031;123236;255434;1577;38078;1408;73698;89236;6375;28412;89484;159291;11401707;167421;6653;779;24644;109822
"32.9";49636;573;6946;8030;12827;3282;1544;2713;20905;82940;1796;550238;13234;65586;28198;6769;56883;2447;2878;69730;174824;569;9256;263144;26406;3565;1282;5858;11919;99;7635;1663;3552;5905;1086;9743;15416;9906;1618;989150;24207;739108;246590;3094;316184;35517;9655;29747;387261;100043;10747;11427;12065;17232;19693;56996;213401;129634;52455;3007;16943;1095;6974;331794;8340;147133;26682;71349;398428;11317;5240;1061;13826;85557;3507;43110;34419;115620;167421;6012065;5859;2662;37453;115883
"42.2";217;17;113;1;99;13;8;13;39;34;50;41044;329;668;298;70;695;17;66;132;2703;0;60;1208;44;303;14230;737;944;0;100;1198;105;40;79;344;954;869;27;817;18;1844;2004;225;10907;5242;34;107;324;10;4017;1621;362;69;1002;1398;9385;328;40312;436;31446;233;711;758;7018;25632;18612;2210;35682;1822;23;1;3133;2041;0;2034;7584;25290;6653;5859;399442;8529;60174;2858
"42.91";90;0;9;2;1705;0;0;144;9;2;134;58716;743;1432;35;9;3754;1157;255;939;3031;0;226;5559;6;4539;78;13280;718;1;33;394;1036;855;9;151;2971;601;40;437;43;5493;2116;8;17108;6239;3;10;478;0;1954;1635;50;59;1276;170;690;588;26001;270;35;111;5422;472;553;20506;45434;2729;145032;16207;980;1;2176;2007;0;47898;34;14073;779;2662;8529;804235;39869;3900
"43";1497;126;144;1175;24261;556;193;24360;7284;4725;234;129113;3452;36296;494;114;25411;4337;1713;1928;47361;64;4320;166830;9950;80484;7536;144298;10067;2;4875;18361;9960;2400;595;1075;81280;41657;2182;58408;309;21571;29492;128;39395;17226;133;825;7044;70;27411;15527;1580;3270;45528;23251;56199;33343;135054;2754;21112;1098;37521;11054;45925;97913;57260;66935;316522;135834;7095;567;8668;33624;233;44934;32943;68216;24644;37453;60174;39869;4679142;15514
"62";4341;139;223;560;304;704;509;82;967;18181;573;17958;385;465;1245;822;666;211;0;9515;6127;0;664;448;308;246;390;504;4355;9;298;519;4544;661;268;132;8920;94;5;12997;156;2018913;856926;602;156845;162170;3082;3204;11161;102;4104;172908;4577;460;3993;1421;16107;106068;18966;2173;633;692;8979;790231;8702;91101;28057;25359;55651;3156;940;30;1881;33759;4315;16461;7886;49078;109822;115883;2858;3900;15514;6637840
