"";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"Step"
"BN";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24,1692076461131;"NoStep"
"BO";91,1298645780325;0;0;0;0;0;0;58,8424262650048;0;119,793488510179;0;36,6095024050945;0;0;0;129,615877418984;0;55,2069585475427;0;117,678427188333;0;0;42,9901365467421;51,859418166226;0;0;89,0378117032189;0;49,1858097408223;193,368747616402;0;98,2888336573014;51,083706519965;0;28,286880806866;"NoStep"
"BR";110968,093199093;22195,8704829248;91684,7793547718;1895,22101406002;6713,23335724839;4072,43746664723;1322,88609950689;2320,24393402685;17766,1323908686;14298,8490465098;6407,59878124184;72140,8146008959;96002,5568003544;39412,0577198487;16639,9568270192;3660,95024050945;33285,1376711042;7342,62809508086;138861,522921652;100970,768509389;18441,4657673875;0;124914,016023729;26713,0029717517;83132,4458053851;173827,989992841;20538,537735206;65913,3204892733;134696,340058854;112100;69686,9272930526;96739,2269580702;40000,3597717238;212705,622378042;0;"NoStep"
"BS";249,052809380835;0;96,684373808201;0;0;0;0;0;0;0;0;0;0;33,2531373174646;0;58,8424262650048;792,219148390022;0;319,999169750369;256,266516835661;1421,88937624135;0;651,495080731611;259,231754837968;214,79244654195;220,827834190171;70,7327384052825;117,678427188333;34,7543669754954;91,9238445229194;107,475341366855;466,734763496034;90,7657278024621;600;118,717082270958;"NoStep"
"BU";51,859418166226;0;100;0;0;12,2964524352056;0;0;0;25,5418532599825;0;0;0;8,01660918631344;0;0;88,6091391065767;0;156,28289710346;58,8424262650048;0;0;79,9997924375922;0;64,6313352836975;16,8796048162778;0;453,655570966445;122,738540881114;0;0;0;0;551,543067137516;0;"NoStep"
"BY";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73,493672194827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NoStep"
"BZ";0;0;0;0;0;0;0;0;0;0;100;0;0;0;96,684373808201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NoStep"
"CA";276401,743158463;196931,678609426;55398,8630070239;74363,5099292225;76019,7121062342;67260,7204028507;4858,21235218376;74198,6425871413;188815,036423681;211619,340513792;84478,0131165629;24020,7387954921;193072,61383286;397281,590591377;192700;107171,846020108;150890,423512018;26043,8862577654;568890,855487455;0;185127,018193527;0;555877,805516879;69585,7267848903;194106,611551209;46464,2668438727;248408,612018515;82392,8288655994;342740,150064239;36656,0417029518;378126,46954182;300567,113361645;298306,519330134;206104,696981762;679838,236134659;"NoStep"
"CC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,0843791058215;0;"NoStep"
"CD";0;0;0;0;0;0;0;0;0;0;16,8796048162778;0;0;30,6846352202786;55,2069585475427;70,7327384052825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NoStep"
"CH";120332,390952408;49635,3995735017;5980,39045298983;20504,7345423567;16096,6922923113;26361,2188842066;221,687582116431;53917,5995006935;125687,42250205;360819,812130364;27073,3284033004;130079,662503525;98735,8279865398;558608,630856998;24492,3065884192;250081,04027512;139790,723796374;48512,4082832605;302147,684130701;173931,80373859;108499,509867643;208,526201852973;381575,878614638;14627,393960029;226988,673313571;200410,726987836;157100;134328,37858959;129436,302932497;23486,2241512427;326986,552219336;0;137850,089204365;65744,730291195;390969,460849729;"NoStep"
