"";"Jaccard";"Association";"Cosine";"Jaccard_top4";"Association_top4";"Cosine_top4";"Jaccard_Top3";"Association_Top3";"Cosine_Top3";"Jaccard_Top7";"Association_Top7";"Cosine_Top7";"Period"
"US";0,0128924701598766;1,08628337858633;0,0263842215613498;0,142720606714987;0,947243289829695;0,238146693014336;0,222222222222222;0,895970296046445;0,265180427883379;0,0798073791729291;1,27712115890861;0,136388406905984;"3rd"
"CN";0,0127230917641533;1,0283709457041;0,026021071191653;0,154027111259303;0,990620599735046;0,243152428605792;0,222222222222222;0,897171377613757;0,299768111543379;0,0751112674257619;1,40942697419305;0,131560059480997;"3rd"
"KR";0,0133593124605988;1,04012070957107;0,0266817025348383;0,152037584642024;0,996964376168272;0,244110233756872;0,222222222222222;0,889322009156731;0,249649645279285;0,0776165636604251;1,55787993552522;0,13323374443316;"3rd"
"JP";0,0128986264910999;1,09559058636785;0,0263461633527918;0,15086403199855;0,981347585114066;0,246851859570219;0,222222222222222;0,888933463970926;0,228248853193447;0,0739828060808757;1,16995607646032;0,132616995351502;"3rd"
"AI";0,00499134299661556;2,03352463958489;0,0141277226121943;0,134623231985834;0,888879391602237;0,222499650165482;0,222222222222222;0,97770168456359;0,326418540150621;0,0661687425752203;1,44520088373372;0,121286615181766;"3rd"
