"ctry_code";"techn_field_nr";"RCA_Gen";"RCA_AI";"Period"
"AG";"1";5,88997040550751;NA;"1974-1978"
"AR";"1";0;NA;"1974-1978"
"AT";"1";0,664924195282313;NA;"1974-1978"
"AU";"1";0,473330425662956;NA;"1974-1978"
"BA";"1";0;NA;"1974-1978"
"BE";"1";0,348698376645233;NA;"1974-1978"
"BG";"1";0,644428843625301;NA;"1974-1978"
"BR";"1";0,563956105323848;NA;"1974-1978"
"BS";"1";0,906149293155002;NA;"1974-1978"
"CA";"1";0,743022335162081;NA;"1974-1978"
"CH";"1";0,648035290081637;NA;"1974-1978"
"CL";"1";0;NA;"1974-1978"
"CS";"1";0,91199541762697;NA;"1974-1978"
"CZ";"1";0,237180016329162;NA;"1974-1978"
"DD";"1";0,727156840186113;NA;"1974-1978"
"DE";"1";0,912915290263797;NA;"1974-1978"
"DK";"1";0,716323551901188;NA;"1974-1978"
"ES";"1";0,817630853206699;NA;"1974-1978"
"FI";"1";0,446186074997102;NA;"1974-1978"
"FR";"1";0,5964526992919;NA;"1974-1978"
"GB";"1";0,569997136016856;NA;"1974-1978"
"GC";"1";3,92664693700501;NA;"1974-1978"
"GR";"1";0,642542226055365;NA;"1974-1978"
"HK";"1";1,32524334123919;NA;"1974-1978"
"HU";"1";0,678992861653537;NA;"1974-1978"
"IE";"1";1,28508445211073;NA;"1974-1978"
"IL";"1";0,510322345603539;NA;"1974-1978"
"IN";"1";0,799631743794067;NA;"1974-1978"
"IR";"1";0;NA;"1974-1978"
"IT";"1";0,540731727129218;NA;"1974-1978"
"JP";"1";1,17596480619866;NA;"1974-1978"
"KR";"1";0,655628889663268;NA;"1974-1978"
"LI";"1";0,269769636893474;NA;"1974-1978"
"LU";"1";0,688438099345034;NA;"1974-1978"
"MA";"1";2,14180742018455;NA;"1974-1978"
"MC";"1";1,0243426792187;NA;"1974-1978"
"MX";"1";0,454664382179527;NA;"1974-1978"
"NL";"1";1,19221313686225;NA;"1974-1978"
"NO";"1";0,485591965709858;NA;"1974-1978"
"NZ";"1";0,301455178234637;NA;"1974-1978"
"PA";"1";0,392664693700501;NA;"1974-1978"
"PL";"1";0,813308953953165;NA;"1974-1978"
"PT";"1";0,636753557352164;NA;"1974-1978"
"RO";"1";0,769273625808643;NA;"1974-1978"
"RU";"1";1,22335441327927;NA;"1974-1978"
"SC";"1";0,267725927523069;NA;"1974-1978"
"SE";"1";0,699210913291613;NA;"1974-1978"
"SG";"1";6,54441156167502;NA;"1974-1978"
"ST";"1";1,308882312335;NA;"1974-1978"
"SU";"1";1,31674819161586;NA;"1974-1978"
"TT";"1";0;NA;"1974-1978"
"TW";"1";0,906149293155002;NA;"1974-1978"
"US";"1";0,78437129603457;NA;"1974-1978"
"VE";"1";0,27395211188407;NA;"1974-1978"
"YU";"1";0,861946888610856;NA;"1974-1978"
"ZA";"1";0,600377327200675;NA;"1974-1978"
"CN";"1";0;NA;"1974-1978"
"CO";"1";0;NA;"1974-1978"
"SA";"1";0;NA;"1974-1978"
"UY";"1";0;NA;"1974-1978"
"BD";"1";0;NA;"1974-1978"
"TR";"1";0;NA;"1974-1978"
"BU";"1";0;NA;"1974-1978"
"ET";"1";0;NA;"1974-1978"
"LK";"1";0;NA;"1974-1978"
"BO";"1";0;NA;"1974-1978"
"GH";"1";0;NA;"1974-1978"
"MN";"1";0;NA;"1974-1978"
"MU";"1";0;NA;"1974-1978"
"GT";"1";0;NA;"1974-1978"
"ID";"1";0;NA;"1974-1978"
"IS";"1";0;NA;"1974-1978"
"JA";"1";0;NA;"1974-1978"
"KE";"1";0;NA;"1974-1978"
"PK";"1";0;NA;"1974-1978"
"ZW";"1";0;NA;"1974-1978"
"KP";"1";0;NA;"1974-1978"
"TZ";"1";0;NA;"1974-1978"
"CU";"1";0;NA;"1974-1978"
"EC";"1";0;NA;"1974-1978"
"EG";"1";0;NA;"1974-1978"
"KN";"1";0;NA;"1974-1978"
"PE";"1";0;NA;"1974-1978"
"UK";"1";0;NA;"1974-1978"
"BM";"1";0;NA;"1974-1978"
"IQ";"1";0;NA;"1974-1978"
"JM";"1";0;NA;"1974-1978"
"MY";"1";0;NA;"1974-1978"
"PH";"1";0;NA;"1974-1978"
"TD";"1";0;NA;"1974-1978"
"UG";"1";0;NA;"1974-1978"
"CM";"1";0;NA;"1974-1978"
"JO";"1";0;NA;"1974-1978"
"CR";"1";0;NA;"1974-1978"
"LB";"1";0;NA;"1974-1978"
"MD";"1";0;NA;"1974-1978"
"BJ";"1";0;NA;"1974-1978"
"GY";"1";0;NA;"1974-1978"
"SR";"1";0;NA;"1974-1978"
"SZ";"1";0;NA;"1974-1978"
"AN";"1";0;NA;"1974-1978"
"CY";"1";0;NA;"1974-1978"
"DO";"1";0;NA;"1974-1978"
"SN";"1";0;NA;"1974-1978"
"GA";"1";0;NA;"1974-1978"
"NG";"1";0;NA;"1974-1978"
"GN";"1";0;NA;"1974-1978"
"LA";"1";0;NA;"1974-1978"
"MW";"1";0;NA;"1974-1978"
"PY";"1";0;NA;"1974-1978"
"SV";"1";0;NA;"1974-1978"
"TN";"1";0;NA;"1974-1978"
"ML";"1";0;NA;"1974-1978"
"AL";"1";0;NA;"1974-1978"
"BB";"1";0;NA;"1974-1978"
"CI";"1";0;NA;"1974-1978"
"HT";"1";0;NA;"1974-1978"
"LR";"1";0;NA;"1974-1978"
"SL";"1";0;NA;"1974-1978"
"TH";"1";0;NA;"1974-1978"
"VA";"1";0;NA;"1974-1978"
"PR";"1";0;NA;"1974-1978"
"XA";"1";0;NA;"1974-1978"
"HN";"1";0;NA;"1974-1978"
"TS";"1";0;NA;"1974-1978"
"AE";"1";0;NA;"1974-1978"
"KY";"1";0;NA;"1974-1978"
"LY";"1";0;NA;"1974-1978"
"AG";"2";0;NA;"1974-1978"
"AR";"2";0;NA;"1974-1978"
"AT";"2";0,808637445202267;NA;"1974-1978"
"AU";"2";0,36734648507243;NA;"1974-1978"
"BA";"2";0;NA;"1974-1978"
"BE";"2";0,186051893762754;NA;"1974-1978"
"BG";"2";0,329007685695521;NA;"1974-1978"
"BR";"2";0,439341093212761;NA;"1974-1978"
"BS";"2";0;NA;"1974-1978"
"CA";"2";0,523072140810849;NA;"1974-1978"
"CH";"2";0,414833003778204;NA;"1974-1978"
