"ctry_code";"techn_field_nr";"n_tech_reg"
"KR";8;89953,5704331544
"KR";2;61682,8650667861
"KR";18;18875,9603243995
"KR";33;24134,1968253967
"KR";26;19148,4742562998
"KR";28;11594,0453174607
"KR";6;56903,7551078495
"KR";15;8350,44689555223
"KR";19;12912,2178769853
"KR";35;38003,3345238087
"KR";1;60358,7366612418
"KR";10;20091,4892660588
"KR";3;61587,6597319269
"KR";23;12422,2978713889
"KR";21;9420,93665945169
"IN";21;83,6185064935064
"KR";9;47167,0797672689
"KR";29;21967,4842171724
"KR";34;29653,6185714303
"KR";30;25172,5725396818
"KR";32;49137,3841269836
"JP";32;144540,687779407
"KR";25;14764,072222223
"KR";16;7921,46499429863
"KR";17;8535,79503968217
"KR";5;7252,64890572379
"KR";4;39059,5486948203
"KR";13;14346,7623575043
"KR";24;17104,5496618866
"KR";20;16793,7303277499
"KR";31;16623,8940476194
"KR";12;11625,6444083698
"KR";22;2136,12916666666
"US";8;42739,7239440497
"KR";14;9868,85057990636
"KR";27;19656,1718253975
"KR";7;19909,472222223
"IN";1;335,4638498076
"KR";11;1716,25300925925
"IN";22;11,6319444444444
"UA";2;71,6682539682539
"RU";2;1741,94289321789
"CN";6;43900,0720979971
"JP";19;56908,1187364383
"CN";29;22656,7450847769
"CA";26;1901,39378012337
"CA";9;1692,95019910644
"DE";32;51438,9585751328
"US";34;27720,5211730367
"US";28;14269,5284843002
"US";29;32438,7993017613
"US";35;35549,621218674
"US";26;24301,9840243087
"US";10;51394,1753290552
"US";21;20095,8635355861
"US";33;44907,760215744
"US";2;49604,0232732811
"CA";35;5333,60491353884
"US";23;21831,1259191967
"TW";35;2779,55376984127
"TW";23;1291,71785714286
"US";1;51811,3101577527
"US";25;29175,228837469
"US";30;10400,2116131558
"JP";21;67202,8066094817
"US";31;24340,4372890225
"TW";8;11086,5913167394
"TW";21;1323,74034992785
"US";12;27046,8305476312
"CA";27;1890,02513227513
"US";24;11318,374650443
"TW";33;6652,82341269838
"TW";32;3808,58134920636
"FR";10;6075,12799182302
"US";20;9243,32637959346
"CA";31;1785,70544131794
"JP";26;84053,9966325183
"JP";31;106559,526256629
"DK";25;403,025
"US";32;41765,3374699453
"CA";1;2988,93267814702
"CA";2;2400,85814957919
"AU";12;1026,4433531746
"DE";6;16927,6499510838
"JP";24;55590,8623616708
"JP";23;56678,934011495
"JP";9;257110,658485422
"TW";26;4951,44164862914
"TW";31;2702,40853174603
"US";13;83153,1853139736
"US";6;174576,305682928
"TW";25;1913,15515873015
"JP";1;259725,007511834
"JP";8;178010,770947095
"CH";17;382,994343302895
"CH";19;551,648395493394
"US";14;21750,9338922153
"US";19;16353,2989328287
"CA";19;1136,40310121709
"FR";31;6731,41711279466
"FR";32;16738,077676352
"US";27;23532,8994669665
"GB";32;3911,6606879232
"US";7;34331,8952263396
"GB";31;2630,73742285492
"US";9;32772,6768934561
"JP";2;246082,181846463
"CA";3;3926,32881210162
"AU";28;1986,82837301588
"AU";34;1464,46448412698
"JP";10;140511,186213862
"GB";2;2921,38734432235
"GB";9;1725,3648177748
"TW";2;6310,53411375672
"CA";10;2525,29057488806
"CA";13;2756,02869990062
"US";3;53528,0079100603
"US";4;52945,2226698539
"US";5;19745,3379299399
"DE";2;9882,78485805923
"JP";6;211545,417252273
"SE";9;588,873766233766
"GB";23;1365,07380955545
"GB";27;2313,26876456876
"CA";30;1163,79273088023
"DE";25;16777,9834343445
"SG";8;1482,18829365079
"SE";21;511,724007936505
"SE";32;2858,77116402116
"TW";10;2259,79919432417
"JP";12;65443,6249079788
"IN";3;540,376678857542
"IN";4;811,39680872767
"NL";3;884,89651959152
"NL";4;1008,81035714286
"SE";6;2243,4207291619
"JP";3;127820,733216041
"US";16;34423,5322029236
"TW";34;3435,451984127
"US";17;11465,395785251
"JP";25;119928,890049301
"CN";1;39123,9322346614
"TW";1;9744,65727513232
"IN";19;347,441332972581
"CH";1;1748,37822954822
"CH";8;410,837538295037
"CN";12;11910,9056975439
"CH";5;258,986309523809
"CN";2;25488,0777872109
"TW";6;7445,23674843671
"CA";4;4730,81856795986
"FR";4;5300,33868742372
"CN";3;27415,3703141296
"CN";4;46654,4840198566
"JP";13;75112,0932286935
"TW";12;1337,51594516594
"DE";5;3751,29259379509
"IL";3;1452,47849691158
"IL";4;1637,35083527583
"GB";6;7139,9878552673
"US";22;1119,92349363327
"TW";20;370,943668831168
"IL";16;838,335218207719
"US";18;9178,30955434284
"HK";21;66,9166666666667
"HK";29;126,783333333333
"JP";5;34882,9569624722
"NL";9;1580,96664756539
"TW";3;3158,08683862434
"TW";4;1400,9490079365
"JP";14;38233,0588775571
"JP";15;19395,2810949687
"JP";16;18599,7921117763
"JP";18;27285,7067024597
"US";11;8441,89722954112
"US";15;25377,2998255053
"TW";22;32,7872222222222
"ES";2;457,013888888888
"ES";3;526,428174603173
"ES";4;526,976587301586
"ES";6;674,511593227034
"ES";7;121,699639249639
"GR";16;192,472817460317
"SE";17;185,802830687831
"DE";21;6941,30023853862
"FR";35;8950,82482461987
"CA";34;2169,14084656084
"FR";9;2648,02324074073
"FR";17;1568,77874135124
"FR";29;6215,49457875463
"AU";2;1107,08799603175
"AU";3;1090,87216810967
"AU";6;2907,56964910091
"CN";9;16597,0327812918
"NL";1;1310,29163600288
"CL";6;22,3944444444444
"CN";33;11579,6205425012
"SE";3;2703,8572982573
"TW";9;3480,49910200909
"IN";2;345,362655400154
"FR";3;4524,47173566901
"FR";5;1300,46051587301
"FR";13;5994,70010909572
"FR";34;5177,43593253974
"FR";27;5916,17105648986
"FR";19;2190,44638107261
"IT";19;705,57300618227
"IT";35;3220,76327561328
"SE";19;331,862094017094
"JP";30;66816,813624304
"RU";1;7439,79147426618
"GB";24;877,03153901654
"SE";20;570,641666666664
"CH";20;472,044601972099
"AU";20;427,423346560844
"CA";32;3942,46872955749
"BE";23;342,504090007214
"CA";16;2137,11201230862
"CR";18;4,45
"FR";1;8051,32450554075
"FR";8;2393,07434056684
"IL";11;132,866282750474
"IL";23;166,344444444444
"DE";8;10458,9628773548
"CA";8;548,192441490971
"DE";30;9128,08713633626
"RU";14;3486,63380068992
"RU";16;8804,25055130093
"SE";16;974,780950657427
"IT";14;1132,91099006814
"IT";16;1459,04061956561
"IT";13;2713,30993769303
"DE";13;17102,7871137148
"DK";10;333,74154040404
"DK";27;577,382473544973
"CH";3;505,044931457431
"CH";4;540,499332611832
"CH";25;1670,48199915825
"SE";2;1001,20734126984
"CA";6;8163,82278571918
"JP";17;59836,4479178141
"JP";33;137762,214056769
"FR";7;1002,37242504416
"FR";6;7374,05543049268
"FI";6;2384,95197533949
"JP";4;66254,5939649
"TW";28;900,383333333337
"DE";3;9705,58607212259
"DE";10;26961,5257486925
"DE";4;9660,69395234415
"DE";14;10987,1648639983
"DE";16;7322,3262787788
"IT";6;1848,96142376142
"JP";7;55433,856897804
"BE";34;236,788825757576
"CH";10;2860,91647398355
"SE";4;2806,18767066267
"SE";14;639,635986700814
"SE";15;643,957219063327
"AU";16;2289,61236536609
"AU";29;1812,84211511569
"GB";8;878,353350538351
"DE";26;19194,5929467294
"DE";27;26271,2707042935
"DE";31;30926,4872888195
"GB";4;3887,31150072148
"IT";18;750,897817460317
"SI";14;95,7529761904762
"DE";11;2582,07025028294
"DE";15;5779,63243992916
"CA";14;975,54631079741
"IL";13;2179,78909396159
"TW";13;2238,41984126983
"MX";2;100,062301587302
"MX";13;303,429761904762
"NL";13;1442,85622821623
"IN";7;340,766194590986
"GB";7;1409,74284800748
"BE";6;646,93136030636
