"ctry_code";"techn_field_nr";"n_tech_reg"
"JP";2;377958,68736495
"JP";9;374326,573590473
"US";15;28758,1319799476
"US";16;34786,8617544648
"GB";9;2370,94333832832
"JP";1;363734,811728567
"JP";8;260853,291749346
"JP";19;91454,1631981397
"FR";2;5179,98856060608
"FR";3;5262,95033170536
"FR";34;6920,81123015877
"DE";3;12872,1440740338
"DE";10;32221,9543691444
"DE";23;20980,2905462399
"DE";34;12891,3385847494
"US";8;41053,105339687
"JP";13;89348,4884205854
"BE";1;539,909437229434
"CZ";1;281,898611111111
"BE";5;105,703174603175
"CZ";5;23,5333333333333
"BE";2;295,142857142857
"BE";8;278,69273088023
"AT";2;291,566335978836
"DE";9;11716,2610471823
"US";33;50104,5373837212
"CZ";34;160,277777777778
"BE";34;243,484121572872
"BE";18;216,20407000407
"NL";21;428,238346560845
"NL";23;1073,08394015341
"NL";29;2743,20274885447
"BE";6;384,113106338105
"CZ";6;76,4717032967033
"FR";5;1798,19166666666
"FR";10;8075,30913114665
"DE";6;12985,1451335249
"BE";9;1150,11642135643
"NL";26;675,24253968254
"JP";25;187366,96911187
"DE";25;26278,7016486275
"BE";3;430,998369977975
"BE";4;395,017543859649
"BE";10;371,860992063491
"CH";17;650,79225946568
"CH";19;1032,84725108225
"CH";20;848,740224867726
"CH";23;1538,10259481259
"CH";28;2376,71599206349
"BE";28;952,591646838471
"BE";12;135,302711640212
"BE";29;752,188154761902
"NL";24;589,078174603174
"DE";26;27312,5129978333
"DE";35;31811,0481667842
"DE";20;12027,0274944979
"DE";13;20003,1853879116
"DE";2;13641,2322000693
"DE";8;8657,19310421087
"GB";6;5113,41742364118
"AT";6;348,94212962963
"DE";14;19495,6755948635
"DE";16;9228,20385504431
"JP";28;182030,564949802
"US";6;116055,436316631
"US";10;58113,7172119417
"US";23;30128,2014514237
"US";2;49559,1251169018
"JP";21;111173,347886537
"DK";30;394,574206349206
"BE";21;351,363967652717
"GB";19;2297,45427640597
"BE";19;1086,98027037452
"GB";23;2061,12308925723
"BE";23;430,528539862915
"DE";7;1341,06632783883
"DE";12;12245,9445717251
"IT";13;5016,77787202478
"BE";25;630,251831723029
"BE";26;255,530952380952
"BE";35;654,487406806158
"JP";32;184932,698719752
"JP";33;140436,721580638
"BE";24;243,023220298219
"CA";3;3195,59721551595
"CA";4;3090,9358345358
"US";11;9893,26189781518
"US";14;33166,3005917562
"US";29;44930,642515841
"FR";31;9529,88075396834
"FR";29;9615,41194564707
"CA";11;668,128338374587
"CA";15;1722,22551305174
"CA";16;2133,63846220907
"CA";29;4612,50824379324
"JP";26;154231,00266666
"US";9;40273,8065753451
"JP";10;222400,174254364
"JP";31;143275,066173729
"DE";5;5390,74252765759
"BE";31;337,064087301587
"BE";32;571,803990535607
"JP";17;103413,335349914
"JP";29;178705,734432999
"BE";16;499,672306674807
"US";3;45698,9820301248
"US";13;82873,7992236525
"FR";9;3701,87185277685
"FR";13;7943,81422226977
"FR";25;9373,33792568546
"CA";35;6705,70006979731
"DE";28;18869,7739802795
"BE";27;282,725336700336
"HK";12;74,8194444444444
"DE";1;38519,8998082867
"US";4;40874,1331668109
"NL";16;647,224795991049
"NL";18;828,022152009784
"GB";3;3824,4305455193
"GB";4;2876,73404771154
"CH";4;419,565674603174
"JP";27;138876,734902625
"DE";11;3280,54297256887
"FR";8;2236,00542212416
"JP";6;322346,105035224
"ES";8;75,0162698412698
"LU";34;28,6378968253968
"NL";13;1485,5237037962
"NL";19;818,006113491773
"IT";4;525,911706349205
"IT";5;870,432539682542
"IT";1;4799,36072751324
"IT";27;2703,94541847042
"IT";31;4873,99164862916
"FR";4;3885,48036611538
"BE";33;265,145548654244
"GB";25;4061,67199965495
"GB";33;5186,70507324801
"IL";2;511,863492063488
"IL";9;501,915337301585
"IL";13;1628,71352994228
"DE";27;28984,7987785267
"BE";13;378,978422873422
"GB";28;1425,79162507581
"NL";10;1049,83330891331
"CH";35;2570,80922856384
"US";35;42752,6635621319
"AT";21;311,324702380951
"AT";30;389,90378066378
"AT";35;1612,26152066887
"NL";28;568,814285714285
"TW";35;2484,23333333334
"AT";10;746,086975986976
"AT";13;582,263055555555
"TW";6;3873,00496031747
"DE";29;26688,9520445061
"TW";13;1695,60456349206
"NL";32;1478,66584572835
"JP";23;93888,1888862725
"JP";34;101084,903442095
"US";5;21279,8160154648
"JP";3;194313,051267509
"JP";4;77535,9316186425
"CH";13;2509,53182046024
"AT";23;580,898506493505
"AT";29;1021,12896825397
"IT";32;7351,14562289562
"DE";31;37496,0103945083
"US";12;24143,873489303
"US";34;31905,0676925347
"DE";33;14834,9921481303
"CA";6;3866,50239593745
"CH";25;2564,29572871572
"DK";31;606,81865079365
"DK";33;618,983333333334
"GB";2;3642,41294233546
"GB";5;1276,11767288267
"GB";1;4002,16120055874
"GB";10;4526,29475889856
"GB";12;2668,1342027417
"CH";10;3119,87280034236
"CH";31;1564,30305973266
"IT";25;8859,98125901875
"GB";26;2328,81500962
"BE";17;732,0059743266
"TH";1;16,8194444444444
"TH";20;1,81944444444444
"CH";26;2168,33428571428
"NL";8;524,790515873013
"US";28;21458,3801163311
"US";1;57517,2634738274
"DE";17;12875,0013837919
"DE";19;15846,6710159178
"DE";21;9454,86929967046
"DE";30;12961,2004076487
"DK";27;590,728148148148
"SG";2;422,327910052907
"ES";33;1283,30115995116
"IT";17;1822,17588383837
"IT";26;5953,89117585629
"PT";6;23,0083333333333
"ES";14;861,721326702409
"ES";19;654,20990916491
"JP";12;100417,760027657
"DK";1;503,353968253969
"SE";35;3844,33888888891
"FR";11;1061,98042020888
"FR";16;5119,81795966543
"JP";14;62062,5885628549
"CH";11;208,619775820584
"GB";11;609,857808177798
"BE";11;135,694224664224
"CH";15;644,39813111647
"GB";15;1353,50361166123
"BE";15;463,810587838086
"CH";16;1007,50295143124
"GB";16;2621,09810480968
"FR";21;2157,40446368444
"BE";20;424,922613035112
"CZ";8;14,3333333333333
"CZ";12;115,023809523809
"IT";3;1718,26091269841
"FR";6;6387,04665579793
"FR";26;4970,55573593076
"FR";33;8164,83015873007
"CA";25;3419,84971999327
"CA";32;4869,58956830208
"GB";20;881,192858021606
"FR";35;12359,6965873019
"CN";7;137,546825396825
"IT";8;1179,21283882784
"IT";10;2569,86481990232
"BE";14;593,330166037663
"IT";16;2258,52581236987
"DE";4;7249,89005762772
"IL";16;654,258049080549
"IL";20;124,519264069264
"LI";10;42,9138888888889
"CH";7;172,537896825397
"CH";12;833,795436507935
"JP";22;2515,77757936507
