"ctry_code";"techn_field_nr";"n_tech_reg"
"FR";2;1637,05634920635
"FR";5;570,444444444444
"FR";10;2915,29087301588
"DE";14;6363,61662030814
"DE";16;2374,60613636358
"DE";6;2064,26753246752
"FR";31;3130,36666666667
"FR";29;3546,36091269842
"FR";9;1161,79648962149
"FR";13;2607,65529092338
"FR";25;3265,46190476191
"CA";35;1754,58863636363
"DE";10;9224,85533549794
"GB";9;558,049033374034
"JP";13;22803,7750818603
"US";3;6869,25040885052
"US";4;2950,32825276575
"US";5;4821,70039682543
"US";6;12770,9440244953
"GB";26;789,713888888888
"US";10;15785,0240204251
"US";13;19124,2857738102
"FR";33;2776,69285714286
"CA";25;1079,73650793651
"CA";32;1150,85694444445
"NZ";1;99,0511904761904
"NZ";2;49,952380952381
"NZ";33;106,416666666667
"CA";15;271,83869047619
"CA";18;144,655357142857
"FR";19;1074,18450396825
"FR";24;915,260317460316
"FR";27;1722,60568818436
"FR";8;543,519444444443
"FR";21;727,751190476191
"DE";32;13176,0601953609
"FR";28;970,55185185185
"TW";23;134,173611111111
"TW";30;166,416666666667
"JP";25;52130,4897186001
"DE";1;10702,7638792693
"DE";31;10340,9490842493
"DE";33;4355,40753968255
"JP";34;25178,1129328983
"DE";19;5563,78032382685
"DE";30;3889,41924603177
"AT";13;121,219126984127
"DE";13;5428,72380647134
"AT";28;141,776363636364
"DE";28;6286,46998677258
"AT";32;341,46282051282
"DE";29;8932,90895863407
"CH";10;976,168849206351
"DE";34;3938,99988095241
"DE";35;9488,29603174613
"DE";20;4176,29917027419
"DE";23;7173,35602332894
"US";11;2162,10008537758
"US";14;11719,2606645431
"US";15;5221,90210511739
"US";16;6996,63691491299
"JP";23;28342,4835525517
"US";25;11678,9445436512
"FR";14;2528,44418428788
"MG";14;0,5
"FR";16;1323,13953990453
"MG";16;0,166666666666667
"FR";23;2120,37976190474
"MG";23;0,291666666666667
"FR";32;4602,61746031745
"IT";8;230,663888888889
"IT";6;314,980555555555
"DE";12;2922,57741758242
"FR";34;2174,74841269841
"IT";25;2647,13492063492
"DE";24;4150,65404761906
"DE";26;8663,33630952392
"JP";32;50257,9651154277
"DE";21;2808,81335978837
"JP";17;35723,7114117216
"JP";29;53773,186742396
"JP";14;20748,6315440794
"FR";15;787,887793271548
"IT";5;248,625
"IT";32;2347,31600529101
"US";17;8171,73084656117
"US";21;4742,02070156708
"US";29;13981,784540044
"JP";11;3310,55535714287
"JP";15;9245,34022366606
"JP";16;9076,60598527445
"CH";14;576,263585858585
"CH";16;303,032904317904
"IT";1;1297,80925925926
"IT";34;1594,62314814815
"JP";9;126395,357997529
"JP";2;133173,604421033
"JP";1;110512,257911276
"PL";10;1019,03968253969
"US";19;9036,34041588098
"PL";19;784,419444444442
"US";23;10167,9294663211
"PL";23;648,884920634923
"US";20;5975,21637806654
"JP";5;27171,263888886
"JP";6;121223,823635132
"CA";14;305,507671957672
"CA";16;334,4666005291
"JP";18;12837,75873016
"DE";25;9292,6324603175
"JP";28;62546,8414682342
"JP";3;68428,8380952216
"US";32;13150,3878306882
"IT";14;1146,22465728717
"IT";23;1058,81666666667
"JP";20;50247,522546869
"GB";12;727,955826118326
"JP";24;20676,4690476179
"JP";8;97284,6986256781
"TW";26;443,233333333333
"IT";18;499,258333333333
"JP";10;78191,2849566898
"TW";29;283,238888888889
"TW";32;803,703968253969
"TW";14;59,685119047619
"US";1;15210,2005555005
"US";2;9607,14795510092
"US";8;7148,18867154985
"US";9;10438,1838441656
"US";12;5160,15449134208
"US";22;48,5726190476191
"US";26;9427,69166666689
"US";27;7965,27223304472
"JP";26;52612,2484126806
"JP";33;23703,4503968244
"US";31;9957,47500000023
"CA";31;638,306944444444
"CA";34;792,45
"JP";31;35788,1772186068
"CA";29;1276,03253968254
"IT";31;1482,26944444444
"SE";25;830,566269841271
"SE";28;467,657575757576
"JP";27;46616,6603174525
"DK";1;172,919444444444
"IT";35;2222,51111111111
"JP";21;38978,013471693
"JP";19;28839,1018518389
"IL";15;89,6329004329007
"IL";16;133,656944444445
"KR";14;879,212500000006
"FI";29;735,113492063493
"TW";35;554,958333333333
"DD";30;3,94444444444444
"DE";3;2995,45806878307
"US";18;2707,0675925926
"US";34;8475,49735449749
"KR";2;5769,33517195766
"KR";28;1508,91666666666
"DK";14;221,708901515151
"DK";16;223,628345959596
"US";35;12239,0659271288
"JP";30;37316,0508546942
"CN";29;1530,125
"BE";32;77,0458333333333
"DE";9;3613,43124338626
"DE";17;4759,36872534878
"DE";27;7370,03310607693
"FR";35;4445,61904761907
"AU";25;858,99761904762
"US";33;13342,1685064939
"AU";33;935,433333333335
"KR";24;481,303571428571
"KR";30;852,966666666667
"NL";29;373,849206349206
"IL";29;113,535317460318
"DE";18;897,306410533914
"DE";15;1403,6509114959
"IL";19;41,8736111111111
"CH";20;325,79623015873
"CH";31;635,319444444445
"FI";10;477,961111111111
"US";28;6158,10854076488
"IT";33;1632,27222222222
"NL";10;180,773611111111
"NL";23;183,283333333334
"NL";25;218,005952380952
"FI";1;357,336111111111
"DK";15;187,329614598364
"DK";19;136,353331529582
"JP";12;33404,0902116318
"TW";16;20,885119047619
"DE";2;4249,54034391538
"TW";31;341,583333333333
