"ctry_code";"techn_field_nr";"n_tech_reg"
"SE";23;379,467857142856
"SE";3;894,825965608465
"SE";4;2402,26075396824
"SE";12;405,106746031746
"SE";24;368,116468253968
"SE";30;311,462698412698
"SE";35;823,84007936508
"SE";29;456,849287518036
"SE";32;1408,95252525253
"SE";13;858,827813852818
"SE";25;457,097519841269
"SE";10;650,018728632481
"SE";6;1198,75890512266
"NO";7;37,1249860763019
"DK";29;277,572420634921
"DK";34;87,8217460317461
"DK";13;376,945683483183
"NL";25;932,413888888891
"NL";28;122,91341991342
"CH";16;435,217624702008
"CH";18;209,071446608946
"IT";5;133,665079365079
"US";31;12657,6613997439
"DK";10;247,382597680098
"DK";25;231,443650793651
"DK";33;168,777380952381
"ES";14;442,778983147889
"DE";14;3309,81561415004
"ES";16;795,270984225119
"DE";16;1889,91568562006
"JP";34;22570,1785714279
"CH";14;278,439293712823
"DE";5;1419,84332010581
"NL";16;270,754825822325
"CA";16;581,37412230649
"NL";18;412,966937543133
"CA";18;349,919879401787
"TW";33;1904,46587301587
"CA";6;5918,04504971786
"GB";27;1563,08669467787
"GB";31;1343,85557296018
"JP";1;120379,410982406
"JP";32;63679,4261351358
"DE";19;3260,08979168428
"DE";28;3419,30309856811
"NL";10;800,761812169314
"DE";10;14166,115041439
"KR";8;40071,3349868126
"US";5;7396,52402879551
"NL";4;501,483730158729
"GB";4;2725,5032024457
"IT";4;348,459930809931
"DK";4;235,859325396825
"CN";16;83602,6047561876
"DK";16;184,441479076479
"DK";2;377,138023088022
"DK";6;227,851417748918
"JP";8;70268,460843054
"JP";29;33593,0730998088
"TW";31;1537,41626984127
"TW";32;1237,66428571429
"IT";27;794,212831150335
"DE";4;4402,45057720056
"GB";10;2031,58788942539
"GB";11;204,781505596799
"FR";25;2526,68279401154
"CH";25;948,739801587304
"FR";33;2157,43363095237
"CH";33;709,837896825397
"JP";20;22732,2506529545
"JP";23;16851,5910024254
"JP";24;16897,8754689771
"IT";17;153,116372053872
"IT";19;165,250126262626
"AU";4;599,940753968251
"BE";13;259,50045093795
"US";13;44958,4467862865
"BE";21;112,782530663781
"US";21;9436,47814305949
"GB";33;2128,06336640212
"CN";2;40233,1373773805
"FI";2;497,837433862434
"CN";4;105017,477847293
"FI";4;2127,56513736263
"EE";16;5,75644841269841
"US";15;10986,1610205968
"FI";5;130,261428571429
"BE";3;157,769642857143
"US";8;19593,662907265
"US";23;10108,7439346774
"KR";23;13915,2189639085
