"ctry_code";"techn_field_nr";"n_tech_reg"
"AI_pat";7;17,8333333333333
"AI_pat";6;233,833333333333
"AI_pat";10;26,8333333333333
"AI_pat";4;14,25
"AI_pat";12;27,1666666666666
"AI_pat";13;21,75
"AI_pat";15;2,75
"AI_pat";1;6,58333333333333
"AI_pat";35;2,33333333333333
"AI_pat";30;1,5
"AI_pat";2;7,75
"AI_pat";3;7,75
"AI_pat";33;1,33333333333333
"AI_pat";34;3,5
"AI_pat";27;3,83333333333333
"AI_pat";8;1,33333333333333
"AI_pat";31;2,5
"AI_pat";32;13,0833333333333
"AI_pat";26;3
"AI_pat";20;1
"AI_pat";11;4,58333333333333
"AI_pat";29;2
"AI_pat";25;4,25
"AI_pat";28;1
"AI_pat";23;1,16666666666667
"AI_pat";14;1,33333333333333
"AI_pat";9;0,333333333333333
"AI_pat";22;0,333333333333333
"AI_pat";18;1,08333333333333
"AI_pat";16;1
"AI_pat";21;1
