"ctry_code";"techn_field_nr";"RCA_Gen";"RCA_AI";"Period"
"AM";"1";14,0293683540733;NA;"1984-1988"
"AR";"1";0,435694669381159;NA;"1984-1988"
"AT";"1";0,830647388852635;0;"1984-1988"
"AU";"1";0,458591095371057;NA;"1984-1988"
"BE";"1";0,533226320141712;NA;"1984-1988"
"BG";"1";0,846931684252172;NA;"1984-1988"
"BM";"1";0,935291223604888;NA;"1984-1988"
"BO";"1";3,11763741201629;NA;"1984-1988"
"BR";"1";0,83115627244559;NA;"1984-1988"
"BU";"1";0;NA;"1984-1988"
"CA";"1";0,72899396461125;0;"1984-1988"
"CH";"1";0,669807355721053;NA;"1984-1988"
"CN";"1";0,855854183051541;NA;"1984-1988"
"CO";"1";0,701468417703666;NA;"1984-1988"
"CS";"1";1,17893851714902;NA;"1984-1988"
"CY";"1";0;NA;"1984-1988"
"CZ";"1";0,668065159717777;NA;"1984-1988"
"DD";"1";0,558691660117964;NA;"1984-1988"
"DE";"1";0,904766364717849;0;"1984-1988"
"DK";"1";0,605269664882101;NA;"1984-1988"
"EC";"1";0;NA;"1984-1988"
"ES";"1";0,605543531216557;NA;"1984-1988"
"FI";"1";0,492723811460341;NA;"1984-1988"
"FR";"1";1,02470144798817;0;"1984-1988"
"GB";"1";0,703693622960994;0;"1984-1988"
"GR";"1";0,271098905392721;NA;"1984-1988"
"HK";"1";3,99137018990621;NA;"1984-1988"
"HU";"1";0,609757871451014;NA;"1984-1988"
"ID";"1";1,07918218108256;NA;"1984-1988"
"IE";"1";0,58268942045672;0;"1984-1988"
"IL";"1";0,260222154954586;0;"1984-1988"
"IN";"1";0,857412690974858;NA;"1984-1988"
"IT";"1";0,5648681025256;NA;"1984-1988"
"JP";"1";1,09331048010794;1,39057239057239;"1984-1988"
"KR";"1";1,07657729600301;NA;"1984-1988"
"LI";"1";0,195531266258862;NA;"1984-1988"
"LU";"1";0,582822424204827;NA;"1984-1988"
"MA";"1";1,07918218108256;NA;"1984-1988"
"MC";"1";0,438417761064791;NA;"1984-1988"
"MX";"1";0,534888771669462;NA;"1984-1988"
"MY";"1";0,412628481002157;NA;"1984-1988"
"NL";"1";0,857628223376872;NA;"1984-1988"
"NO";"1";0,580457736949738;NA;"1984-1988"
"NZ";"1";0,452888568557318;0;"1984-1988"
"PA";"1";0;NA;"1984-1988"
"PH";"1";1,21994507426725;NA;"1984-1988"
"PK";"1";0;NA;"1984-1988"
"PL";"1";0,88326408466818;NA;"1984-1988"
"PT";"1";0,389704676502037;NA;"1984-1988"
"RO";"1";0,978061227790444;NA;"1984-1988"
"RU";"1";1,07918218108256;NA;"1984-1988"
"SE";"1";0,62606472546492;NA;"1984-1988"
"SG";"1";1,44419968350755;NA;"1984-1988"
"ST";"1";0,883739738839265;NA;"1984-1988"
"SU";"1";0,607408550008219;NA;"1984-1988"
"SV";"1";0;NA;"1984-1988"
"SY";"1";4,67645611802444;NA;"1984-1988"
"TD";"1";14,0293683540733;NA;"1984-1988"
"TN";"1";5,61174734162933;NA;"1984-1988"
"TR";"1";1,6835242024888;NA;"1984-1988"
"TW";"1";1,2180632726983;NA;"1984-1988"
"UG";"1";14,0293683540733;NA;"1984-1988"
"US";"1";0,817849834037969;0;"1984-1988"
"VE";"1";0,790386949525258;NA;"1984-1988"
"YU";"1";1,88856881689449;NA;"1984-1988"
"ZA";"1";0,622263201612681;NA;"1984-1988"
"GT";"1";0;NA;"1984-1988"
"IS";"1";0;NA;"1984-1988"
"KP";"1";0;NA;"1984-1988"
"KW";"1";0;NA;"1984-1988"
"PE";"1";0;NA;"1984-1988"
"SM";"1";0;NA;"1984-1988"
"TH";"1";0;NA;"1984-1988"
"TP";"1";0;NA;"1984-1988"
"BS";"1";0;NA;"1984-1988"
"CL";"1";0;NA;"1984-1988"
"EG";"1";0;NA;"1984-1988"
"MN";"1";0;NA;"1984-1988"
"SK";"1";0;NA;"1984-1988"
"CR";"1";0;NA;"1984-1988"
"JM";"1";0;NA;"1984-1988"
"SA";"1";0;NA;"1984-1988"
"VN";"1";0;NA;"1984-1988"
"WS";"1";0;NA;"1984-1988"
"LR";"1";0;NA;"1984-1988"
"PY";"1";0;NA;"1984-1988"
"AZ";"1";0;NA;"1984-1988"
