"ctry_code";"techn_field_nr";"n_tech_reg"
"AI_pat";6;66,7833333333334
"AI_pat";12;10,1166666666667
"AI_pat";7;8
"AI_pat";10;6,08333333333333
"AI_pat";29;0,533333333333333
"AI_pat";32;2
"AI_pat";26;2,08333333333333
"AI_pat";27;1
"AI_pat";5;4,08333333333333
"AI_pat";8;0,583333333333333
"AI_pat";30;0,25
"AI_pat";35;0,75
"AI_pat";9;1,2
"AI_pat";23;0,833333333333333
"AI_pat";3;0,75
"AI_pat";25;0,666666666666667
"AI_pat";17;0,2
"AI_pat";2;0,5
"AI_pat";13;1
"AI_pat";11;0,333333333333333
"AI_pat";4;0,25
