"ctry_code";"techn_field_nr";"RCA_Gen";"RCA_AI";"Period"
"AE";"1";0,483602599401432;0;"2009-2013"
"AG";"1";5,32706863340654;NA;"2009-2013"
"AI";"1";6,65883579175818;NA;"2009-2013"
"AM";"1";0,451446494356486;NA;"2009-2013"
"AO";"1";6,65883579175818;NA;"2009-2013"
"AP";"1";0;NA;"2009-2013"
"AR";"1";0,283354714542901;NA;"2009-2013"
"AT";"1";1,35797584842446;0;"2009-2013"
"AU";"1";0,439717154599023;0;"2009-2013"
"AZ";"1";0,436644969951356;NA;"2009-2013"
"BA";"1";2,35017733826759;NA;"2009-2013"
"BD";"1";0;0;"2009-2013"
"BE";"1";0,499956114941582;0;"2009-2013"
"BG";"1";1,15431306092574;0;"2009-2013"
"BM";"1";1,0244362756551;NA;"2009-2013"
"BN";"1";3,32941789587909;NA;"2009-2013"
"BO";"1";0;NA;"2009-2013"
"BR";"1";0,578341418127712;0;"2009-2013"
"BS";"1";0;NA;"2009-2013"
"BY";"1";0,424709344349041;NA;"2009-2013"
"BZ";"1";0;NA;"2009-2013"
"CA";"1";0,55994797857233;0,947901355544668;"2009-2013"
"CG";"1";0;NA;"2009-2013"
"CH";"1";0,955478982432547;0;"2009-2013"
"CL";"1";0,443218864110687;NA;"2009-2013"
"CN";"1";0,945496395314629;1,30869695931537;"2009-2013"
"CO";"1";0,245487033797536;NA;"2009-2013"
"CR";"1";0;NA;"2009-2013"
"CS";"1";4,43922386117212;NA;"2009-2013"
"CU";"1";0;NA;"2009-2013"
"CY";"1";0,470035467653518;NA;"2009-2013"
"CZ";"1";0,78942756872117;0;"2009-2013"
"DD";"1";5,32706863340654;NA;"2009-2013"
"DE";"1";1,24232408826675;1,087298613713;"2009-2013"
"DK";"1";0,874687086152135;0;"2009-2013"
"DO";"1";1,2106974166833;NA;"2009-2013"
"DZ";"1";2,66353431670327;NA;"2009-2013"
"EC";"1";0,665883579175818;NA;"2009-2013"
"EE";"1";0,31625077638957;NA;"2009-2013"
"EG";"1";0,266353431670327;0;"2009-2013"
"ES";"1";0,691506728374505;0;"2009-2013"
"FI";"1";0,604698694388839;0;"2009-2013"
"FR";"1";0,858124156760869;0;"2009-2013"
"GB";"1";0,7602228932535;0;"2009-2013"
"GE";"1";0;NA;"2009-2013"
"GI";"1";1,90252451193091;NA;"2009-2013"
"GR";"1";0,592513716611086;0;"2009-2013"
"GT";"1";0;NA;"2009-2013"
"HK";"1";1,96127229971025;0;"2009-2013"
"HN";"1";0;NA;"2009-2013"
"HR";"1";0,969957583539341;NA;"2009-2013"
"HU";"1";1,01741718503739;0;"2009-2013"
"ID";"1";0,598547037461409;NA;"2009-2013"
"IE";"1";0,487613773128412;0;"2009-2013"
"IL";"1";0,317362646431148;1,54033970276008;"2009-2013"
"IN";"1";0,441365765045332;0;"2009-2013"
"IQ";"1";0;NA;"2009-2013"
"IR";"1";0,780522876689603;NA;"2009-2013"
"IS";"1";0,475631127982727;NA;"2009-2013"
"IT";"1";0,717713128008815;0;"2009-2013"
"JE";"1";1,0244362756551;NA;"2009-2013"
"JM";"1";1,47974128705737;NA;"2009-2013"
