"ctry_code";"techn_field_nr";"n_tech_reg"
"NL";26;59,525
"JP";25;13689,64404762
"US";2;3747,94619454621
"DE";2;969,896608946611
"US";6;8738,79534798532
"DE";6;855,079563492066
"BE";9;147,542619047619
"FR";29;690,13283068783
"FR";31;635,46574074074
"BE";3;34,2864035087719
"DE";3;948,376587301587
"BE";6;20,6027777777778
"BE";28;83,7564538239538
"DE";28;1221,64780663782
"FR";10;577,417554667554
"BE";2;22,5587301587302
"CH";35;177,436111111111
"US";35;3000,84206349207
"CA";15;156,393867243867
"US";15;2000,67267481541
"CA";16;160,611327561328
"US";16;2364,31332453609
"US";3;3484,72771986786
"US";5;1534,1303113553
"US";10;4048,63291153292
"US";14;2128,69789690816
"JP";14;3953,20495684868
"JP";19;6571,48615319916
"BE";8;10,3670634920635
"BE";20;29,7039562289562
"US";28;1622,13781866281
"US";29;3110,90987193365
"BE";18;14,3333333333333
"BE";19;88,7471554834055
"BE";23;33,1013347763348
"BE";21;25,2520171957672
"BE";26;20,3333333333333
"BE";31;35,6481481481481
"BE";35;46,7929292929293
"US";13;5753,26899110145
"FR";20;252,009497354497
"US";12;1611,17381673882
"US";25;2449,22387566137
"JP";2;24628,2187271048
"JP";9;24218,8071428553
"FR";14;547,342643698894
"FR";15;184,582135225885
"FR";16;339,841354016353
"JP";1;25308,3734788348
"JP";20;7834,60972222257
"CH";25;151,583333333333
"US";23;1963,91937469936
"IT";6;144,688888888889
"IT";8;102,1125
"NL";18;70,3236661486662
"NL";19;83,751434907685
"FR";32;1320,47348484848
"JP";17;6743,35925925976
"US";17;1244,33810064934
"US";21;1228,99728174603
"JP";3;12171,3934523819
"JP";4;5342,89415445677
"IT";2;88,0930555555556
"IT";3;102,208333333333
"CA";28;92,0170634920635
"JP";15;1471,18273809523
"US";9;2676,3359920635
"JP";24;6504,43108465629
"JP";32;13803,4458333342
"US";1;3874,6405809931
"DE";10;2372,08664021164
"DE";17;889,848404882156
"DE";21;655,589310365559
"DE";23;1483,09803751803
"DE";25;1684,01666666666
"DE";29;1815,79303571427
"JP";6;19237,2226953603
"DE";1;2853,46368030119
"US";32;3555,36093212345
"GB";32;418,610317460317
"DE";20;797,486574074074
"JP";29;12745,0470238104
"JP";26;10730,0184523815
"JP";28;11844,7360479807
"JP";34;7586,20155677661
"JP";8;16633,2214285729
"JP";13;6327,59831349206
"JP";16;1784,07963217337
"JP";35;17998,2694444457
"US";27;1529,23135660635
"JP";5;4162,5152777778
"US";4;2886,20962823725
"TW";28;56,8166666666667
"DE";31;2706,30416666666
"DE";33;1142,58571428572
"JP";12;6734,95198412719
"JP";21;7354,60446428635
"TW";17;31,0261904761905
"NL";5;28,975
"DE";32;4325,99840252345
"DE";35;2449,94913419913
"IT";1;352,261111111111
"US";30;806,688980463982
"US";7;624,94365079365
"DK";1;25,5
"DK";20;14,075
"TW";19;23,5277777777778
"TW";21;55,1833333333333
"TW";29;101,95
"DE";16;602,628535816031
"US";8;3218,58699494952
"DE";5;358,666666666667
"CA";3;293,314051226551
"CA";4;241,975595238095
"FR";19;271,390342897842
"FR";28;207,454722222222
"DE";30;983,947344322344
"SE";5;58,8333333333334
"SE";8;59,75
"PT";33;7,5
"PT";35;4,5
"IT";31;349,475
"IT";12;163
"IT";26;507,388888888888
"DE";13;1473,38145049395
"JP";27;9264,16640211672
"US";20;910,702738095237
"JP";31;10767,4204365085
"NL";15;54,5353304103305
"DE";4;433,77261904762
"FR";3;402,638690476191
"FR";4;244,739880952381
"FR";6;393,742261904762
"US";26;2130,63928571427
"IT";24;130,477777777778
"IT";10;179,316522366522
"IT";25;659,483333333333
"US";34;2266,69427655677
"DE";12;962,243993506493
"CZ";12;10,0138888888889
"CZ";20;17,6666666666667
"DE";26;1925,67261904761
"CZ";26;40,6666666666667
"JP";18;2601,31071428572
"IT";19;126,517929292929
"IT";23;224,248809523809
"DE";15;404,204822029821
"DE";34;942,133333333334
"NL";29;242,483143939394
"NL";2;104,531613756614
"NL";6;44,8353174603175
"NL";34;46,0297619047619
"US";33;3492,11014957265
"IT";16;149,474978481557
"NL";9;41,3546296296296
"FR";1;851,764814814816
"TW";1;371,836111111111
"TW";32;242,111111111111
"BE";11;9,29764957264956
"BE";15;25,1873321123321
"BE";16;31,2760225885226
"IT";17;98,9154761904764
"IT";21;95,725
"IT";15;67,793881800461
"IT";11;11,9019626085416
"IT";14;173,834189640768
"JP";23;6468,31382575803
"CH";18;62,7338293650795
"GB";19;161,240662578162
"BE";4;22,4114035087719
"BE";5;6,01111111111111
"SG";2;17,8333333333333
"SG";3;4,66666666666667
"SG";6;22,8833333333333
"SG";5;6,91666666666667
"NL";3;74,8888888888889
"NL";4;32,2083333333333
"DE";9;733,974978632477
"KR";2;3722,19563492065
"KR";5;678,842857142857
"DK";15;31,7981240981241
"DK";16;25,8755952380953
"DK";13;46,1166666666667
"DK";24;15,0833333333333
"NZ";3;12,2083333333333
"NZ";4;0,75
"NL";10;84,7680555555556
"DK";11;6,04166666666667
"DK";29;40,5015873015873
"CH";34;90,8666666666667
"JP";10;15179,0376984142
"IL";13;110,241414141414
"IL";16;32,2838744588745
"US";18;707,918035205537
"IL";18;6,64166666666667
"IT";29;554,733333333332
"DE";14;1241,04383764384
"CN";14;279,091666666667
"CN";16;940,247619047623
"CN";17;226,258333333334
"SE";25;249,487962962963
"CH";26;161,067063492063
"CH";31;99,4123015873016
"CH";33;111,333333333333
"IT";32;559,469444444444
"IT";22;2,78571428571429
"IT";30;182,95
"IT";5;61,5625
"IT";28;337,575
"GB";3;297,624206349206
"GB";4;155,88344017094
"GB";9;161,677579365079
"GB";5;90,3202991452991
"CH";1;193,05615079365
"GB";15;77,2464095845676
"GB";16;152,375278632186
"GB";6;293,312408424908
"AT";35;111,744444444444
"AT";24;29,3333333333333
"AT";17;26,2698412698412
"AT";28;45,5666666666668
"AT";29;72,125
"CH";20;61,8856060606061
"AT";20;58,6793650793652
"AT";1;86,6611111111111
"AT";12;19,3154761904762
"AT";26;53,8583333333334
"AT";27;54,525
"AT";15;26,4900793650794
"AT";16;33,0055555555556
"AT";31;63,2559523809524
"AT";6;16,675
"AT";10;50,3960978835979
"AT";32;64,6722222222222
"AT";33;51,1333333333333
"AT";13;47,0595238095238
"AT";9;13,1535714285714
"AT";23;46,3613095238095
"AT";21;18,475
"AT";14;18,450462962963
"AT";19;14,9411375661376
"AT";25;45,7083333333334
"AT";2;14,7916666666667
"AT";18;8,8
"AT";30;27,8601190476191
"LI";32;2
"LI";35;2,87222222222222
"AT";11;8,29166666666666
"PL";17;45,3952380952382
"US";19;1844,88973013095
"AT";8;14,7166666666667
"AT";5;12,375
"NL";16;40,5558802308803
"AT";34;27,2666666666667
"CH";23;98,8511904761904
"CA";23;153,928042328042
"AT";3;24,8333333333333
"SE";3;341,963888888889
"AU";23;71,35
"AU";31;100,708333333333
"AU";35;273,066666666667
"AU";25;132,916666666667
"AU";13;130,08946969697
"AU";29;162,846666666667
"AU";2;35,2875
"AU";1;63,3166666666668
"AU";21;16,1833333333333
"AU";27;26,2833333333333
"AU";30;38,2166666666667
"AU";14;32,619898989899
"AU";16;61,8501178451181
"AU";33;177,575
"DE";24;819,708134920636
"DE";19;1041,57636544011
"AU";19;51,6942857142857
"AU";18;13,5333333333333
"AU";6;37,5194444444444
"AU";17;13,3694444444444
"AU";28;40,4
"AU";32;122,333333333333
"AU";12;45,275
"AU";20;45,5969696969697
"TW";26;231,641666666667
"AU";34;81,7
"AU";26;69,0333333333333
"AT";4;9,41666666666667
"AU";9;25,3031746031746
"CA";32;367,341666666667
"AU";3;34,6166666666667
"TW";33;376,311111111111
"FR";9;276,324374699375
"AU";10;46,6
"AU";4;16,75
"CH";29;115,530158730159
"TW";6;251,639285714286
"JP";30;8434,18333333333
"FR";2;360,784199134199
"AU";24;23,4166666666667
"AU";15;49,3971380471381
"TW";2;179,277777777778
"TW";3;140
"SE";15;62,1037337662338
"SE";16;118,366233766234
"AU";11;12,1110269360269
"GB";10;306,512899600399
"GB";13;281,489207551707
"AU";7;1,66666666666667
"AR";13;12,1738816738817
"GB";8;51,8134920634921
"ES";13;66,8
"NZ";26;13,7
"NZ";29;38,2833333333333
"TW";12;40,7166666666667
"ZA";10;24,85
"US";24;1056,17043650794
"FR";21;141,863101250601
"TW";9;117,652777777778
"AU";5;6,36666666666667
"IT";34;416,383333333333
"IN";19;65,6142857142858
"IN";23;28,3166666666667
"IN";24;5,73333333333334
"IN";27;14,7333333333333
"IN";30;11,1833333333333
"DK";14;35,2448412698413
"DK";23;29,3698412698413
"NL";28;56,9125
"TW";34;243,479166666667
"CH";30;74,4261904761905
"TW";23;68,8333333333333
"TW";25;101,7
