"ctry_code";"techn_field_nr";"n_tech_reg"
"AI_pat";6;1356,06666666667
"AI_pat";13;60,25
"AI_pat";33;2
"AI_pat";12;158,916666666667
"AI_pat";10;197,233333333332
"AI_pat";35;14,5
"AI_pat";7;164,483333333333
"AI_pat";28;1,5
"AI_pat";4;125,2
"AI_pat";1;47,45
"AI_pat";32;20,5
"AI_pat";25;9,5
"AI_pat";27;17,7
"AI_pat";11;10,3333333333333
"AI_pat";2;17,5833333333333
"AI_pat";29;6,33333333333333
"AI_pat";5;5,83333333333333
"AI_pat";16;2
"AI_pat";3;16,7833333333333
"AI_pat";24;4,08333333333333
"AI_pat";26;7
"AI_pat";31;7,5
"AI_pat";30;10,3333333333333
"AI_pat";20;2
"AI_pat";15;3,75
"AI_pat";8;2
"AI_pat";18;2
"AI_pat";19;0,5
"AI_pat";21;3,5
"AI_pat";22;2
"AI_pat";9;2,16666666666667
"AI_pat";14;0,5
"AI_pat";17;0,5
