"ctry_code";"techn_field_nr";"RCA_Gen";"RCA_AI";"Period"
"AE";"1";0,574184310601465;0;"2018"
"AM";"1";0;NA;"2018"
"AR";"1";0;NA;"2018"
"AT";"1";1,26268585951272;0;"2018"
"AU";"1";0,524536795023143;0;"2018"
"BE";"1";0,378121375274136;0;"2018"
"BG";"1";2,95294788309325;NA;"2018"
"BR";"1";0,789503427077015;NA;"2018"
"CA";"1";0,771385960965803;0;"2018"
"CH";"1";0,715811789401098;0;"2018"
"CL";"1";0,224680817191878;0;"2018"
"CN";"1";1,00058920843586;1,11659751037344;"2018"
"CO";"1";0,387574409655989;0;"2018"
"CZ";"1";1,57276572034314;NA;"2018"
"DE";"1";0,979583672756895;0;"2018"
"DK";"1";0,647129685813993;0;"2018"
"EE";"1";0;NA;"2018"
"ES";"1";0,784376781446644;0;"2018"
"FI";"1";0,435171266982163;0;"2018"
"FR";"1";0,772703554897745;0;"2018"
"GB";"1";0,504294090213459;0;"2018"
"GR";"1";0,738236970773312;0;"2018"
"HK";"1";1,55029763862396;0;"2018"
"HU";"1";0;NA;"2018"
"IE";"1";0,287092155300733;0;"2018"
"IL";"1";0,401416352857989;0;"2018"
"IN";"1";0,49808759473862;0;"2018"
"IQ";"1";0;NA;"2018"
"IR";"1";0;NA;"2018"
"IT";"1";0,720850955157274;0;"2018"
"JP";"1";1,33194830122295;1,99038461538462;"2018"
"KR";"1";1,31363356779762;0,902616279069767;"2018"
"KW";"1";1,93787204827994;NA;"2018"
"KZ";"1";0;NA;"2018"
"LA";"1";0;NA;"2018"
"LI";"1";0;NA;"2018"
"LU";"1";1,40936148965814;NA;"2018"
"MT";"1";7,75148819311978;NA;"2018"
"MX";"1";1,16272322896797;NA;"2018"
"MY";"1";0,815946125591556;NA;"2018"
"NE";"1";5,16765879541319;NA;"2018"
"NL";"1";1,59916088797887;0;"2018"
"NO";"1";0,722936722674384;0;"2018"
"NZ";"1";1,05104924652472;NA;"2018"
"PA";"1";0,372071433269749;NA;"2018"
"PH";"1";1,10735545615997;NA;"2018"
"PL";"1";1,17446790804845;NA;"2018"
"PT";"1";0,587233954024226;0;"2018"
"QA";"1";1,03353175908264;0;"2018"
"RO";"1";1,21591971656781;NA;"2018"
"RU";"1";0,316557282470233;0;"2018"
"SA";"1";0,685214425911141;0;"2018"
"SE";"1";0,442310310591714;0;"2018"
"SG";"1";0,930178583174374;0;"2018"
"SI";"1";1,51248550109654;NA;"2018"
"TH";"1";0;NA;"2018"
"TR";"1";0,604726029250479;NA;"2018"
"TT";"1";0;NA;"2018"
"TW";"1";1,80329760048273;0;"2018"
"UA";"1";2,0221273547269;NA;"2018"
"US";"1";0,691911541083758;0,200064432989691;"2018"
"VN";"1";0;NA;"2018"
"ZA";"1";1,13042536149663;0;"2018"
"ZM";"1";7,75148819311978;NA;"2018"
"GT";"1";0;NA;"2018"
"LB";"1";0;NA;"2018"
"SD";"1";0;NA;"2018"
"SK";"1";0;NA;"2018"
"UY";"1";0;NA;"2018"
"VG";"1";0;NA;"2018"
"BY";"1";0;NA;"2018"
"LT";"1";0;NA;"2018"
