"ctry_code";"techn_field_nr";"RCA_Gen";"RCA_AI";"Period"
"AD";"1";0,452207255017704;NA;"2009-2018"
"AE";"1";0,558764884863611;0;"2009-2018"
"AF";"1";0;NA;"2009-2018"
"AG";"1";4,67280830184961;NA;"2009-2018"
"AI";"1";4,67280830184961;NA;"2009-2018"
"AM";"1";0,493606510758762;0;"2009-2018"
"AO";"1";5,60736996221953;NA;"2009-2018"
"AP";"1";0;NA;"2009-2018"
"AR";"1";0,396944967519267;0;"2009-2018"
"AT";"1";1,42039628822399;0;"2009-2018"
"AU";"1";0,520264792007635;0;"2009-2018"
"AX";"1";0;NA;"2009-2018"
"AZ";"1";0,341912802574362;NA;"2009-2018"
"BA";"1";2,50329016170515;NA;"2009-2018"
"BD";"1";0,509760905656321;0;"2009-2018"
"BE";"1";0,561600997756964;0;"2009-2018"
"BG";"1";1,09663455905801;0;"2009-2018"
"BJ";"1";0;NA;"2009-2018"
"BM";"1";0,700921245277442;NA;"2009-2018"
"BN";"1";1,9116033962112;NA;"2009-2018"
"BO";"1";0;NA;"2009-2018"
"BQ";"1";7,00921245277442;NA;"2009-2018"
"BR";"1";0,583185022873478;0;"2009-2018"
"BS";"1";0,286090304194874;NA;"2009-2018"
"BW";"1";0;NA;"2009-2018"
"BY";"1";0,41462946903736;0;"2009-2018"
"BZ";"1";0;NA;"2009-2018"
"CA";"1";0,604206898694588;0,620459168846266;"2009-2018"
"CG";"1";0;NA;"2009-2018"
"CH";"1";1,00110360636152;0;"2009-2018"
"CL";"1";0,378328575764209;0;"2009-2018"
"CM";"1";0;NA;"2009-2018"
"CN";"1";0,933667222497787;1,21104538582551;"2009-2018"
"CO";"1";0,392306667132896;0;"2009-2018"
"CR";"1";0,177448416525935;0;"2009-2018"
"CS";"1";4,67280830184961;NA;"2009-2018"
"CU";"1";0;NA;"2009-2018"
"CY";"1";0,512869203861543;0;"2009-2018"
"CZ";"1";0,85682235408237;0;"2009-2018"
"DD";"1";5,60736996221953;NA;"2009-2018"
"DE";"1";1,3060734163529;1,18334996120164;"2009-2018"
"DK";"1";0,803612126032375;0;"2009-2018"
"DO";"1";2,59600461213867;NA;"2009-2018"
"DZ";"1";2,59600461213867;NA;"2009-2018"
"EC";"1";1,21899347004772;0;"2009-2018"
"EE";"1";0,433794907500697;NA;"2009-2018"
"EG";"1";0,394380240309558;0;"2009-2018"
"ES";"1";0,756592218708857;0;"2009-2018"
"ET";"1";0;0;"2009-2018"
"FI";"1";0,68097877193669;1,47160187482768;"2009-2018"
"FL";"1";0;NA;"2009-2018"
"FO";"1";1,00131606468206;NA;"2009-2018"
"FR";"1";0,936657772331103;0;"2009-2018"
"GB";"1";0,788328907189746;0,207943743182172;"2009-2018"
"GD";"1";0;NA;"2009-2018"
"GE";"1";0,424800754713601;0;"2009-2018"
"GH";"1";0;NA;"2009-2018"
"GI";"1";1,00131606468206;NA;"2009-2018"
"GL";"1";0;NA;"2009-2018"
"GR";"1";0,584608510396476;0;"2009-2018"
"GT";"1";0;NA;"2009-2018"
"HK";"1";2,1958248857523;0;"2009-2018"
"HN";"1";0;NA;"2009-2018"
"HR";"1";1,05060936103305;0;"2009-2018"
"HU";"1";1,05943002417718;0;"2009-2018"
"ID";"1";0,469891337616162;0;"2009-2018"
"IE";"1";0,465890113428458;0;"2009-2018"
"IL";"1";0,35326282019743;0,327956989247312;"2009-2018"
"IM";"1";0;NA;"2009-2018"
"IN";"1";0,461239149706027;0,238143041984563;"2009-2018"
"IQ";"1";1,1682020754624;NA;"2009-2018"
"IR";"1";0,70596384416433;0;"2009-2018"
"IS";"1";0,400526425872824;0;"2009-2018"
"IT";"1";0,78062882350478;0;"2009-2018"
"JE";"1";0,904414510035409;NA;"2009-2018"
"JM";"1";1,02573840772309;NA;"2009-2018"
"JO";"1";0,434679842032522;NA;"2009-2018"
"JP";"1";1,3823914270473;1,48428809788654;"2009-2018"
"KE";"1";0,560736996221953;NA;"2009-2018"
"KG";"1";0,700921245277442;NA;"2009-2018"
"KH";"1";0;NA;"2009-2018"
"KP";"1";0,467280830184961;NA;"2009-2018"
"KR";"1";1,14965945577285;0,787333566243546;"2009-2018"
"KW";"1";0,567547567026269;NA;"2009-2018"
"KY";"1";0,300037631747775;0;"2009-2018"
"KZ";"1";1,90438979848965;0;"2009-2018"
"LA";"1";0;NA;"2009-2018"
"LB";"1";0,564500331767067;NA;"2009-2018"
"LI";"1";0,540655505999128;NA;"2009-2018"
"LK";"1";0,467280830184961;0;"2009-2018"
"LR";"1";0;NA;"2009-2018"
"LT";"1";0,533889958317964;0;"2009-2018"
"LU";"1";0,801052851745648;0;"2009-2018"
"LV";"1";0,780349696531545;0;"2009-2018"
"MA";"1";0,609496735023862;0;"2009-2018"
"MC";"1";0,402828301883587;NA;"2009-2018"
"MD";"1";0,652019763048783;NA;"2009-2018"
"ME";"1";3,11520553456641;NA;"2009-2018"
"MG";"1";1,40184249055488;NA;"2009-2018"
"MK";"1";0,637201132070401;NA;"2009-2018"
"ML";"1";0;NA;"2009-2018"
"MN";"1";0,623041106913281;0;"2009-2018"
"MO";"1";0,623041106913281;0;"2009-2018"
"MT";"1";1,41125082941767;0;"2009-2018"
"MU";"1";1,7523031131936;NA;"2009-2018"
"MX";"1";0,633249222799947;0;"2009-2018"
"MY";"1";0,921815568557765;0;"2009-2018"
"NC";"1";1,5576027672832;NA;"2009-2018"
"NE";"1";1,7523031131936;NA;"2009-2018"
"NG";"1";1,81720322849707;NA;"2009-2018"
"NI";"1";0;NA;"2009-2018"
"NL";"1";0,796929883390324;0;"2009-2018"
"NO";"1";0,662928353972738;0;"2009-2018"
"NP";"1";0,318600566035201;NA;"2009-2018"
"NY";"1";0;0;"2009-2018"
"NZ";"1";0,567572275235543;0;"2009-2018"
"OA";"1";0;NA;"2009-2018"
"OM";"1";0,876151556596802;NA;"2009-2018"
"PA";"1";0,357917231631034;NA;"2009-2018"
"PE";"1";0,491874558089433;NA;"2009-2018"
"PH";"1";1,83671077760563;0;"2009-2018"
"PK";"1";0,661636573713219;0;"2009-2018"
"PL";"1";0,724348753534618;0;"2009-2018"
"PR";"1";0,667544043121373;NA;"2009-2018"
"PT";"1";0,483393962260305;0;"2009-2018"
"QA";"1";0,314314459765669;0;"2009-2018"
"RO";"1";1,01446924919544;0;"2009-2018"
"RS";"1";0,959216213652558;0;"2009-2018"
"RU";"1";0,492939964596383;0,697074572286796;"2009-2018"
"SA";"1";0,368367369780845;0;"2009-2018"
"SB";"1";7,00921245277442;NA;"2009-2018"
"SC";"1";0;NA;"2009-2018"
"SE";"1";0,634132476048939;0;"2009-2018"
"SG";"1";0,88258438740882;0;"2009-2018"
"SI";"1";1,21652894203674;0;"2009-2018"
"SK";"1";0,92314640907491;NA;"2009-2018"
"SL";"1";4,67280830184961;NA;"2009-2018"
"SN";"1";1,40184249055488;NA;"2009-2018"
"SR";"1";0;NA;"2009-2018"
"SV";"1";3,50460622638721;NA;"2009-2018"
"SY";"1";0,824613229738167;NA;"2009-2018"
"TC";"1";3,50460622638721;NA;"2009-2018"
"TH";"1";0,65455680492835;NA;"2009-2018"
"TJ";"1";0;NA;"2009-2018"
"TN";"1";1,062001886784;0;"2009-2018"
"TR";"1";0,604952362620838;0;"2009-2018"
"TT";"1";0;NA;"2009-2018"
"TW";"1";1,58554345757576;0;"2009-2018"
"TX";"1";0;NA;"2009-2018"
"TZ";"1";0;NA;"2009-2018"
"UA";"1";0,576203511531483;0;"2009-2018"
"UK";"1";1,2744022641408;NA;"2009-2018"
"US";"1";0,66931464867394;0,189497489934887;"2009-2018"
"UY";"1";0,50065803234103;NA;"2009-2018"
"UZ";"1";0,406331156682575;0;"2009-2018"
"VE";"1";0,737811837134149;0;"2009-2018"
"VG";"1";0,849601509427202;0;"2009-2018"
"VN";"1";1,02801782640691;0;"2009-2018"
"WS";"1";2,21343551140245;NA;"2009-2018"
"YE";"1";1,2744022641408;NA;"2009-2018"
"YU";"1";7,00921245277442;NA;"2009-2018"
"ZA";"1";0,758496217205193;0;"2009-2018"
"ZM";"1";7,00921245277442;NA;"2009-2018"
"ZW";"1";1,2744022641408;NA;"2009-2018"
"ZZ";"1";0;NA;"2009-2018"
"BB";"1";0;NA;"2009-2018"
"GA";"1";0;NA;"2009-2018"
"KN";"1";0;NA;"2009-2018"
"MH";"1";0;NA;"2009-2018"
"PY";"1";0;0;"2009-2018"
"RE";"1";0;NA;"2009-2018"
"SD";"1";0;NA;"2009-2018"
"SJ";"1";0;NA;"2009-2018"
"SO";"1";0;NA;"2009-2018"
"SZ";"1";0;NA;"2009-2018"
"TG";"1";0;NA;"2009-2018"
"TV";"1";0;NA;"2009-2018"
"VA";"1";0;NA;"2009-2018"
"WF";"1";0;NA;"2009-2018"
"ZJ";"1";0;NA;"2009-2018"
"AL";"1";0;NA;"2009-2018"
"AN";"1";0;NA;"2009-2018"
"BH";"1";0;NA;"2009-2018"
"ER";"1";0;0;"2009-2018"
"GQ";"1";0;NA;"2009-2018"
"LY";"1";0;NA;"2009-2018"
"SU";"1";0;NA;"2009-2018"
"XN";"1";0;NA;"2009-2018"
"BT";"1";0;NA;"2009-2018"
"CV";"1";0;NA;"2009-2018"
"CW";"1";0;NA;"2009-2018"
"FJ";"1";0;NA;"2009-2018"
"MM";"1";0;NA;"2009-2018"
"MQ";"1";0;NA;"2009-2018"
"NJ";"1";0;NA;"2009-2018"
"ON";"1";0;NA;"2009-2018"
"PF";"1";0;NA;"2009-2018"
"PO";"1";0;0;"2009-2018"
"SM";"1";0;NA;"2009-2018"
"TM";"1";0;NA;"2009-2018"
"TO";"1";0;NA;"2009-2018"
"UG";"1";0;NA;"2009-2018"
"WA";"1";0;NA;"2009-2018"
"XK";"1";0;NA;"2009-2018"
"YS";"1";0;NA;"2009-2018"
"AW";"1";0;NA;"2009-2018"
"BC";"1";0;NA;"2009-2018"
"BF";"1";0;NA;"2009-2018"
"DM";"1";0;NA;"2009-2018"
"GM";"1";0;NA;"2009-2018"
"GN";"1";0;NA;"2009-2018"
"HA";"1";0;NA;"2009-2018"
"IO";"1";0;NA;"2009-2018"
"KI";"1";0;NA;"2009-2018"
"MI";"1";0;NA;"2009-2018"
"OH";"1";0;NA;"2009-2018"
"PI";"1";0;NA;"2009-2018"
"PM";"1";0;NA;"2009-2018"
"PS";"1";0;NA;"2009-2018"
"RW";"1";0;NA;"2009-2018"
"TD";"1";0;NA;"2009-2018"
"UX";"1";0;NA;"2009-2018"
"CD";"1";0;NA;"2009-2018"
"CI";"1";0;NA;"2009-2018"
"MW";"1";0;NA;"2009-2018"
"MZ";"1";0;NA;"2009-2018"
"SP";"1";0;NA;"2009-2018"
"VZ";"1";0;NA;"2009-2018"
"OR";"1";0;NA;"2009-2018"
"HT";"1";0;NA;"2009-2018"
"SH";"1";0;NA;"2009-2018"
"CF";"1";0;NA;"2009-2018"
"GF";"1";0;NA;"2009-2018"
"NF";"1";0;NA;"2009-2018"
"CT";"1";0;NA;"2009-2018"
"UT";"1";0;NA;"2009-2018"
"BL";"1";0;NA;"2009-2018"
"EP";"1";0;NA;"2009-2018"
"FK";"1";0;NA;"2009-2018"
"FM";"1";0;NA;"2009-2018"
"GG";"1";0;NA;"2009-2018"
"GP";"1";0;NA;"2009-2018"
"GU";"1";0;NA;"2009-2018"
"LN";"1";0;NA;"2009-2018"
"SX";"1";0;NA;"2009-2018"
"TK";"1";0;NA;"2009-2018"
"UD";"1";0;NA;"2009-2018"
"UR";"1";0;NA;"2009-2018"
"WO";"1";0;NA;"2009-2018"
"DJ";"1";0;NA;"2009-2018"
"OT";"1";0;NA;"2009-2018"
"VU";"1";0;NA;"2009-2018"
"KS";"1";0;NA;"2009-2018"
"UE";"1";0;NA;"2009-2018"
"BI";"1";0;NA;"2009-2018"
"LS";"1";0;NA;"2009-2018"
"MR";"1";0;NA;"2009-2018"
"UC";"1";0;NA;"2009-2018"
"MS";"1";0;NA;"2009-2018"
"BU";"1";0;NA;"2009-2018"
