"x";"y"
135,645378690266;65,6281642426331
134,093345847244;64,2251886189007
135,252066450469;58,8172801554924
131,347151796061;67,1298589737153
135,121420522853;62,6788447085627
138,833398156263;59,2524261920405
137,611969748153;58,3293116752925
138,006953829175;57,4835178466019
136,726942714473;61,157384218762
139,943320471903;57,7455119253795
137,937375709855;61,4565029623949
131,937568702086;64,6511666524082
139,114599528739;65,0664841169747
136,547721715324;64,0083824797717
140,492459347719;67,6590187333675
138,903484911993;63,0685448603896
140,575446377228;64,1612200350126
134,845346047331;66,3186769389133
137,956607704099;66,1329273835217
139,169754939053;67,3071678327664
133,748109156326;62,3592100493093
137,599044515336;63,1217737505683
129,784594940831;63,9306037882976
138,671757608313;68,2519547352013
137,39029589367;68,9824539466889
135,706289988773;68,3971521492351
133,727779962072;68,9356255733223
133,412660549752;67,0534683617776
136,963188137892;66,9804069546028
128,285399180463;64,8353561730504
129,599637115446;66,2746552748223
130,459685410645;65,2538220348827
127,626619156521;66,6944245234582
135,132134735092;64,0937784498524
133,135522265046;63,0335571899518
