"";"X1960";"X1961";"X1962";"X1963";"X1964";"X1965";"X1966";"X1967";"X1968";"X1969";"X1970";"X1971";"X1972";"X1973";"X1974";"X1975";"X1976";"X1977";"X1978";"X1979";"X1980";"X1981";"X1982";"X1983";"X1984";"X1985";"X1986";"X1987";"X1988";"X1989";"X1990";"X1991";"X1992";"X1993";"X1994";"X1995";"X1996";"X1997";"X1998";"X1999";"X2000";"X2001";"X2002";"X2003";"X2004";"X2005";"X2006";"X2007";"X2008";"X2009";"X2010";"X2011";"X2012";"X2013";"X2014";"X2015";"X2016";"X2017";"X2018"
"118";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-1";"D05B-0";"D05B-0";"D05B-10";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0";"D05B-0"
"119";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-1";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0";"D05C-0"
"120";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-3";"D06F-1";"D06F-6";"D06F-5";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0";"D06F-0"
"121";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-4";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0";"D06H-0"
"122";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-4";"D21C-0";"D21C-0";"D21C-0";"D21C-1";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0";"D21C-0"
"123";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-2";"D21F-2";"D21F-3";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0";"D21F-0"
"124";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-3";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-6";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0";"D21G-0"
"125";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-0";"E01C-1";"E01C-0"
"126";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-1";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0";"E02B-0"
"127";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-3";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0";"E02D-0"
"128";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-0";"E02F-8";"E02F-0"
"129";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-1";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0";"E03C-0"
"130";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-5";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0";"E04B-0"
"131";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-2";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0";"E05B-0"
"132";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-1";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0";"E05F-0"
"133";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-0";"E06B-3"
"134";"E21B-0";"E21B-0";"E21B-0";"E21B-0";"E21B-0";"E21B-0";"E21B-0";"E21B-0";"E21B-0";"E21B-0";"E21B-0";"E21B-0";"E21B-0";"E21B-0";"E21B-0";"E21B-0";"E21B-0";"E21B-0";"E21B-0";"E21B-0";"E21B-0";"E21B-0";"E21B-0";"E21B-0";"E21B-0";"E21B-0";"E21B-0";"E21B-2";"E21B-0";"E21B-0";"E21B-0";"E21B-4";"E21B-6";"E21B-7";"E21B-0";"E21B-0";"E21B-5";"E21B-4";"E21B-12";"E21B-2";"E21B-4";"E21B-54";"E21B-25";"E21B-17";"E21B-11";"E21B-12";"E21B-1";"E21B-16";"E21B-9";"E21B-3";"E21B-3";"E21B-6";"E21B-17";"E21B-7";"E21B-5";"E21B-6";"E21B-23";"E21B-24";"E21B-14"
"135";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-4";"F01C-0";"F01C-0";"F01C-4";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0";"F01C-0"
"136";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-2";"F01D-5";"F01D-0";"F01D-2";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-6";"F01D-1";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-2";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-0";"F01D-2";"F01D-8";"F01D-0"
"137";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-6";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-5";"F01K-0";"F01K-5";"F01K-3";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-0";"F01K-1";"F01K-0";"F01K-0";"F01K-0"
"138";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-1";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0";"F01L-0"
"139";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-3";"F01N-0";"F01N-2";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-5";"F01N-0";"F01N-0";"F01N-0";"F01N-8";"F01N-0";"F01N-2";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-18";"F01N-0";"F01N-0";"F01N-0";"F01N-0";"F01N-0"
"140";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-3";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0";"F01P-0"
"141";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-3";"F02B-4";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-2";"F02B-0";"F02B-0";"F02B-2";"F02B-2";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0";"F02B-0"
"142";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-6";"F02C-6";"F02C-0";"F02C-0";"F02C-6";"F02C-0";"F02C-0";"F02C-6";"F02C-1";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-5";"F02C-2";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-0";"F02C-6";"F02C-2";"F02C-0";"F02C-0"
"143";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-0";"F02D-3";"F02D-0";"F02D-4";"F02D-0";"F02D-2";"F02D-7";"F02D-2";"F02D-79";"F02D-10";"F02D-14";"F02D-2";"F02D-2";"F02D-4";"F02D-18";"F02D-4";"F02D-0";"F02D-0";"F02D-5";"F02D-0";"F02D-0";"F02D-0";"F02D-2";"F02D-0";"F02D-0";"F02D-9";"F02D-0";"F02D-5";"F02D-15";"F02D-18";"F02D-0"
"144";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-3";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0";"F02G-0"
"145";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-4";"F02K-0";"F02K-0";"F02K-2";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0";"F02K-0"
"146";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-1";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-2";"F02M-3";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0";"F02M-0"
"147";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-4";"F02P-6";"F02P-4";"F02P-6";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0";"F02P-0"
"148";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-2";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-2";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-2";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-0";"F03D-2";"F03D-4";"F03D-0";"F03D-0";"F03D-55";"F03D-0"
"149";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-4";"F04B-0";"F04B-0";"F04B-4";"F04B-0";"F04B-2";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-0";"F04B-2";"F04B-0";"F04B-0";"F04B-0"
