"";"Years";"X.1";"accumulated";"accumulated2"
"41";2000;"B21B B22D B23K B23Q C25F G01H G01R G05B G06F G06N G06T G10L G11B H01M H04B H04H H04L H04N H04W";"B21B B22D B23K B23Q C25F G01H G01R G05B G06F G06N G06T G10L G11B H01M H04B H04H H04L H04N H04W B21B B22D B23K B60G B60K C12N F01D F15B F28D G01N G01R G01S G05B G06F G06K G06N G06Q G09B G10L H01F H01L H02J H04N B60K F24C G01N G05B G06F G06K G06N G06T G09B G10L H04B H04L H04M H04N A61B B21B B60W C21C F16H F25B G05B G06E G06F G06G G06K G06N G06T G08G G10L H01L H02M H03G H03H H03K H04L H04N H04Q H04W B23K C21B G01M G01N G01R G01S G05B G06F G06K G06N G06T G10L H02P H04N H05K A47L B23K G05B G05D G06F G06G G06T H04M H04N H04Q A47L B60K C21C G01H G01M G05D G06F G06K G06N G06T G11C H01J H02P H03M H04N B66C C21B G01H G01M G01N G05B G06F G06G G06N G06T G10L H01L B21B G06F G06G G06K G06N G10L H01L H03K H03M D06F G06F G06K H04N C21B G02F G06F G06G G06N G11C H01L H03M G06F G06N G11C H01L H03M";"5"
"42";2001;"A61G B21B B22D B23K B63B C12Q F25D G01N G03F G05B G06F G06K G06N G06Q G06T G10L H01L H02H H02P H03F H04B H04L H04N";"A61G B21B B22D B23K B63B C12Q F25D G01N G03F G05B G06F G06K G06N G06Q G06T G10L H01L H02H H02P H03F H04B H04L H04N B21B B22D B23K B23Q C25F G01H G01R G05B G06F G06N G06T G10L G11B H01M H04B H04H H04L H04N H04W B21B B22D B23K B60G B60K C12N F01D F15B F28D G01N G01R G01S G05B G06F G06K G06N G06Q G09B G10L H01F H01L H02J H04N B60K F24C G01N G05B G06F G06K G06N G06T G09B G10L H04B H04L H04M H04N A61B B21B B60W C21C F16H F25B G05B G06E G06F G06G G06K G06N G06T G08G G10L H01L H02M H03G H03H H03K H04L H04N H04Q H04W B23K C21B G01M G01N G01R G01S G05B G06F G06K G06N G06T G10L H02P H04N H05K A47L B23K G05B G05D G06F G06G G06T H04M H04N H04Q A47L B60K C21C G01H G01M G05D G06F G06K G06N G06T G11C H01J H02P H03M H04N B66C C21B G01H G01M G01N G05B G06F G06G G06N G06T G10L H01L B21B G06F G06G G06K G06N G10L H01L H03K H03M D06F G06F G06K H04N C21B G02F G06F G06G G06N G11C H01L H03M G06F G06N G11C H01L H03M";"7"
"43";2002;"B21B B22D B60G B64G C02F C21C F02D F16H F24F F25B G01C G01N G06F G06K G06N G06Q G06T G10L G11B H02H H02P H03F H04B H04N";"B21B B22D B60G B64G C02F C21C F02D F16H F24F F25B G01C G01N G06F G06K G06N G06Q G06T G10L G11B H02H H02P H03F H04B H04N A61G B21B B22D B23K B63B C12Q F25D G01N G03F G05B G06F G06K G06N G06Q G06T G10L H01L H02H H02P H03F H04B H04L H04N B21B B22D B23K B23Q C25F G01H G01R G05B G06F G06N G06T G10L G11B H01M H04B H04H H04L H04N H04W B21B B22D B23K B60G B60K C12N F01D F15B F28D G01N G01R G01S G05B G06F G06K G06N G06Q G09B G10L H01F H01L H02J H04N B60K F24C G01N G05B G06F G06K G06N G06T G09B G10L H04B H04L H04M H04N A61B B21B B60W C21C F16H F25B G05B G06E G06F G06G G06K G06N G06T G08G G10L H01L H02M H03G H03H H03K H04L H04N H04Q H04W B23K C21B G01M G01N G01R G01S G05B G06F G06K G06N G06T G10L H02P H04N H05K A47L B23K G05B G05D G06F G06G G06T H04M H04N H04Q A47L B60K C21C G01H G01M G05D G06F G06K G06N G06T G11C H01J H02P H03M H04N B66C C21B G01H G01M G01N G05B G06F G06G G06N G06T G10L H01L B21B G06F G06G G06K G06N G10L H01L H03K H03M D06F G06F G06K H04N C21B G02F G06F G06G G06N G11C H01L H03M G06F G06N G11C H01L H03M";"5"
"44";2003;"B23K B25J B60R C02F C12Q G01N G01S G05B G06F G06K G06N G06Q G09B G10L G11B H03M H04B H04N";"B23K B25J B60R C02F C12Q G01N G01S G05B G06F G06K G06N G06Q G09B G10L G11B H03M H04B H04N B21B B22D B60G B64G C02F C21C F02D F16H F24F F25B G01C G01N G06F G06K G06N G06Q G06T G10L G11B H02H H02P H03F H04B H04N A61G B21B B22D B23K B63B C12Q F25D G01N G03F G05B G06F G06K G06N G06Q G06T G10L H01L H02H H02P H03F H04B H04L H04N B21B B22D B23K B23Q C25F G01H G01R G05B G06F G06N G06T G10L G11B H01M H04B H04H H04L H04N H04W B21B B22D B23K B60G B60K C12N F01D F15B F28D G01N G01R G01S G05B G06F G06K G06N G06Q G09B G10L H01F H01L H02J H04N B60K F24C G01N G05B G06F G06K G06N G06T G09B G10L H04B H04L H04M H04N A61B B21B B60W C21C F16H F25B G05B G06E G06F G06G G06K G06N G06T G08G G10L H01L H02M H03G H03H H03K H04L H04N H04Q H04W B23K C21B G01M G01N G01R G01S G05B G06F G06K G06N G06T G10L H02P H04N H05K A47L B23K G05B G05D G06F G06G G06T H04M H04N H04Q A47L B60K C21C G01H G01M G05D G06F G06K G06N G06T G11C H01J H02P H03M H04N B66C C21B G01H G01M G01N G05B G06F G06G G06N G06T G10L H01L B21B G06F G06G G06K G06N G10L H01L H03K H03M D06F G06F G06K H04N C21B G02F G06F G06G G06N G11C H01L H03M G06F G06N G11C H01L H03M";"2"
"45";2004;"B60Q G01S G06F G06K G06N G06Q G10L H01M H02P H04B H04N";"B60Q G01S G06F G06K G06N G06Q G10L H01M H02P H04B H04N B23K B25J B60R C02F C12Q G01N G01S G05B G06F G06K G06N G06Q G09B G10L G11B H03M H04B H04N B21B B22D B60G B64G C02F C21C F02D F16H F24F F25B G01C G01N G06F G06K G06N G06Q G06T G10L G11B H02H H02P H03F H04B H04N A61G B21B B22D B23K B63B C12Q F25D G01N G03F G05B G06F G06K G06N G06Q G06T G10L H01L H02H H02P H03F H04B H04L H04N B21B B22D B23K B23Q C25F G01H G01R G05B G06F G06N G06T G10L G11B H01M H04B H04H H04L H04N H04W B21B B22D B23K B60G B60K C12N F01D F15B F28D G01N G01R G01S G05B G06F G06K G06N G06Q G09B G10L H01F H01L H02J H04N B60K F24C G01N G05B G06F G06K G06N G06T G09B G10L H04B H04L H04M H04N A61B B21B B60W C21C F16H F25B G05B G06E G06F G06G G06K G06N G06T G08G G10L H01L H02M H03G H03H H03K H04L H04N H04Q H04W B23K C21B G01M G01N G01R G01S G05B G06F G06K G06N G06T G10L H02P H04N H05K A47L B23K G05B G05D G06F G06G G06T H04M H04N H04Q A47L B60K C21C G01H G01M G05D G06F G06K G06N G06T G11C H01J H02P H03M H04N B66C C21B G01H G01M G01N G05B G06F G06G G06N G06T G10L H01L B21B G06F G06G G06K G06N G10L H01L H03K H03M D06F G06F G06K H04N C21B G02F G06F G06G G06N G11C H01L H03M G06F G06N G11C H01L H03M";"1"
"46";2005;"A61B B21B G01C G01R G05B G05D G06F G06K G06N G06Q G06T G07D G07F H02P H04B H04L H04N H04Q H04W";"A61B B21B G01C G01R G05B G05D G06F G06K G06N G06Q G06T G07D G07F H02P H04B H04L H04N H04Q H04W B60Q G01S G06F G06K G06N G06Q G10L H01M H02P H04B H04N B23K B25J B60R C02F C12Q G01N G01S G05B G06F G06K G06N G06Q G09B G10L G11B H03M H04B H04N B21B B22D B60G B64G C02F C21C F02D F16H F24F F25B G01C G01N G06F G06K G06N G06Q G06T G10L G11B H02H H02P H03F H04B H04N A61G B21B B22D B23K B63B C12Q F25D G01N G03F G05B G06F G06K G06N G06Q G06T G10L H01L H02H H02P H03F H04B H04L H04N B21B B22D B23K B23Q C25F G01H G01R G05B G06F G06N G06T G10L G11B H01M H04B H04H H04L H04N H04W B21B B22D B23K B60G B60K C12N F01D F15B F28D G01N G01R G01S G05B G06F G06K G06N G06Q G09B G10L H01F H01L H02J H04N B60K F24C G01N G05B G06F G06K G06N G06T G09B G10L H04B H04L H04M H04N A61B B21B B60W C21C F16H F25B G05B G06E G06F G06G G06K G06N G06T G08G G10L H01L H02M H03G H03H H03K H04L H04N H04Q H04W B23K C21B G01M G01N G01R G01S G05B G06F G06K G06N G06T G10L H02P H04N H05K A47L B23K G05B G05D G06F G06G G06T H04M H04N H04Q A47L B60K C21C G01H G01M G05D G06F G06K G06N G06T G11C H01J H02P H03M H04N B66C C21B G01H G01M G01N G05B G06F G06G G06N G06T G10L H01L B21B G06F G06G G06K G06N G10L H01L H03K H03M D06F G06F G06K H04N C21B G02F G06F G06G G06N G11C H01L H03M G06F G06N G11C H01L H03M";"2"
"47";2006;"A61B B25J B60R B60S E05B G01B G01R G01S G06F G06K G06N G06Q G06T G08G G10L H02P H03M H04B H04L H04N";"A61B B25J B60R B60S E05B G01B G01R G01S G06F G06K G06N G06Q G06T G08G G10L H02P H03M H04B H04L H04N A61B B21B G01C G01R G05B G05D G06F G06K G06N G06Q G06T G07D G07F H02P H04B H04L H04N H04Q H04W B60Q G01S G06F G06K G06N G06Q G10L H01M H02P H04B H04N B23K B25J B60R C02F C12Q G01N G01S G05B G06F G06K G06N G06Q G09B G10L G11B H03M H04B H04N B21B B22D B60G B64G C02F C21C F02D F16H F24F F25B G01C G01N G06F G06K G06N G06Q G06T G10L G11B H02H H02P H03F H04B H04N A61G B21B B22D B23K B63B C12Q F25D G01N G03F G05B G06F G06K G06N G06Q G06T G10L H01L H02H H02P H03F H04B H04L H04N B21B B22D B23K B23Q C25F G01H G01R G05B G06F G06N G06T G10L G11B H01M H04B H04H H04L H04N H04W B21B B22D B23K B60G B60K C12N F01D F15B F28D G01N G01R G01S G05B G06F G06K G06N G06Q G09B G10L H01F H01L H02J H04N B60K F24C G01N G05B G06F G06K G06N G06T G09B G10L H04B H04L H04M H04N A61B B21B B60W C21C F16H F25B G05B G06E G06F G06G G06K G06N G06T G08G G10L H01L H02M H03G H03H H03K H04L H04N H04Q H04W B23K C21B G01M G01N G01R G01S G05B G06F G06K G06N G06T G10L H02P H04N H05K A47L B23K G05B G05D G06F G06G G06T H04M H04N H04Q A47L B60K C21C G01H G01M G05D G06F G06K G06N G06T G11C H01J H02P H03M H04N B66C C21B G01H G01M G01N G05B G06F G06G G06N G06T G10L H01L B21B G06F G06G G06K G06N G10L H01L H03K H03M D06F G06F G06K H04N C21B G02F G06F G06G G06N G11C H01L H03M G06F G06N G11C H01L H03M";"3"
"48";2007;"A61B B23Q B64C F02D G01N G01R G05B G05D G06F G06K G06Q G06T G08B G10L H01H H01L H01M H02P H04L H04N";"A61B B23Q B64C F02D G01N G01R G05B G05D G06F G06K G06Q G06T G08B G10L H01H H01L H01M H02P H04L H04N A61B B25J B60R B60S E05B G01B G01R G01S G06F G06K G06N G06Q G06T G08G G10L H02P H03M H04B H04L H04N A61B B21B G01C G01R G05B G05D G06F G06K G06N G06Q G06T G07D G07F H02P H04B H04L H04N H04Q H04W B60Q G01S G06F G06K G06N G06Q G10L H01M H02P H04B H04N B23K B25J B60R C02F C12Q G01N G01S G05B G06F G06K G06N G06Q G09B G10L G11B H03M H04B H04N B21B B22D B60G B64G C02F C21C F02D F16H F24F F25B G01C G01N G06F G06K G06N G06Q G06T G10L G11B H02H H02P H03F H04B H04N A61G B21B B22D B23K B63B C12Q F25D G01N G03F G05B G06F G06K G06N G06Q G06T G10L H01L H02H H02P H03F H04B H04L H04N B21B B22D B23K B23Q C25F G01H G01R G05B G06F G06N G06T G10L G11B H01M H04B H04H H04L H04N H04W B21B B22D B23K B60G B60K C12N F01D F15B F28D G01N G01R G01S G05B G06F G06K G06N G06Q G09B G10L H01F H01L H02J H04N B60K F24C G01N G05B G06F G06K G06N G06T G09B G10L H04B H04L H04M H04N A61B B21B B60W C21C F16H F25B G05B G06E G06F G06G G06K G06N G06T G08G G10L H01L H02M H03G H03H H03K H04L H04N H04Q H04W B23K C21B G01M G01N G01R G01S G05B G06F G06K G06N G06T G10L H02P H04N H05K A47L B23K G05B G05D G06F G06G G06T H04M H04N H04Q A47L B60K C21C G01H G01M G05D G06F G06K G06N G06T G11C H01J H02P H03M H04N B66C C21B G01H G01M G01N G05B G06F G06G G06N G06T G10L H01L B21B G06F G06G G06K G06N G10L H01L H03K H03M D06F G06F G06K H04N C21B G02F G06F G06G G06N G11C H01L H03M G06F G06N G11C H01L H03M";"3"
"49";2008;"A61B B01J B25J B28C B62D C07C C12Q F04D F15B G01N G05D G06F G06K G06Q G06T G08C G08G G09B G10L G11B H02H H02M H04L H04N H04W";"A61B B01J B25J B28C B62D C07C C12Q F04D F15B G01N G05D G06F G06K G06Q G06T G08C G08G G09B G10L G11B H02H H02M H04L H04N H04W A61B B23Q B64C F02D G01N G01R G05B G05D G06F G06K G06Q G06T G08B G10L H01H H01L H01M H02P H04L H04N A61B B25J B60R B60S E05B G01B G01R G01S G06F G06K G06N G06Q G06T G08G G10L H02P H03M H04B H04L H04N A61B B21B G01C G01R G05B G05D G06F G06K G06N G06Q G06T G07D G07F H02P H04B H04L H04N H04Q H04W B60Q G01S G06F G06K G06N G06Q G10L H01M H02P H04B H04N B23K B25J B60R C02F C12Q G01N G01S G05B G06F G06K G06N G06Q G09B G10L G11B H03M H04B H04N B21B B22D B60G B64G C02F C21C F02D F16H F24F F25B G01C G01N G06F G06K G06N G06Q G06T G10L G11B H02H H02P H03F H04B H04N A61G B21B B22D B23K B63B C12Q F25D G01N G03F G05B G06F G06K G06N G06Q G06T G10L H01L H02H H02P H03F H04B H04L H04N B21B B22D B23K B23Q C25F G01H G01R G05B G06F G06N G06T G10L G11B H01M H04B H04H H04L H04N H04W B21B B22D B23K B60G B60K C12N F01D F15B F28D G01N G01R G01S G05B G06F G06K G06N G06Q G09B G10L H01F H01L H02J H04N B60K F24C G01N G05B G06F G06K G06N G06T G09B G10L H04B H04L H04M H04N A61B B21B B60W C21C F16H F25B G05B G06E G06F G06G G06K G06N G06T G08G G10L H01L H02M H03G H03H H03K H04L H04N H04Q H04W B23K C21B G01M G01N G01R G01S G05B G06F G06K G06N G06T G10L H02P H04N H05K A47L B23K G05B G05D G06F G06G G06T H04M H04N H04Q A47L B60K C21C G01H G01M G05D G06F G06K G06N G06T G11C H01J H02P H03M H04N B66C C21B G01H G01M G01N G05B G06F G06G G06N G06T G10L H01L B21B G06F G06G G06K G06N G10L H01L H03K H03M D06F G06F G06K H04N C21B G02F G06F G06G G06N G11C H01L H03M G06F G06N G11C H01L H03M";"6"
"50";2009;"A61B A61Q B60C B60W C02F F24D F24F G01M G01N G01R G06F G06J G06K G06N G06Q G06T G10L G21C H04B H04L H04N H04Q H04W";"A61B A61Q B60C B60W C02F F24D F24F G01M G01N G01R G06F G06J G06K G06N G06Q G06T G10L G21C H04B H04L H04N H04Q H04W A61B B01J B25J B28C B62D C07C C12Q F04D F15B G01N G05D G06F G06K G06Q G06T G08C G08G G09B G10L G11B H02H H02M H04L H04N H04W A61B B23Q B64C F02D G01N G01R G05B G05D G06F G06K G06Q G06T G08B G10L H01H H01L H01M H02P H04L H04N A61B B25J B60R B60S E05B G01B G01R G01S G06F G06K G06N G06Q G06T G08G G10L H02P H03M H04B H04L H04N A61B B21B G01C G01R G05B G05D G06F G06K G06N G06Q G06T G07D G07F H02P H04B H04L H04N H04Q H04W B60Q G01S G06F G06K G06N G06Q G10L H01M H02P H04B H04N B23K B25J B60R C02F C12Q G01N G01S G05B G06F G06K G06N G06Q G09B G10L G11B H03M H04B H04N B21B B22D B60G B64G C02F C21C F02D F16H F24F F25B G01C G01N G06F G06K G06N G06Q G06T G10L G11B H02H H02P H03F H04B H04N A61G B21B B22D B23K B63B C12Q F25D G01N G03F G05B G06F G06K G06N G06Q G06T G10L H01L H02H H02P H03F H04B H04L H04N B21B B22D B23K B23Q C25F G01H G01R G05B G06F G06N G06T G10L G11B H01M H04B H04H H04L H04N H04W B21B B22D B23K B60G B60K C12N F01D F15B F28D G01N G01R G01S G05B G06F G06K G06N G06Q G09B G10L H01F H01L H02J H04N B60K F24C G01N G05B G06F G06K G06N G06T G09B G10L H04B H04L H04M H04N A61B B21B B60W C21C F16H F25B G05B G06E G06F G06G G06K G06N G06T G08G G10L H01L H02M H03G H03H H03K H04L H04N H04Q H04W B23K C21B G01M G01N G01R G01S G05B G06F G06K G06N G06T G10L H02P H04N H05K A47L B23K G05B G05D G06F G06G G06T H04M H04N H04Q A47L B60K C21C G01H G01M G05D G06F G06K G06N G06T G11C H01J H02P H03M H04N B66C C21B G01H G01M G01N G05B G06F G06G G06N G06T G10L H01L B21B G06F G06G G06K G06N G10L H01L H03K H03M D06F G06F G06K H04N C21B G02F G06F G06G G06N G11C H01L H03M G06F G06N G11C H01L H03M";"5"
"51";2010;"A61B B60C B63B C21C D06B D06P E05F F24D G01C G01D G01H G01M G01N G01R G05D G06F G06K G06N G06Q G06T G07D G08B G09B H01L H02J H04B H04N H04W";"A61B B60C B63B C21C D06B D06P E05F F24D G01C G01D G01H G01M G01N G01R G05D G06F G06K G06N G06Q G06T G07D G08B G09B H01L H02J H04B H04N H04W A61B A61Q B60C B60W C02F F24D F24F G01M G01N G01R G06F G06J G06K G06N G06Q G06T G10L G21C H04B H04L H04N H04Q H04W A61B B01J B25J B28C B62D C07C C12Q F04D F15B G01N G05D G06F G06K G06Q G06T G08C G08G G09B G10L G11B H02H H02M H04L H04N H04W A61B B23Q B64C F02D G01N G01R G05B G05D G06F G06K G06Q G06T G08B G10L H01H H01L H01M H02P H04L H04N A61B B25J B60R B60S E05B G01B G01R G01S G06F G06K G06N G06Q G06T G08G G10L H02P H03M H04B H04L H04N A61B B21B G01C G01R G05B G05D G06F G06K G06N G06Q G06T G07D G07F H02P H04B H04L H04N H04Q H04W B60Q G01S G06F G06K G06N G06Q G10L H01M H02P H04B H04N B23K B25J B60R C02F C12Q G01N G01S G05B G06F G06K G06N G06Q G09B G10L G11B H03M H04B H04N B21B B22D B60G B64G C02F C21C F02D F16H F24F F25B G01C G01N G06F G06K G06N G06Q G06T G10L G11B H02H H02P H03F H04B H04N A61G B21B B22D B23K B63B C12Q F25D G01N G03F G05B G06F G06K G06N G06Q G06T G10L H01L H02H H02P H03F H04B H04L H04N B21B B22D B23K B23Q C25F G01H G01R G05B G06F G06N G06T G10L G11B H01M H04B H04H H04L H04N H04W B21B B22D B23K B60G B60K C12N F01D F15B F28D G01N G01R G01S G05B G06F G06K G06N G06Q G09B G10L H01F H01L H02J H04N B60K F24C G01N G05B G06F G06K G06N G06T G09B G10L H04B H04L H04M H04N A61B B21B B60W C21C F16H F25B G05B G06E G06F G06G G06K G06N G06T G08G G10L H01L H02M H03G H03H H03K H04L H04N H04Q H04W B23K C21B G01M G01N G01R G01S G05B G06F G06K G06N G06T G10L H02P H04N H05K A47L B23K G05B G05D G06F G06G G06T H04M H04N H04Q A47L B60K C21C G01H G01M G05D G06F G06K G06N G06T G11C H01J H02P H03M H04N B66C C21B G01H G01M G01N G05B G06F G06G G06N G06T G10L H01L B21B G06F G06G G06K G06N G10L H01L H03K H03M D06F G06F G06K H04N C21B G02F G06F G06G G06N G11C H01L H03M G06F G06N G11C H01L H03M";"4"
"52";2011;"A61B A61F A61H A61N B22D B25J B60C B60K B60R B60T B60W C12N C12Q F03D F24D G01B G01M G01N G01R G01S G01W G03F G05B G05D G06F G06K G06N G06Q G06T G09B G10H G10L H02B H02H H02J H02N H02P H04L H04N H04R H04W";"A61B A61F A61H A61N B22D B25J B60C B60K B60R B60T B60W C12N C12Q F03D F24D G01B G01M G01N G01R G01S G01W G03F G05B G05D G06F G06K G06N G06Q G06T G09B G10H G10L H02B H02H H02J H02N H02P H04L H04N H04R H04W A61B B60C B63B C21C D06B D06P E05F F24D G01C G01D G01H G01M G01N G01R G05D G06F G06K G06N G06Q G06T G07D G08B G09B H01L H02J H04B H04N H04W A61B A61Q B60C B60W C02F F24D F24F G01M G01N G01R G06F G06J G06K G06N G06Q G06T G10L G21C H04B H04L H04N H04Q H04W A61B B01J B25J B28C B62D C07C C12Q F04D F15B G01N G05D G06F G06K G06Q G06T G08C G08G G09B G10L G11B H02H H02M H04L H04N H04W A61B B23Q B64C F02D G01N G01R G05B G05D G06F G06K G06Q G06T G08B G10L H01H H01L H01M H02P H04L H04N A61B B25J B60R B60S E05B G01B G01R G01S G06F G06K G06N G06Q G06T G08G G10L H02P H03M H04B H04L H04N A61B B21B G01C G01R G05B G05D G06F G06K G06N G06Q G06T G07D G07F H02P H04B H04L H04N H04Q H04W B60Q G01S G06F G06K G06N G06Q G10L H01M H02P H04B H04N B23K B25J B60R C02F C12Q G01N G01S G05B G06F G06K G06N G06Q G09B G10L G11B H03M H04B H04N B21B B22D B60G B64G C02F C21C F02D F16H F24F F25B G01C G01N G06F G06K G06N G06Q G06T G10L G11B H02H H02P H03F H04B H04N A61G B21B B22D B23K B63B C12Q F25D G01N G03F G05B G06F G06K G06N G06Q G06T G10L H01L H02H H02P H03F H04B H04L H04N B21B B22D B23K B23Q C25F G01H G01R G05B G06F G06N G06T G10L G11B H01M H04B H04H H04L H04N H04W B21B B22D B23K B60G B60K C12N F01D F15B F28D G01N G01R G01S G05B G06F G06K G06N G06Q G09B G10L H01F H01L H02J H04N B60K F24C G01N G05B G06F G06K G06N G06T G09B G10L H04B H04L H04M H04N A61B B21B B60W C21C F16H F25B G05B G06E G06F G06G G06K G06N G06T G08G G10L H01L H02M H03G H03H H03K H04L H04N H04Q H04W B23K C21B G01M G01N G01R G01S G05B G06F G06K G06N G06T G10L H02P H04N H05K A47L B23K G05B G05D G06F G06G G06T H04M H04N H04Q A47L B60K C21C G01H G01M G05D G06F G06K G06N G06T G11C H01J H02P H03M H04N B66C C21B G01H G01M G01N G05B G06F G06G G06N G06T G10L H01L B21B G06F G06G G06K G06N G10L H01L H03K H03M D06F G06F G06K H04N C21B G02F G06F G06G G06N G11C H01L H03M G06F G06N G11C H01L H03M";"10"
